league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,player_id,request_id,request_table,request_url,request_status,request_row_index,stat,on,off,on_off
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661322', 'PlayerId': '1630134'}",on_off,1611661322,1630134,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661322__player_id-1630134__d2efd8e7,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661322&PlayerId=1630134,200,0,2pt FGM Assist%,0.627,0.641,-0.014
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661322', 'PlayerId': '1630134'}",on_off,1611661322,1630134,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661322__player_id-1630134__d2efd8e7,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661322&PlayerId=1630134,200,1,Non Putback 2pt FGM Assist%,0.672,0.700,-0.028
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661322', 'PlayerId': '1630134'}",on_off,1611661322,1630134,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661322__player_id-1630134__d2efd8e7,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661322&PlayerId=1630134,200,2,3pt FGM Assist%,0.908,0.894,0.014
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661322', 'PlayerId': '1630134'}",on_off,1611661322,1630134,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661322__player_id-1630134__d2efd8e7,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661322&PlayerId=1630134,200,3,3pt FG%,0.341,0.308,0.033
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661322', 'PlayerId': '1630134'}",on_off,1611661322,1630134,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661322__player_id-1630134__d2efd8e7,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661322&PlayerId=1630134,200,4,Non-Heave 3pt FG%,0.345,0.309,0.036
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661322', 'PlayerId': '1630134'}",on_off,1611661322,1630134,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661322__player_id-1630134__d2efd8e7,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661322&PlayerId=1630134,200,5,2pt FG%,0.485,0.471,0.014
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661322', 'PlayerId': '1630134'}",on_off,1611661322,1630134,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661322__player_id-1630134__d2efd8e7,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661322&PlayerId=1630134,200,6,eFG%,0.492,0.469,0.024
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661322', 'PlayerId': '1630134'}",on_off,1611661322,1630134,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661322__player_id-1630134__d2efd8e7,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661322&PlayerId=1630134,200,7,TS%,0.537,0.517,0.020
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661322', 'PlayerId': '1630134'}",on_off,1611661322,1630134,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661322__player_id-1630134__d2efd8e7,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661322&PlayerId=1630134,200,8,3PAr,0.271,0.267,0.004
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661322', 'PlayerId': '1630134'}",on_off,1611661322,1630134,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661322__player_id-1630134__d2efd8e7,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661322&PlayerId=1630134,200,9,% of FG3A Blocked,0.002,0.011,-0.009
