league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,player_id,request_id,request_table,request_url,request_status,request_row_index,stat,on,off,on_off,is_playoffs,job_variant
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'PlayerId': '1642822'}",on_off,1611661331,1642822,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661331__player_id-1642822__3610cdf1,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661331&PlayerId=1642822,200,0,2pt FGM Assist%,0.562,0.587,-0.025,False,team_on_off
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'PlayerId': '1642822'}",on_off,1611661331,1642822,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661331__player_id-1642822__3610cdf1,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661331&PlayerId=1642822,200,1,Non Putback 2pt FGM Assist%,0.615,0.626,-0.011,False,team_on_off
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'PlayerId': '1642822'}",on_off,1611661331,1642822,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661331__player_id-1642822__3610cdf1,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661331&PlayerId=1642822,200,2,3pt FGM Assist%,0.804,0.910,-0.106,False,team_on_off
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'PlayerId': '1642822'}",on_off,1611661331,1642822,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661331__player_id-1642822__3610cdf1,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661331&PlayerId=1642822,200,3,3pt FG%,0.288,0.331,-0.043,False,team_on_off
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'PlayerId': '1642822'}",on_off,1611661331,1642822,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661331__player_id-1642822__3610cdf1,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661331&PlayerId=1642822,200,4,Non-Heave 3pt FG%,0.293,0.333,-0.040,False,team_on_off
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'PlayerId': '1642822'}",on_off,1611661331,1642822,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661331__player_id-1642822__3610cdf1,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661331&PlayerId=1642822,200,5,2pt FG%,0.438,0.484,-0.046,False,team_on_off
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'PlayerId': '1642822'}",on_off,1611661331,1642822,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661331__player_id-1642822__3610cdf1,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661331&PlayerId=1642822,200,6,eFG%,0.435,0.489,-0.054,False,team_on_off
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'PlayerId': '1642822'}",on_off,1611661331,1642822,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661331__player_id-1642822__3610cdf1,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661331&PlayerId=1642822,200,7,TS%,0.486,0.537,-0.050,False,team_on_off
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'PlayerId': '1642822'}",on_off,1611661331,1642822,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661331__player_id-1642822__3610cdf1,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661331&PlayerId=1642822,200,8,3PAr,0.424,0.464,-0.040,False,team_on_off
wnba,wnba_on_off,on_off,team_on_off,get-on-off,2025,Regular Season,team,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'PlayerId': '1642822'}",on_off,1611661331,1642822,get-on-off__team_on_off__season-2025__season_type-Regular_Season__team_id-1611661331__player_id-1642822__3610cdf1,get-on-off,https://api.pbpstats.com/get-on-off/wnba/team?Season=2025&SeasonType=Regular+Season&TeamId=1611661331&PlayerId=1642822,200,9,% of FG3A Blocked,0.017,0.017,0.000,False,team_on_off
