league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,0,,,,Rayah Marshall,1642796.0,True,1611661323,22.0,564,2025-09-10,1022500282,1628269-1628278-1630471-1631021-1642804,False,CON,1628263-1642796-1642800-1642809-203863,,,,,,1611661330,4,Nia Coffey,1628269,33,00:49,0,,0,,0,,0,,False,16,,2.8,0.3652,24.0,AtRim,2,49.0,OffDeadball,ATL,00:24,,6,27
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,1,,,,,,False,1611661323,59.0,557,2025-09-10,1022500282,1628269-1628278-1630471-1631044-1642804,False,CON,1628263-1642796-1642800-1642809-203863,,,,,,1611661330,4,Maya Caldwell,1630471,31,01:22,0,,1628263,Lindsay Allen,0,,0,,False,16,,24.6,0.2881,61.0,Arc3,3,82.0,OffLongMidRangeMake,ATL,01:01,,-84,231
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,2,,,,,,False,1611661323,85.0,554,2025-09-10,1022500282,1628269-1628278-1630471-1631044-1642804,False,CON,1628263-1642796-1642800-1642809-203863,,,,,,1611661330,4,Te-Hina Paopao,1642804,29,01:55,0,,0,,0,,0,,False,18,,5.8,0.268,88.0,ShortMidRange,2,115.0,OffDeadball,ATL,01:28,,32,48
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,3,Rhyne Howard,1631009.0,True,,,,1611661323,142.0,540,2025-09-10,1022500282,1628269-1630471-1631009-1631044-1642804,True,CON,1628263-1629497-1642290-1642800-1642809,,,,,,1611661330,4,Maya Caldwell,1630471,27,02:30,0,,0,,0,,0,,False,15,,23.5,0.2826,142.0,Corner3,3,150.0,OffTimeout,ATL,02:22,,229,52
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,4,,,,,,False,1611661323,161.0,528,2025-09-10,1022500282,1628277-1630471-1631009-1631044-203398,False,CON,1628263-1629497-1642290-1642800-1642809,,,,,,1611661330,4,Brittney Griner,203398,25,03:01,0,,1629497,Marina Mabrey,0,,0,,False,15,,3.7,0.5281,163.0,AtRim,2,181.0,OffLongMidRangeMake,ATL,02:43,,-21,31
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,5,Allisha Gray,1628277.0,True,,,,1611661323,218.0,517,2025-09-10,1022500282,1628277-1630471-1631044-1642804-203398,True,CON,1628263-1629497-1642290-1642800-1642809,,,,,,1611661330,4,Brittney Griner,203398,21,03:56,0,,1642290,Aaliyah Edwards,0,,0,,False,13,,3.1,0.4265,218.0,AtRim,2,236.0,OffAtRimMake,ATL,03:38,,0,31
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,6,,,,,,False,1611661323,250.0,513,2025-09-10,1022500282,1628277-1630471-1631044-1642804-203398,False,CON,1628263-1629497-1642290-1642800-1642809,,,,,,1611661330,4,Te-Hina Paopao,1642804,19,04:28,1642804,Te-Hina Paopao,1642800,Aneesah Morrow,0,,0,,False,15,,23.6,0.368,252.0,Corner3,3,268.0,OffCorner3Miss,ATL,04:12,,232,42
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,7,Allisha Gray,1628277.0,True,,,,1611661323,314.0,504,2025-09-10,1022500282,1628277-1630471-1631044-1642804-203398,True,CON,1628263-1629497-1642290-1642800-1642809,,,,,,1611661330,4,Naz Hillmon,1631044,15,05:27,0,,1629497,Marina Mabrey,0,,0,,False,12,,25.7,0.3207,314.0,Arc3,3,327.0,OffShortMidRangeMake,ATL,05:14,,-84,243
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,8,,,,,,False,1611661323,338.0,501,2025-09-10,1022500282,1628277-1630471-1631044-1642804-203398,False,CON,1628263-1629497-1642290-1642800-1642809,,,,,,1611661330,4,Allisha Gray,1628277,13,05:56,0,,1642809,Saniya Rivers,0,,0,,False,14,,27.4,0.3421,340.0,Arc3,3,356.0,OffShortMidRangeMake,ATL,05:40,,137,237
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,9,,,False,,,,1611661323,378.0,495,2025-09-10,1022500282,1630471-1631009-1631044-1642804-203398,True,CON,1628263-1629497-1642290-1642800-1642809,,,,,,1611661330,4,Rhyne Howard,1631009,11,06:24,0,,0,,1631009,Rhyne Howard,1642800,Aneesah Morrow,False,14,,3.1,0.6012,378.0,AtRim,2,384.0,OffLiveBallTurnover,ATL,06:18,,-2,31
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661330', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661330__entity_id-1611661330__9fb48e64,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661330&EntityId=1611661330,200,10,Te-Hina Paopao,1642804.0,True,,,,1611661323,395.0,491,2025-09-10,1022500282,1630471-1631009-1631044-1642804-203398,True,CON,1628263-1629497-1642290-1642800-1642809,,,,,,1611661330,4,Brittney Griner,203398,9,07:10,1631009,Rhyne Howard,1642841,Mamignan Touré,0,,0,,False,12,,9.1,0.4638,395.0,ShortMidRange,2,430.0,OffCorner3Miss,ATL,06:35,,85,32
