league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,0,,,,,,False,1611661323,27.0,516,2024-09-19,1022400235,1627669-1628273-1629488-1630389-204330,False,CON,1629497-1631007-1631135-1641698-203838,,,,,,1611661329,4,Dana Evans,1630389,33,00:38,0,,203838,Astou Ndour-Fall,0,,0,,False,-33,,26.2,0.3416,29.0,Arc3,3,38.0,OffShortMidRangeMake,CHI,00:29,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/516/bd3658b0-7780-9a47-8d81-f9286ed96412_960x540.mp4,99,243
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,1,,,,,,False,1611661323,95.0,505,2024-09-19,1022400235,1627669-1628273-1629488-1630389-204330,False,CON,1629497-1631007-1631135-1641698-203838,,,,,,1611661329,4,Isabelle Harrison,204330,29,01:56,204330,Isabelle Harrison,1641698,Caitlin Bickle,0,,0,,False,-31,,25.6,0.2969,97.0,Arc3,3,116.0,OffArc3Miss,CHI,01:37,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/505/220a376f-20f1-e4a0-a8f0-ee2f1bfa5425_960x540.mp4,113,230
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,2,,,,,,False,1611661323,134.0,501,2024-09-19,1022400235,1627669-1628273-1629488-1630389-204330,False,CON,1629497-1631007-1631135-1641698-203838,,,,,,1611661329,4,Kaela Davis,1628273,27,02:34,204330,Isabelle Harrison,1631135,Olivia Nelson-Ododa,0,,0,,False,-31,,6.0,0.3248,135.0,ShortMidRange,2,154.0,OffShortMidRangeBlock,CHI,02:15,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/501/3b65e7c1-738d-c753-0c2e-fb46f9bac42e_960x540.mp4,-4,60
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,3,,,,,,False,1611661323,246.0,479,2024-09-19,1022400235,1627669-1628273-1629488-1630389-204330,False,CON,1629497-1631007-1631135-1641698-203838,,0.0,Moriah Jefferson,1627669.0,Team,1611661329,4,Dana Evans,1630389,21,04:28,1629488,Brianna Turner,1631135,Olivia Nelson-Ododa,0,,0,,False,-32,9.0,17.2,0.379,247.0,LongMidRange,2,268.0,OffFTMiss,CHI,04:07,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/479/04eb08e0-dcf9-0034-0aa4-db2bc0498e27_960x540.mp4,1,172
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,4,,,,,,False,1611661323,246.0,472,2024-09-19,1022400235,1627669-1628273-1629488-1630389-1630446,False,CON,1629497-1630112-1631007-1631135-203838,,,,,,1611661329,4,Moriah Jefferson,1627669,21,04:28,1629488,Brianna Turner,1631135,Olivia Nelson-Ododa,0,,0,,False,-32,,25.4,0.2621,257.0,Arc3,3,268.0,OffFTMiss,CHI,04:17,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/472/94c22a23-bc98-5c86-eac6-5cbdb9c2c273_960x540.mp4,60,247
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,5,,,,,,False,1611661323,356.0,451,2024-09-19,1022400235,1628263-1628273-1629488-1630389-1630446,False,CON,1629497-1630112-1631007-1631135-203838,,,,,,1611661329,4,Kaela Davis,1628273,15,06:11,0,,0,,0,,0,,False,-28,,17.7,0.3479,357.0,LongMidRange,2,371.0,OffDeadball,CHI,05:57,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/451/22b21f6e-d3b3-533f-84f6-b74a16453f8e_960x540.mp4,94,150
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,6,,,,,,False,1611661323,377.0,448,2024-09-19,1022400235,1628263-1628273-1629488-1630389-1630446,False,CON,1629497-1630112-1631007-1631135-203838,,,,,,1611661329,4,Michaela Onyenwere,1630446,13,06:29,1629488,Brianna Turner,1630112,Tyasha Harris,0,,0,,False,-28,,12.5,0.4593,378.0,ShortMidRange,2,389.0,OffShortMidRangeMiss,CHI,06:18,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/448/12442a19-77f1-9281-8157-9c9822b53a75_960x540.mp4,17,124
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,7,,,,,,False,1611661323,442.0,433,2024-09-19,1022400235,1628263-1628273-1629488-1630389-1630446,False,CON,1629497-1630096-1631007-1631135-203838,Brianna Turner,1629488.0,Lindsay Allen,1628263.0,Arc3,1611661329,4,Michaela Onyenwere,1630446,9,07:56,0,,0,,0,,0,,False,-29,12.0,6.6,0.4034,443.0,ShortMidRange,2,476.0,OffTimeout,CHI,07:23,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/433/2070650e-a360-46e8-9f45-e9d1ee0f1499_960x540.mp4,-36,55
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,8,,,,,,False,1611661323,442.0,431,2024-09-19,1022400235,1628263-1628273-1629488-1630389-1630446,False,CON,1629497-1630096-1631007-1631135-203838,,,,,,1611661329,4,Lindsay Allen,1628263,9,07:56,0,,0,,0,,0,,False,-29,,24.5,0.403,457.0,Arc3,3,476.0,OffTimeout,CHI,07:37,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/431/ac48aaf5-d65d-1f63-4c88-b397b4b7f41a_960x540.mp4,95,226
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,9,,,,,,False,1611661323,1.0,394,2024-09-19,1022400235,1628263-1629488-1630389-1630446-204330,False,CON,1629497-1630096-1631007-1631135-203838,,,,,,1611661329,3,Lindsay Allen,1628263,34,00:15,204330,Isabelle Harrison,1631135,Olivia Nelson-Ododa,0,,0,,False,-28,,24.6,0.3022,3.0,Arc3,3,15.0,OffShortMidRangeMiss,CHI,00:03,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/394/5cbeebfe-c525-8729-74a3-22b1d5a35527_960x540.mp4,157,190
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661329__dcbe0018,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661329,200,10,,,,,,False,1611661323,41.0,387,2024-09-19,1022400235,1628263-1629488-1630389-1630446-204330,False,CON,1629497-1630096-1631007-1631135-201886,,,,,,1611661329,3,Dana Evans,1630389,32,00:56,0,,1631007,Veronica Burton,0,,0,,False,-28,,24.6,0.3181,43.0,Arc3,3,56.0,OffCorner3Make,CHI,00:43,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400235/387/620a1974-3548-09bb-8172-7a3d3180d74d_960x540.mp4,-182,166
