league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,0,Sarah Ashlee Barker,1642782.0,True,,,,1611661319,25.0,535,2025-09-11,1022500286,1628242-1630996-1642210-1642782-1642790,True,LVA,1629484-1630389-1642801-204323-204329,,,,,,1611661320,4,Rae Burrell,1630996,40,00:29,0,,0,,1642782,Sarah Ashlee Barker,1630389,Dana Evans,False,-31,,3.3,0.8018,25.0,AtRim,2,29.0,OffLiveBallTurnover,LAS,00:25,,28,18
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,1,,,False,,,,1611661319,38.0,532,2025-09-11,1022500286,1628242-1630996-1642210-1642782-1642790,True,LVA,1629484-1630389-1642801-204323-204329,,,,,,1611661320,4,Julie Vanloo,1642210,38,00:47,0,,1629484,Megan Gustafson,0,,0,,False,-33,,2.3,0.6274,38.0,AtRim,2,47.0,OffArc3Make,LAS,00:38,,21,9
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,2,,,,,,False,1611661319,57.0,527,2025-09-11,1022500286,1628242-1630996-1642210-1642782-1642790,False,LVA,1629484-1630389-1642801-204323-204329,,,,,,1611661320,4,Rae Burrell,1630996,36,01:09,0,,0,,0,,0,,False,-30,,23.7,0.4026,60.0,Arc3,3,69.0,OffFTMake,LAS,01:00,,-82,222
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,3,Emma Cannon,1628242.0,True,,,,1611661319,83.0,521,2025-09-11,1022500286,1628242-1630996-1642210-1642782-1642790,True,LVA,1629484-1630389-1642801-204323-204329,,,,,,1611661320,4,Rae Burrell,1630996,34,01:29,0,,0,,1628242,Emma Cannon,1630389,Dana Evans,False,-30,,1.8,0.6563,83.0,AtRim,2,89.0,OffLiveBallTurnover,LAS,01:23,,-15,10
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,4,Julie Vanloo,1642210.0,True,,,,1611661319,113.0,515,2025-09-11,1022500286,1628242-1630996-1642210-1642782-1642790,True,LVA,1629484-1630389-1642801-204323-204329,,,,,,1611661320,4,Rae Burrell,1630996,32,02:06,0,,0,,0,,0,,False,-32,,2.1,0.654,113.0,AtRim,2,126.0,OffTimeout,LAS,01:53,,16,13
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,5,,,,,,False,1611661319,143.0,499,2025-09-11,1022500286,1628242-1630996-1642210-1642782-1642790,False,LVA,1628932-1629498-1631019-203833-204319,,,,,,1611661320,4,Julie Vanloo,1642210,30,02:33,0,,1631019,NaLyssa Smith,0,,0,,False,-29,,23.3,0.4011,146.0,Arc3,3,153.0,OffAtRimMake,LAS,02:26,,-50,228
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,6,,,,,,False,1611661319,170.0,494,2025-09-11,1022500286,1628242-1630996-1642210-1642782-1642790,False,LVA,1628932-1629498-1631019-203833-204319,,,,,,1611661320,4,Sarah Ashlee Barker,1642782,28,03:12,0,,1628932,A'ja Wilson,0,,0,,False,-27,,23.7,0.3756,173.0,Arc3,3,192.0,OffArc3Make,LAS,02:53,,-11,237
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,7,,,,Jewell Loyd,204319.0,True,1611661319,215.0,481,2025-09-11,1022500286,1628276-1628922-1630996-1642782-204324,False,LVA,1628932-1629498-1631019-203833-204319,,,,,,1611661320,4,Dearica Hamby,204324,26,03:39,1628922,Azurá Stevens,204319,Jewell Loyd,0,,0,,False,-24,,2.9,0.6465,216.0,AtRim,2,219.0,OffCorner3Miss,LAS,03:36,,26,12
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,8,Kelsey Plum,1628276.0,True,,,,1611661319,258.0,471,2025-09-11,1022500286,1628276-1628922-1630996-1642782-204324,True,LVA,1628932-1629498-1631019-203833-204319,,,,,,1611661320,4,Sarah Ashlee Barker,1642782,22,04:42,0,,204319,Jewell Loyd,0,,0,,False,-23,,2.9,0.5014,258.0,AtRim,2,282.0,OffArc3Make,LAS,04:18,,26,12
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,9,Kelsey Plum,1628276.0,True,,,,1611661319,294.0,467,2025-09-11,1022500286,1628276-1628922-1630996-1642782-204324,True,LVA,1628932-1629498-1631019-203833-204319,,,,,,1611661320,4,Dearica Hamby,204324,20,05:11,204324,Dearica Hamby,1628932,A'ja Wilson,0,,0,,False,-22,,1.7,0.6698,294.0,AtRim,2,311.0,OffAtRimMiss,LAS,04:54,,15,7
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661320', 'EntityId': '1611661320'}",shot_pace,1611661320,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661320__entity_id-1611661320__b90b1eef,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661320&EntityId=1611661320,200,10,,,,,,False,1611661319,344.0,458,2025-09-11,1022500286,1628276-1628922-1630996-1642782-204324,False,LVA,1628932-1629498-1631019-203833-204319,,,,,,1611661320,4,Kelsey Plum,1628276,16,05:55,1628922,Azurá Stevens,204319,Jewell Loyd,0,,0,,False,-22,,24.2,0.3369,348.0,Arc3,3,355.0,OffAtRimMiss,LAS,05:48,,144,194
