league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,0,,,,,,False,1611661323,12.0,502,2024-09-25,1042400122,1627701-1628909-1631086-1641648-1642286,False,CON,1629497-1630096-1631135-201886-203826,,,,,,1611661325,4,Caitlin Clark,1642286,40,00:20,0,,0,,0,,0,,False,-6,,26.9,0.2429,14.0,Arc3,3,20.0,OffDeadball,IND,00:14,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/502/729d7b6c-0844-f1ac-a9f0-71dcb2fd65ec_960x540.mp4,-172,207
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,1,,,,,,False,1611661323,32.0,493,2024-09-25,1042400122,1627701-1628909-1631086-1641648-1642286,False,CON,1629497-1630096-1631135-201886-203826,,,,,,1611661325,4,Kelsey Mitchell,1628909,36,00:38,0,,0,,0,,0,,False,-6,,4.6,0.343,34.0,ShortMidRange,2,38.0,OffTimeout,IND,00:34,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/493/c4264b87-9fd8-37e2-62bb-670741bc6d3f_960x540.mp4,-22,40
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,2,,,,,,False,1611661323,40.0,486,2024-09-25,1042400122,1627701-1628909-1631086-1641648-1642286,False,CON,1629497-1630096-1631135-201886-203826,,,,,,1611661325,4,Kelsey Mitchell,1628909,34,00:46,0,,0,,0,,0,,False,-4,,28.7,0.2104,44.0,Arc3,3,46.0,OffTimeout,IND,00:44,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/486/eb41942b-5d08-2b4f-2c9e-4aff363cf7ad_960x540.mp4,-133,254
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,3,,,,,,False,1611661323,56.0,479,2024-09-25,1042400122,1627701-1628909-1631086-1641648-1642286,False,CON,1629497-1630096-1631135-201886-203826,,,,,,1611661325,4,Kelsey Mitchell,1628909,32,01:05,1641648,Aliyah Boston,201886,DeWanna Bonner,0,,0,,False,-1,,24.3,0.382,59.0,Arc3,3,65.0,OffCorner3Miss,IND,00:59,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/479/ab4a1296-d738-ce04-a24c-b76f29967c9e_960x540.mp4,-202,135
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,4,,,,,,False,1611661323,193.0,456,2024-09-25,1042400122,1627701-1628909-1631086-1641648-1642286,False,CON,1629497-1631007-1631135-201886-203826,,,,,,1611661325,4,Caitlin Clark,1642286,24,03:33,0,,1629497,Marina Mabrey,0,,0,,False,-2,,29.6,0.2663,199.0,Arc3,3,213.0,OffArc3Make,IND,03:19,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/456/eaa1ae7c-7cba-8b5f-e4c7-b714fab8bd0a_960x540.mp4,-123,269
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,5,,,,,,False,1611661323,382.0,424,2024-09-25,1042400122,1627701-1628909-1631086-1642286-203024,False,CON,1629497-1630096-1631007-201886-203826,,,,,,1611661325,4,Damiris Dantas,203024,14,06:40,1631086,Lexie Hull,201886,DeWanna Bonner,0,,0,,False,-9,,24.7,0.3844,393.0,Arc3,3,400.0,OffArc3Miss,IND,06:33,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/424/7eb7183c-2ba5-bd1e-c1d5-d0e87cd7173f_960x540.mp4,-82,233
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,6,,,,,,False,1611661323,417.0,418,2024-09-25,1042400122,1627701-1628909-1631086-1642286-203024,False,CON,1629497-1630096-1631007-201886-203826,,,,,,1611661325,4,Temi Fagbenle,1627701,12,07:22,0,,201886,DeWanna Bonner,0,,0,,False,-9,,26.1,0.3176,418.0,Arc3,3,442.0,OffAtRimMake,IND,06:58,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/418/e23f12d9-6f6e-48cd-346d-a6b5301085cf_960x540.mp4,-205,162
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,7,,,,,,False,1611661323,556.0,390,2024-09-25,1042400122,1627701-1628909-1631086-1642286-203024,False,CON,1629497-1630096-1631007-1631135-203826,,,,,,1611661325,4,Damiris Dantas,203024,2,09:42,1627701,Temi Fagbenle,203826,Alyssa Thomas,0,,0,,False,-9,,32.9,0.0981,559.0,Arc3,3,582.0,OffShortMidRangeMiss,IND,09:19,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/390/270412bd-74fd-37aa-6df7-feae7f8f3729_960x540.mp4,163,286
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,8,,,,,,False,1611661323,0.0,378,2024-09-25,1042400122,1627701-1628909-1641648-1642286-204365,False,CON,1629497-1631007-1631135-201886-203826,,,,,,1611661325,3,Lexie Hull,1631086,37,00:21,0,,203826,Alyssa Thomas,0,,0,,False,-9,,23.9,0.1484,0.0,Corner3,3,21.0,OffAtRimMake,IND,00:00,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/378/487086ff-cde7-87a8-9cc0-a9be62b6082b_960x540.mp4,233,52
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,9,,,,,,False,1611661323,43.0,374,2024-09-25,1042400122,1627701-1628909-1641648-1642286-204365,False,CON,1629497-1631007-1631135-201886-203826,,,,,,1611661325,3,Lexie Hull,1631086,35,00:56,1641648,Aliyah Boston,1631007,Veronica Burton,0,,0,,False,-7,,25.7,0.314,46.0,Arc3,3,56.0,OffAtRimBlock,IND,00:46,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/374/71ded170-98ea-3917-8e1c-05a2ad9dc454_960x540.mp4,-162,199
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661325'}",shot_pace,1611661325,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661325__1fd55eae,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661325,200,10,,,,,,False,1611661323,63.0,369,2024-09-25,1042400122,1627701-1628909-1641648-1642286-204365,False,CON,1629497-1631007-1631135-201886-203826,,,,,,1611661325,3,Caitlin Clark,1642286,33,01:21,0,,203826,Alyssa Thomas,0,,0,,False,-7,,1.7,0.6054,65.0,AtRim,2,81.0,OffAtRimMake,IND,01:05,https://videos.nba.com/wnba/pbp/media/2024/09/25/1042400122/369/f95b8640-ad8b-7948-934a-8a596f5b32ad_960x540.mp4,17,-2
