league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,0,,,,,,False,1611661320,89.0,517,2025-09-11,1022500286,1629484-1630389-1642801-204323-204329,False,LAS,1628242-1630996-1642210-1642782-1642790,,,,,,1611661319,4,Aaliyah Nye,1642801,33,01:53,0,,1630996,Rae Burrell,0,,0,,False,30,,24.2,0.371,97.0,Arc3,3,113.0,OffAtRimMake,LVA,01:37,,-178,164
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,1,,,,,,False,1611661320,153.0,496,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,False,LAS,1628242-1630996-1642210-1642782-1642790,,,,,,1611661319,4,NaLyssa Smith,1631019,29,02:50,203833,Chelsea Gray,1642782,Sarah Ashlee Barker,0,,0,,False,27,,2.9,0.5304,158.0,AtRim,2,170.0,OffArc3Miss,LVA,02:38,,-23,18
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,2,,,,,,False,1611661320,219.0,479,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,A'ja Wilson,1628932.0,Jackie Young,1629498.0,Arc3,1611661319,4,Jewell Loyd,204319,25,03:53,0,,0,,203833,Chelsea Gray,1628276,Kelsey Plum,False,24,1.0,23.1,0.3139,223.0,Corner3,3,233.0,OffLiveBallTurnover,LVA,03:43,,-223,60
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,3,,,,,,False,1611661320,219.0,477,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,,,,,,1611661319,4,Jackie Young,1629498,25,03:53,0,,0,,203833,Chelsea Gray,1628276,Kelsey Plum,False,24,,24.0,0.3738,228.0,Arc3,3,233.0,OffLiveBallTurnover,LVA,03:48,,124,205
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,4,,,,,,False,1611661320,311.0,465,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,A'ja Wilson,1628932.0,NaLyssa Smith,1631019.0,ShortMidRange,1611661319,4,A'ja Wilson,1628932,19,05:31,0,,0,,0,,0,,True,22,1.0,2.3,0.5208,311.0,AtRim,2,331.0,OffDeadball,LVA,05:11,,18,14
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,5,,,,,,False,1611661320,311.0,463,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,,,,,,1611661319,4,NaLyssa Smith,1631019,19,05:31,0,,0,,0,,0,,False,22,,5.4,0.3468,315.0,ShortMidRange,2,331.0,OffDeadball,LVA,05:15,,-51,18
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,6,,,,,,False,1611661320,355.0,456,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,,,,,,1611661319,4,Jewell Loyd,204319,15,06:08,1628932,A'ja Wilson,1628922,Azurá Stevens,0,,0,,False,22,,2.7,0.6248,357.0,AtRim,2,368.0,OffArc3Miss,LVA,05:57,,-11,25
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,7,,,,,,False,1611661320,410.0,443,2025-09-11,1022500286,1628932-1630389-1642801-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,A'ja Wilson,1628932.0,Aaliyah Nye,1642801.0,Arc3,1611661319,4,Aaliyah Nye,1642801,11,06:59,0,,0,,203833,Chelsea Gray,1642782,Sarah Ashlee Barker,False,21,2.0,24.2,0.3325,410.0,Arc3,3,419.0,OffLiveBallTurnover,LVA,06:50,,132,203
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,8,,,,,,False,1611661320,410.0,441,2025-09-11,1022500286,1628932-1630389-1642801-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,,,,,,1611661319,4,Aaliyah Nye,1642801,11,06:59,0,,0,,203833,Chelsea Gray,1642782,Sarah Ashlee Barker,False,21,,23.8,0.3819,414.0,Arc3,3,419.0,OffLiveBallTurnover,LVA,06:54,,184,151
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,9,,,,,,False,1611661320,435.0,437,2025-09-11,1022500286,1628932-1630389-1642801-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,A'ja Wilson,1628932.0,A'ja Wilson,1628932.0,LongMidRange,1611661319,4,Jewell Loyd,204319,9,07:41,203833,Chelsea Gray,1642782,Sarah Ashlee Barker,0,,0,,False,21,4.0,23.2,0.3839,441.0,Arc3,3,461.0,OffArc3Miss,LVA,07:21,,-204,111
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Regular_Season__entity_id-1611661319__e35c16fb,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Regular+Season&EntityId=1611661319,200,10,,,,,,False,1611661320,435.0,435,2025-09-11,1022500286,1628932-1630389-1642801-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,Chelsea Gray,203833.0,Dana Evans,1630389.0,LongMidRange,1611661319,4,A'ja Wilson,1628932,9,07:41,203833,Chelsea Gray,1642782,Sarah Ashlee Barker,0,,0,,False,21,2.0,14.9,0.3628,445.0,LongMidRange,2,461.0,OffArc3Miss,LVA,07:25,,-99,111
