league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,0,,,,,,False,1611661313,14.0,582,2024-10-20,1042400305,1627675-1629483-1629501-1629524-203825,False,NYL,1627668-1627673-1630142-1631055-203866,,,,,,1611661324,5,Bridget Carleton,1629524,18,00:18,0,,0,,0,,0,,False,-3,,24.2,0.1682,16.0,Arc3,3,18.0,OffTimeout,MIN,00:16,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/582/1581fd27-c8b1-b79e-b60a-4b6a4c83dcdf_960x540.mp4,197,140
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,1,,,,,,False,1611661313,170.0,541,2024-10-20,1042400305,1627675-1629483-1629501-1629524-203825,False,NYL,1627668-1627673-1629477-1630142-1631055,,,,,,1611661324,5,Kayla McBride,203825,8,03:14,0,,0,,0,,0,,False,-5,,25.9,0.2453,171.0,Arc3,3,194.0,OffTimeout,MIN,02:51,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/541/caa00c91-d535-b6f6-a50e-31b2df419aeb_960x540.mp4,-181,185
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,2,,,,,,False,1611661313,198.0,535,2024-10-20,1042400305,1627675-1629483-1629501-1629524-203825,False,NYL,1627668-1627673-1629477-1630142-1631055,,,,,,1611661324,5,Courtney Williams,1627675,6,03:38,0,,0,,0,,0,,False,-3,,18.3,0.4024,206.0,LongMidRange,2,218.0,OffDeadball,MIN,03:26,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/535/aa031dc4-df1e-13cf-5dd8-e9f80052d9de_960x540.mp4,12,183
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,3,,,,,,False,1611661313,227.0,532,2024-10-20,1042400305,1627675-1629483-1629501-1629524-203825,False,NYL,1627668-1627673-1629477-1630142-1631055,,,,,,1611661324,5,Courtney Williams,1627675,4,03:56,1629501,Alanna Smith,1630142,Leonie Fiebich,0,,0,,False,-3,,3.9,0.5119,229.0,AtRim,2,236.0,OffArc3Miss,MIN,03:49,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/532/dd38ee9a-6e89-45dc-9be5-9b5811cb1d18_960x540.mp4,30,25
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,4,,,,,,False,1611661313,261.0,528,2024-10-20,1042400305,1627675-1629483-1629501-1629524-203825,False,NYL,1627668-1627673-1629477-1630142-1631055,,,,,,1611661324,5,Courtney Williams,1627675,2,04:52,0,,1630142,Leonie Fiebich,0,,0,,False,-3,,19.4,0.2731,265.0,LongMidRange,2,292.0,OffCorner3Make,MIN,04:25,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/528/4a4182cf-0e4c-2321-e5d6-9201cc9bfed9_960x540.mp4,-4,194
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,5,,,,,,False,1611661313,3.0,514,2024-10-20,1042400305,1627675-1629483-1629501-1629524-203825,False,NYL,1627668-1627673-1630142-1631055-203866,,,,,,1611661324,4,Kayla McBride,203825,35,00:05,0,,0,,0,,0,,False,0,,25.4,0.227,3.0,Arc3,3,5.0,OffTimeout,MIN,00:03,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/514/c78b1f3e-fcea-77d3-df85-38400a58b383_960x540.mp4,-59,247
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,6,,,,,,False,1611661313,6.0,497,2024-10-20,1042400305,1627675-1629483-1629501-1629524-203825,False,NYL,1627668-1627673-1629477-1630142-203866,,,,,,1611661324,4,Napheesa Collier,1629483,33,00:27,1629524,Bridget Carleton,1629477,Sabrina Ionescu,0,,0,,False,2,,3.9,0.4467,6.0,AtRim,2,27.0,OffCorner3Miss,MIN,00:06,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/497/a8c22057-29a7-58d4-3644-9f51757ac364_960x540.mp4,23,31
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,7,,,,,,False,1611661313,254.0,446,2024-10-20,1042400305,1629483-1629501-1629524-1629567-203825,False,NYL,1627668-1627673-1629477-1630142-203866,,,,,,1611661324,4,Natisha Hiedeman,1629567,21,04:31,0,,1630142,Leonie Fiebich,0,,0,,False,-1,,24.0,0.3527,256.0,Corner3,3,271.0,OffAtRimMake,MIN,04:16,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/446/904676b3-26ba-8a0b-1714-b3dd8e86168a_960x540.mp4,228,74
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,8,,,,,,False,1611661313,397.0,413,2024-10-20,1042400305,1629483-1629524-1629567-1641657-203825,False,NYL,1627668-1627673-1630142-1631055-203866,,,,,,1611661324,4,Bridget Carleton,1629524,13,06:56,0,,1627673,Jonquel Jones,0,,0,,False,-3,,24.2,0.3482,398.0,Arc3,3,416.0,OffShortMidRangeMake,MIN,06:38,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/413/d9f99d35-09ad-13f2-40f1-dc26ca14af97_960x540.mp4,-191,148
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,9,,,,,,False,1611661313,430.0,409,2024-10-20,1042400305,1629483-1629524-1629567-1641657-203825,False,NYL,1627668-1627673-1630142-1631055-203866,,,,,,1611661324,4,Kayla McBride,203825,11,07:26,0,,0,,0,,0,,False,-1,,6.4,0.3013,432.0,ShortMidRange,2,446.0,OffTimeout,MIN,07:12,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/409/8d053d7a-cab0-33fd-0c5b-adbc229c8836_960x540.mp4,-48,43
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661324'}",shot_pace,1611661324,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661324__f23baab2,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661324,200,10,,,,,,False,1611661313,475.0,394,2024-10-20,1042400305,1627675-1629483-1629501-1629524-203825,False,NYL,1627668-1627673-1629477-1631055-203866,,,,,,1611661324,4,Courtney Williams,1627675,7,08:05,1627675,Courtney Williams,203866,Kayla Thornton,0,,0,,False,-1,,12.8,0.3957,475.0,ShortMidRange,2,485.0,OffCorner3Miss,MIN,07:55,https://videos.nba.com/wnba/pbp/media/2024/10/20/1042400305/394/0de1cb0d-4e68-4fdd-0aba-ab846d381527_960x540.mp4,44,120
