league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,0,,,,,,False,1611661313,101.0,515,2024-09-19,1022400236,1628269-1630471-1641650-1641656-1642534,False,NYL,1629568-1631055-1642301-1642320-203866,,,,,,1611661330,4,Laeticia Amihere,1641656,28,02:15,0,,0,,0,,0,,False,8,,4.2,0.3846,102.0,ShortMidRange,2,135.0,OffTimeout,ATL,01:42,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/515/42d2133b-3ea6-1305-8f61-d140cc7285b0_960x540.mp4,42,6
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,1,,,,,,False,1611661313,175.0,490,2024-09-19,1022400236,1630471-1631032-1641650-1641656-1642534,False,NYL,1627673-1631055-1642301-1642320-203866,,,,,,1611661330,4,Lorela Cubaj,1631032,24,03:19,0,,0,,1641650,Haley Jones,1642301,Marquesha Davis,False,12,,12.9,0.3289,176.0,ShortMidRange,2,199.0,OffLiveBallTurnover,ATL,02:56,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/490/3bda5c11-28ee-1d61-9a39-3832e96ce3bd_960x540.mp4,129,10
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,2,,,,,,False,1611661313,206.0,486,2024-09-19,1022400236,1630471-1631032-1641650-1641656-1642534,False,NYL,1627673-1631055-1642301-1642320-203866,,,,,,1611661330,4,Ezinne Kalu,1642534,22,03:51,0,,0,,0,,0,,False,12,,26.2,0.2676,207.0,Arc3,3,231.0,OffFTMake,ATL,03:27,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/486/7308a690-e137-46b4-01c0-7e336a22c38f_960x540.mp4,156,211
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,3,,,,,,False,1611661313,459.0,435,2024-09-19,1022400236,1630471-1631032-1641650-1641656-1642534,False,NYL,1627673-1631055-1642301-1642320-204335,,,,,,1611661330,4,Lorela Cubaj,1631032,8,07:57,0,,1642320,Jaylyn Sherrod,0,,0,,False,15,,9.5,0.3523,460.0,ShortMidRange,2,477.0,OffAtRimMake,ATL,07:40,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/435/d89eaa1f-db98-91aa-3bbe-d62a35de0083_960x540.mp4,37,87
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,4,,,,,,False,1611661313,18.0,397,2024-09-19,1022400236,1628269-1630471-1631032-1641650-1642534,False,NYL,1629568-1631055-1642301-202664-203866,,,,,,1611661330,3,Maya Caldwell,1630471,37,00:32,0,,1631055,Nyara Sabally,0,,0,,False,18,,26.0,0.3122,21.0,Arc3,3,32.0,OffShortMidRangeMake,ATL,00:21,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/397/9a72ec74-65e6-2d7a-5b37-07f07c2ba5dc_960x540.mp4,188,179
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,5,,,,,,False,1611661313,40.0,393,2024-09-19,1022400236,1628269-1630471-1631032-1641650-1642534,False,NYL,1629568-1631055-1642301-202664-203866,,,,,,1611661330,3,Ezinne Kalu,1642534,35,00:48,0,,0,,1642534,Ezinne Kalu,1642301,Marquesha Davis,False,20,,9.0,0.3989,42.0,ShortMidRange,2,48.0,OffLiveBallTurnover,ATL,00:42,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/393/d7ba393d-74dc-e41c-6642-a3cd71b10bb2_960x540.mp4,-72,54
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,6,,,,,,False,1611661313,227.0,345,2024-09-19,1022400236,1628886-1630471-1631009-1631032-1631044,False,NYL,1627673-1629477-1631055-203866-204335,,,,,,1611661330,3,Jordin Canada,1628886,23,03:56,1631032,Lorela Cubaj,1627673,Jonquel Jones,0,,0,,False,17,,3.8,0.5625,228.0,AtRim,2,236.0,OffShortMidRangeMiss,ATL,03:48,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/345/9cb3fdb1-70b7-c4ab-ee9e-ef37d8e2a101_960x540.mp4,-38,-5
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,7,,,,,,False,1611661313,320.0,319,2024-09-19,1022400236,1628277-1628886-1631009-1631044-202250,False,NYL,1627673-1629477-1631055-202664-204335,,,,,,1611661330,3,Tina Charles,202250,17,05:46,0,,1631055,Nyara Sabally,0,,0,,False,18,,5.6,0.3546,321.0,ShortMidRange,2,346.0,OffLongMidRangeMake,ATL,05:21,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/319/24cdb1d9-cdff-8b0e-c501-05e297760ea6_960x540.mp4,-27,49
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,8,,,,,,False,1611661313,417.0,305,2024-09-19,1022400236,1628277-1628886-1631009-1631044-202250,False,NYL,1627673-1629477-1631055-202664-204335,,0.0,Naz Hillmon,1631044.0,TeamBlocked,1611661330,3,Rhyne Howard,1631009,11,07:18,0,,0,,0,,0,,False,15,6.0,7.2,0.4009,418.0,ShortMidRange,2,438.0,OffDeadball,ATL,06:58,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/305/75c91e27-0280-4fb5-7b13-4851b49e62e4_960x540.mp4,39,60
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,9,,,,,,False,1611661313,450.0,289,2024-09-19,1022400236,1628277-1628886-1631009-1631044-202250,False,NYL,1627673-1629477-1629568-202664-204335,,,,,,1611661330,3,Naz Hillmon,1631044,9,07:51,1628277,Allisha Gray,204335,Betnijah Laney-Hamilton,0,,0,,False,12,,4.3,0.5702,467.0,ShortMidRange,2,471.0,OffLongMidRangeMiss,ATL,07:47,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/289/20b988dd-ee59-ba6f-aae8-bf21b4b599b3_960x540.mp4,40,16
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661330__6ac66c6d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661330,200,10,,,,,,False,1611661313,538.0,271,2024-09-19,1022400236,1628277-1628886-1631009-1631044-202250,False,NYL,1627673-1629477-1629568-202664-204335,,,,,,1611661330,3,Jordin Canada,1628886,3,09:14,0,,1627673,Jonquel Jones,0,,0,,False,13,,15.4,0.4173,539.0,LongMidRange,2,554.0,OffAtRimMake,ATL,08:59,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400236/271/12d1f5ff-57e7-0055-2d3d-db523fd056d3_960x540.mp4,-38,149
