league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,0,,,,,,False,1611661325,0.0,589,2025-09-18,1042500123,1628277-1628280-1628886-1631009-1631044,False,IND,1628909-1629488-1631086-1641648-203824,,,,,,1611661330,4,Brionna Jones,1628280,34,00:01,0,,0,,0,,0,,False,-2,,24.2,0.1303,0.0,Arc3,3,1.0,OffTimeout,ATL,00:00,,85,227
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,1,,,,,,False,1611661325,25.0,575,2025-09-18,1042500123,1628277-1628280-1628886-1631009-1631044,False,IND,1628909-1629488-1631086-1641648-203824,,,,,,1611661330,4,Rhyne Howard,1631009,30,00:43,0,,1631086,Lexie Hull,0,,0,,False,1,,23.8,0.2888,28.0,Arc3,3,43.0,OffAtRimMake,ATL,00:28,,106,213
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,2,,,,,,False,1611661325,97.0,564,2025-09-18,1042500123,1628277-1628280-1628886-1631009-1631044,False,IND,1628909-1629488-1631086-1641648-203035,,,,,,1611661330,4,Allisha Gray,1628277,26,02:05,0,,1628909,Kelsey Mitchell,0,,0,,False,3,,20.5,0.2423,98.0,LongMidRange,2,125.0,OffAtRimMake,ATL,01:38,,-117,168
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,3,,,,,,False,1611661325,183.0,555,2025-09-18,1042500123,1628277-1628280-1628886-1631009-1631044,False,IND,1628909-1629488-1631086-1641648-203035,,,,,,1611661330,4,Naz Hillmon,1631044,22,03:21,0,,1629488,Brianna Turner,0,,0,,False,0,,24.2,0.3469,189.0,Arc3,3,201.0,OffAtRimMake,ATL,03:09,,135,201
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,4,,,,,,False,1611661325,232.0,545,2025-09-18,1042500123,1628277-1628280-1628886-1631009-1631044,False,IND,1627672-1628909-1629488-1631086-1641648,,,,,,1611661330,4,Rhyne Howard,1631009,20,04:15,0,,0,,0,,0,,False,2,,26.4,0.3279,237.0,Arc3,3,255.0,OffDeadball,ATL,03:57,,-120,235
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,5,,,,,,False,1611661325,266.0,538,2025-09-18,1042500123,1628277-1628280-1628886-1631009-1631044,False,IND,1627672-1628909-1629488-1631086-1641648,,,,,,1611661330,4,Rhyne Howard,1631009,18,04:55,0,,0,,1628280,Brionna Jones,203035,Shey Peddy,False,2,,10.4,0.3198,272.0,ShortMidRange,2,295.0,OffLiveBallTurnover,ATL,04:32,,104,7
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,6,,,,,,False,1611661325,302.0,529,2025-09-18,1042500123,1628277-1628280-1628886-1631009-1631044,False,IND,1627672-1628909-1629488-1641648-203035,,,,,,1611661330,4,Jordin Canada,1628886,16,05:25,0,,0,,0,,0,,False,2,,2.5,0.5165,304.0,AtRim,2,325.0,OffDeadball,ATL,05:04,,-15,20
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,7,,,,,,False,1611661325,338.0,523,2025-09-18,1042500123,1628277-1628280-1628886-1631009-1631044,False,IND,1627672-1628909-1629488-1641648-203035,,,,,,1611661330,4,Rhyne Howard,1631009,14,06:06,0,,203035,Shey Peddy,0,,0,,False,2,,24.6,0.2944,343.0,Arc3,3,366.0,OffArc3Make,ATL,05:43,,13,246
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,8,,,,,,False,1611661325,441.0,502,2025-09-18,1042500123,1628277-1628280-1628886-1631009-1631044,False,IND,1627672-1631086-1641648-203824-203827,,,,,,1611661330,4,Naz Hillmon,1631044,10,07:34,0,,0,,1631009,Rhyne Howard,1631086,Lexie Hull,False,5,,1.5,0.6451,445.0,AtRim,2,454.0,OffLiveBallTurnover,ATL,07:25,,-6,14
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,9,,,,,,False,1611661325,553.0,476,2025-09-18,1042500123,1628277-1628280-1628886-1631009-1631044,False,IND,1627672-1628909-1641648-203824-203827,,,,,,1611661330,4,Allisha Gray,1628277,2,09:35,0,,203824,Odyssey Sims,0,,0,,False,2,,23.8,0.3498,557.0,Arc3,3,575.0,OffShortMidRangeMake,ATL,09:17,,144,189
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2025', 'SeasonType': 'Playoffs', 'EntityId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2025__season_type-Playoffs__entity_id-1611661330__a417da66,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2025&SeasonType=Playoffs&EntityId=1611661330,200,10,,,,,,False,1611661325,50.0,433,2025-09-18,1042500123,1628280-1630471-1631009-1631044-1642804,False,IND,1627672-1628909-1629488-1631086-1641648,,,,,,1611661330,3,Te-Hina Paopao,1642804,35,01:13,0,,1627672,Aerial Powers,0,,0,,False,3,,24.8,0.2959,52.0,Arc3,3,73.0,OffLongMidRangeMake,ATL,00:52,,-89,231
