league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,0,,,,,,False,1611661319,57.0,536,2024-09-19,1022400239,1629480-1641652-1641661-1642240-1642244,False,LVA,1629484-1631006-1631031-1642324-202641,,,,,,1611661321,4,Lou Lopez Sénéchal,1641661,33,01:12,0,,0,,0,,0,,False,-14,,7.2,0.3867,60.0,ShortMidRange,2,72.0,OffDeadball,DAL,01:00,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/536/a0fc6a79-aaa0-672d-8232-857ab8b52c73_960x540.mp4,46,55
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,1,,,,,,False,1611661319,74.0,533,2024-09-19,1022400239,1629480-1641652-1641661-1642240-1642244,False,LVA,1629484-1631006-1631031-1642324-202641,,,,,,1611661321,4,Lou Lopez Sénéchal,1641661,31,01:28,0,,0,,1629480,Kalani Brown,1629484,Megan Gustafson,False,-14,,24.5,0.3867,79.0,Arc3,3,88.0,OffLiveBallTurnover,DAL,01:19,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/533/5f4de3b4-eebf-a68a-0d8c-d291733bb28e_960x540.mp4,176,171
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,2,,,,,,False,1611661319,106.0,525,2024-09-19,1022400239,1629480-1641652-1641661-1642240-1642244,False,LVA,1629484-1631006-1631031-1642324-202641,,,,,,1611661321,4,Sevgi Uzun,1642244,29,02:05,0,,0,,0,,0,,False,-14,,27.6,0.2945,107.0,Arc3,3,125.0,OffTimeout,DAL,01:47,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/525/e3ff6370-f7bf-fb57-1f03-43b3731ac41b_960x540.mp4,-121,248
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,3,,,,,,False,1611661319,142.0,518,2024-09-19,1022400239,1629480-1641652-1641661-1642240-1642244,False,LVA,1629484-1631006-1631031-1642324-202641,,,,,,1611661321,4,Sevgi Uzun,1642244,27,02:54,0,,1631031,Queen Egbo,0,,0,,False,-11,,24.9,0.2847,148.0,Arc3,3,174.0,OffAtRimMake,DAL,02:28,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/518/7e2027bd-cfce-39f1-616d-fb294526b1bc_960x540.mp4,221,114
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,4,,,,,,False,1611661319,243.0,501,2024-09-19,1022400239,1629480-1641652-1641661-1642240-1642292,False,LVA,1629484-1631006-1631031-1642324-202641,,,,,,1611661321,4,Jacy Sheldon,1642292,23,04:19,0,,1631031,Queen Egbo,0,,0,,False,-12,,5.4,0.3981,246.0,ShortMidRange,2,259.0,OffShortMidRangeMake,DAL,04:06,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/501/628e04a6-c195-b122-0bec-c8ad65e71ae3_960x540.mp4,42,34
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,5,,,,,,False,1611661319,391.0,461,2024-09-19,1022400239,1629480-1630149-1641652-1642292-203827,False,LVA,1631031-1642324-202252-203026-204329,,,,,,1611661321,4,Jacy Sheldon,1642292,13,06:47,203827,Natasha Howard,202252,Alysha Clark,0,,0,,False,-16,,24.6,0.3427,393.0,Arc3,3,407.0,OffArc3Miss,DAL,06:33,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/461/3141df0d-6e7e-c4e7-a6c9-9772a53958af_960x540.mp4,159,188
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,6,,,,,,False,1611661319,495.0,445,2024-09-19,1022400239,1629480-1630149-1641652-1642292-203827,False,LVA,1631006-1631031-1642324-202252-203026,,,,,,1611661321,4,Satou Sabally,1630149,7,08:36,1629480,Kalani Brown,1631006,Kierstan Bell,0,,0,,False,-22,,5.8,0.3202,496.0,ShortMidRange,2,516.0,OffArc3Miss,DAL,08:16,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/445/ef8cd876-8007-2847-5bcd-b0b43f07c0d7_960x540.mp4,39,43
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,7,,,,,,False,1611661319,531.0,441,2024-09-19,1022400239,1629480-1630149-1641652-1642292-203827,False,LVA,1631006-1631031-1642324-202252-203026,,,,,,1611661321,4,Natasha Howard,203827,5,09:02,1630149,Satou Sabally,1631031,Queen Egbo,0,,0,,False,-22,,25.7,0.3596,536.0,Arc3,3,542.0,OffLongMidRangeMiss,DAL,08:56,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/441/d311eb69-545e-d0f1-e4ee-ab8e9684bf19_960x540.mp4,194,168
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,8,,,,,,False,1611661319,556.0,437,2024-09-19,1022400239,1629480-1630149-1641652-1642292-203827,False,LVA,1631006-1631031-1642324-202252-203026,,,,,,1611661321,4,Jacy Sheldon,1642292,3,09:31,0,,203026,Tiffany Hayes,0,,0,,False,-22,,25.4,0.3114,559.0,Arc3,3,571.0,OffAtRimMake,DAL,09:19,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/437/9860c0ce-033a-8839-c2c2-626475b2833a_960x540.mp4,-111,228
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,9,,,,,,False,1611661319,582.0,434,2024-09-19,1022400239,1629480-1630149-1641652-1642292-203827,False,LVA,1631006-1631031-1642324-202252-203026,,,,,,1611661321,4,Maddy Siegrist,1641652,1,10:00,0,,0,,0,,0,,False,-20,,7.9,0.3583,585.0,ShortMidRange,2,600.0,OffDeadball,DAL,09:45,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/434/ff19a130-4cb7-ae55-3b5c-533474094c7c_960x540.mp4,63,47
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661321__d6cc4b9a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661321,200,10,,,,,,False,1611661319,23.0,418,2024-09-19,1022400239,1630149-1641661-1642240-1642244-203827,False,LVA,1629484-1631006-1642324-203026-204329,,,,,,1611661321,3,Jaelyn Brown,1642240,42,00:35,0,,1631006,Kierstan Bell,0,,0,,False,-18,,18.7,0.4099,27.0,LongMidRange,2,35.0,OffAtRimMake,DAL,00:27,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/418/eadc0cae-e910-94fc-7b40-bda75700543e_960x540.mp4,61,177
