league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,0,,,False,,,,1611661329,39.0,487,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,True,CHI,1627671-1628915-1630446-1642289-1642818,,,,,,1611661313,4,Marine Johannès,1629546,33,00:55,1631055,Nyara Sabally,1627671,Rachel Banham,0,,0,,False,7,,25.0,0.3091,39.0,Arc3,3,55.0,OffArc3Miss,NYL,00:39,,142,206
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,1,,,,,,False,1611661329,72.0,481,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,False,CHI,1627671-1628915-1630446-1642289-1642818,,,,,,1611661313,4,Marine Johannès,1629546,31,01:43,0,,1642818,Maddy Westbeld,0,,0,,False,7,,24.7,0.3364,88.0,Arc3,3,103.0,OffArc3Make,NYL,01:28,,-162,187
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,2,,,,,,False,1611661329,109.0,475,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,False,CHI,1627671-1628915-1630446-1642289-1642818,,,,,,1611661313,4,Stephanie Talbot,203855,29,02:08,0,,1642289,Kamilla Cardoso,0,,0,,False,10,,1.0,0.6909,111.0,AtRim,2,128.0,OffAtRimMake,NYL,01:51,,4,9
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,3,Marine Johannès,1629546.0,True,,,,1611661329,148.0,471,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,True,CHI,1627671-1628915-1630446-1642289-1642818,,,,,,1611661313,4,Rebekah Gardner,203822,27,02:44,0,,1627671,Rachel Banham,0,,0,,False,9,,24.7,0.335,148.0,Arc3,3,164.0,OffShortMidRangeMake,NYL,02:28,,18,246
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,4,,,,,,False,1611661329,171.0,468,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,False,CHI,1627671-1628915-1630446-1642289-1642818,,,,,,1611661313,4,Isabelle Harrison,204330,25,03:16,0,,0,,0,,0,,False,11,,10.9,0.2883,173.0,ShortMidRange,2,196.0,OffTimeout,NYL,02:53,,-90,61
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,5,,,,,,False,1611661329,212.0,463,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,False,CHI,1627671-1628915-1630446-1642289-1642818,,,,,,1611661313,4,Isabelle Harrison,204330,23,03:48,204330,Isabelle Harrison,1627671,Rachel Banham,0,,0,,False,13,,15.8,0.4128,217.0,LongMidRange,2,228.0,OffCorner3Miss,NYL,03:37,,-144,66
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,6,,,,,,False,1611661329,253.0,457,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,False,CHI,1627671-1628915-1630446-1642289-1642818,,,,,,1611661313,4,Isabelle Harrison,204330,21,04:33,0,,1642818,Maddy Westbeld,0,,0,,False,13,,4.3,0.4584,255.0,ShortMidRange,2,273.0,OffArc3Make,NYL,04:15,,-39,18
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,7,,,,,,False,1611661329,340.0,450,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,False,CHI,1627671-1628915-1630446-1642289-1642818,Isabelle Harrison,204330.0,Stephanie Talbot,203855.0,Corner3,1611661313,4,Marine Johannès,1629546,17,06:02,0,,1630446,Michaela Onyenwere,0,,0,,False,18,6.0,24.8,0.3877,343.0,Arc3,3,362.0,OffAtRimMake,NYL,05:43,,166,184
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,8,,,,,,False,1611661329,340.0,448,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,False,CHI,1627671-1628915-1630446-1642289-1642818,,,,,,1611661313,4,Stephanie Talbot,203855,17,06:02,0,,1630446,Michaela Onyenwere,0,,0,,False,18,,23.9,0.3737,352.0,Corner3,3,362.0,OffAtRimMake,NYL,05:52,,237,29
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,9,,,,,,False,1611661329,369.0,444,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,False,CHI,1627671-1628915-1630446-1642289-1642818,,,,,,1611661313,4,Isabelle Harrison,204330,15,06:30,0,,1630446,Michaela Onyenwere,0,,0,,False,20,,1.6,0.6337,371.0,AtRim,2,390.0,OffAtRimMake,NYL,06:11,,6,15
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661313', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661313__entity_id-1611661313__09072011,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661313&EntityId=1611661313,200,10,,,False,,,,1611661329,421.0,437,2025-09-11,1022500283,1629546-1631055-203822-203855-204330,True,CHI,1627671-1628915-1630446-1642289-1642818,,,,,,1611661313,4,Rebekah Gardner,203822,13,07:05,0,,0,,203822,Rebekah Gardner,1630446,Michaela Onyenwere,False,20,,2.0,0.7295,421.0,AtRim,2,425.0,OffLiveBallTurnover,NYL,07:01,,12,16
