league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,request_id,request_table,request_url,request_status,request_row_index,game_id,date,home_team_id,away_team_id,home_points,away_points,home_possessions,away_possessions,home_team_abbreviation,away_team_abbreviation
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,0,1042500101,2025-09-14,1611661324,1611661331,101,72,80,80,MIN,GSV
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,1,1042500121,2025-09-14,1611661330,1611661325,80,68,79,78,ATL,IND
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,2,1042500131,2025-09-14,1611661317,1611661313,69,76,84,83,PHX,NYL
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,3,1042500111,2025-09-14,1611661319,1611661328,102,77,79,79,LVA,SEA
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,4,1042500122,2025-09-16,1611661325,1611661330,77,60,80,79,IND,ATL
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,5,1042500112,2025-09-16,1611661328,1611661319,86,83,75,76,SEA,LVA
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,6,1042500132,2025-09-17,1611661313,1611661317,60,86,76,77,NYL,PHX
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,7,1042500102,2025-09-17,1611661331,1611661324,74,75,72,72,GSV,MIN
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,8,1042500123,2025-09-18,1611661330,1611661325,85,87,78,80,ATL,IND
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,9,1042500113,2025-09-18,1611661319,1611661328,74,73,76,78,LVA,SEA
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,10,1042500133,2025-09-19,1611661317,1611661313,79,73,83,84,PHX,NYL
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,11,1042500211,2025-09-21,1611661319,1611661325,73,89,79,79,LVA,IND
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,12,1042500201,2025-09-21,1611661324,1611661317,82,69,79,79,MIN,PHX
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,13,1042500202,2025-09-23,1611661324,1611661317,83,89,88,90,MIN,PHX
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,14,1042500212,2025-09-23,1611661319,1611661325,90,68,77,78,LVA,IND
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,15,1042500203,2025-09-26,1611661317,1611661324,84,76,74,74,PHX,MIN
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,16,1042500213,2025-09-26,1611661325,1611661319,72,84,75,76,IND,LVA
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,17,1042500204,2025-09-28,1611661317,1611661324,86,81,82,83,PHX,MIN
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2025,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2025__85acdd28,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2025,200,18,1042500214,2025-09-28,1611661325,1611661319,90,83,81,82,IND,LVA
