league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,request_id,request_table,request_url,request_status,request_row_index,player_id,player_name
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2025', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2025__team_id-1611661321__123e1f7e,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2025&TeamId=1611661321,200,0,1628899,Myisha Hines-Allen
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2025', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2025__team_id-1611661321__123e1f7e,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2025&TeamId=1611661321,200,1,1629479,Teaira McCowan
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2025', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2025__team_id-1611661321__123e1f7e,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2025&TeamId=1611661321,200,2,1629481,Arike Ogunbowale
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2025', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2025__team_id-1611661321__123e1f7e,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2025&TeamId=1611661321,200,3,1629539,Amy Okonkwo
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2025', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2025__team_id-1611661321__123e1f7e,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2025&TeamId=1611661321,200,4,1629574,Li Yueru
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2025', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2025__team_id-1611661321__123e1f7e,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2025&TeamId=1611661321,200,5,1630096,DiJonai Carrington
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2025', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2025__team_id-1611661321__123e1f7e,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2025&TeamId=1611661321,200,6,1630097,Kaila Charles
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2025', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2025__team_id-1611661321__123e1f7e,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2025&TeamId=1611661321,200,7,1630112,Tyasha Harris
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2025', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2025__team_id-1611661321__123e1f7e,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2025&TeamId=1611661321,200,8,1630143,Luisa Geiselsöder
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2025', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2025__team_id-1611661321__123e1f7e,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2025&TeamId=1611661321,200,9,1631019,NaLyssa Smith
