league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,request_id,request_table,request_url,request_status,request_row_index,player_id,player_name
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,0,201886,DeWanna Bonner
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,1,203826,Alyssa Thomas
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,2,1627674,Kahleah Copper
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,3,1628244,Sami Whitcomb
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,4,1628957,Kathryn Westbeld
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,5,1629480,Kalani Brown
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,6,1629490,Kitija Laksa
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,7,1630149,Satou Sabally
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,8,1630442,Natasha Mack
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,9,1630461,Kiana Williams
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,10,1631118,Lexi Held
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2025,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2025', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2025__team_id-1611661317__64277cb0,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2025&TeamId=1611661317,200,11,1642777,Monique Akoa Makani
