league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,request_id,request_table,request_url,request_status,request_row_index,player_id,player_name
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2023', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2023__team_id-1611661321__ef6809db,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2023&TeamId=1611661321,200,0,203824,Odyssey Sims
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2023', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2023__team_id-1611661321__ef6809db,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2023&TeamId=1611661321,200,1,203827,Natasha Howard
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2023', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2023__team_id-1611661321__ef6809db,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2023&TeamId=1611661321,200,2,1629479,Teaira McCowan
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2023', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2023__team_id-1611661321__ef6809db,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2023&TeamId=1611661321,200,3,1629480,Kalani Brown
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2023', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2023__team_id-1611661321__ef6809db,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2023&TeamId=1611661321,200,4,1629481,Arike Ogunbowale
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2023', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2023__team_id-1611661321__ef6809db,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2023&TeamId=1611661321,200,5,1630101,Crystal Dangerfield
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2023', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2023__team_id-1611661321__ef6809db,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2023&TeamId=1611661321,200,6,1630149,Satou Sabally
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2023', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2023__team_id-1611661321__ef6809db,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2023&TeamId=1611661321,200,7,1630386,Awak Kuier
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2023', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2023__team_id-1611661321__ef6809db,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2023&TeamId=1611661321,200,8,1631007,Veronica Burton
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Playoffs,team,"{'SeasonType': 'Playoffs', 'Season': '2023', 'TeamId': '1611661321'}",discovery,1611661321,get-team-players-for-season__team_player_catalog__season_type-Playoffs__season-2023__team_id-1611661321__ef6809db,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Playoffs&Season=2023&TeamId=1611661321,200,9,1641652,Maddy Siegrist
