league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,clutch_window,request_id,request_table,request_url,request_status,request_row_index,afg2m,afg3m,dead_ball_tos,efg,fg2a,fg2m,fg2m_assist_pct,fg2pct,fg3a,fg3m,fg3m_assist_pct,fg3pct,ftm,live_ball_tos,off_poss,oreb_opps,oreb_pct,orebs,ortg,points,putbacks,take_fouls_drawn,team_id,team_name,three_pt_and1s,three_pt_sfd,to_pct,two_pt_and1s,two_pt_sfd,ufg2m,ufg3m,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,0,3,2,1,0.518518518518518,20,11,0.272727272727273,0.55,7,2,1.0,0.285714285714286,7,4,33,14,0.142857142857143,2,1.06060606060606,35,0,0,1611661328,SEA,0,0,0.151515151515152,1,3,8,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,1,8,2,7,0.602941176470588,23,16,0.5,0.695652173913043,11,3,0.666666666666667,0.272727272727273,10,8,49,13,0.230769230769231,3,1.04081632653061,51,0,0,1611661317,PHO,0,0,0.306122448979592,0,4,8,1,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,2,9,3,6,0.528571428571429,20,14,0.642857142857143,0.7,15,3,1.0,0.2,12,4,45,18,0.333333333333333,6,1.08888888888889,49,2,0,1611661313,NYL,0,1,0.222222222222222,1,4,5,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,3,5,2,4,0.349206349206349,55,19,0.263157894736842,0.345454545454545,8,2,1.0,0.25,8,7,53,41,0.560975609756098,23,0.981132075471698,52,5,0,1611661329,CHI,0,0,0.207547169811321,4,9,14,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,4,13,4,6,0.4296875,48,20,0.65,0.416666666666667,16,5,0.8,0.3125,11,6,67,38,0.263157894736842,10,0.985074626865672,66,1,0,1611661323,CON,0,0,0.17910447761194,7,10,7,1,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,5,13,6,4,0.571428571428571,45,23,0.565217391304348,0.511111111111111,11,6,1.0,0.545454545454545,15,11,72,27,0.37037037037037,10,1.09722222222222,79,3,0,1611661321,DAL,0,0,0.208333333333333,0,8,10,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,6,12,6,14,0.593220338983051,39,23,0.521739130434783,0.58974358974359,20,8,0.75,0.4,19,3,77,27,0.37037037037037,10,1.15584415584416,89,0,0,1611661330,ATL,0,0,0.220779220779221,2,11,11,2,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,7,4,3,1,0.5,16,7,0.571428571428571,0.4375,10,4,0.75,0.4,20,4,36,15,0.266666666666667,4,1.27777777777778,46,0,0,1611661319,LVA,0,0,0.138888888888889,0,7,3,1,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,8,10,5,4,0.520408163265306,31,18,0.555555555555556,0.580645161290323,18,5,1.0,0.277777777777778,16,10,65,26,0.269230769230769,7,1.03076923076923,67,0,0,1611661320,LAS,0,0,0.215384615384615,3,10,8,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,9,16,6,5,0.739130434782609,29,22,0.727272727272727,0.758620689655172,17,8,0.75,0.470588235294118,9,7,57,16,0.25,4,1.35087719298246,77,2,0,1611661325,IND,0,0,0.210526315789474,2,5,6,2,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2024,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2024', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2024__season_type-Regular_Season__44f5a5b5,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2024&SeasonType=Regular+Season,200,10,5,2,8,0.333333333333333,23,9,0.555555555555556,0.391304347826087,13,2,1.0,0.153846153846154,14,7,51,24,0.25,6,0.745098039215686,38,0,0,1611661322,WAS,0,0,0.294117647058824,3,10,4,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
