league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,clutch_window,request_id,request_table,request_url,request_status,request_row_index,afg2m,afg3m,dead_ball_tos,efg,fg2a,fg2m,fg2m_assist_pct,fg2pct,fg3a,fg3m,fg3m_assist_pct,fg3pct,ftm,live_ball_tos,off_poss,oreb_opps,oreb_pct,orebs,ortg,points,putbacks,take_fouls_drawn,team_id,team_name,three_pt_and1s,three_pt_sfd,to_pct,two_pt_and1s,two_pt_sfd,ufg2m,ufg3m,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,0,2,5,2,0.516129032258065,17,7,0.285714285714286,0.411764705882353,14,6,0.833333333333333,0.428571428571429,11,8,44,18,0.166666666666667,3,0.977272727272727,43,0,0,1611661328,SEA,0,0,0.227272727272727,1,7,5,1,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,1,4,2,2,0.448275862068966,18,10,0.4,0.555555555555556,11,2,1.0,0.181818181818182,3,4,33,17,0.176470588235294,3,0.878787878787879,29,0,0,1611661317,PHO,0,0,0.181818181818182,1,2,6,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,2,9,10,2,0.6,26,12,0.75,0.461538461538462,19,10,1.0,0.526315789473684,10,1,47,23,0.304347826086957,7,1.36170212765957,64,1,0,1611661313,NYL,0,0,0.0638297872340425,1,6,3,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,3,3,1,2,0.268292682926829,25,8,0.375,0.32,16,2,0.5,0.125,5,1,36,31,0.354838709677419,11,0.75,27,0,0,1611661323,CON,0,0,0.0833333333333333,0,2,5,1,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,4,11,0,4,0.451923076923077,37,22,0.5,0.594594594594595,15,1,0.0,0.0666666666666667,4,7,57,28,0.285714285714286,8,0.894736842105263,51,0,0,1611661321,DAL,0,0,0.192982456140351,0,4,11,1,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,5,6,6,5,0.545454545454545,32,15,0.4,0.46875,12,6,1.0,0.5,9,5,50,22,0.363636363636364,8,1.14,57,0,0,1611661329,CHI,0,0,0.2,0,6,9,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,6,8,3,4,0.583333333333333,23,13,0.615384615384615,0.565217391304348,7,3,1.0,0.428571428571429,9,1,35,14,0.428571428571429,6,1.25714285714286,44,0,0,1611661330,ATL,0,0,0.142857142857143,0,4,5,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,7,9,2,1,0.397959183673469,37,15,0.6,0.405405405405405,12,3,0.666666666666667,0.25,17,4,56,31,0.193548387096774,6,1.0,56,1,0,1611661320,LAS,0,0,0.0892857142857143,1,6,6,1,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,8,3,0,1,0.65625,13,9,0.333333333333333,0.692307692307692,3,1,0.0,0.333333333333333,5,1,17,6,0.333333333333333,2,1.52941176470588,26,0,0,1611661319,LVA,0,0,0.117647058823529,2,3,6,1,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,9,10,6,8,0.492857142857143,54,24,0.416666666666667,0.444444444444444,16,7,0.857142857142857,0.4375,9,3,76,38,0.289473684210526,11,1.02631578947368,78,4,0,1611661325,IND,0,0,0.144736842105263,0,7,14,1,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
wnba,wnba_shot_pace,shot_pace,score_time_summary,get-score-time-summary,2023,Regular Season,season,"{'Type': 'Team', 'FromMargin': -3, 'ToMargin': 3, 'FromTime': 300, 'ToTime': 120, 'PeriodGte': 4, 'Season': '2023', 'SeasonType': 'Regular Season'}",shot_pace,4Q/OT | margin -3..3 | 300..120,get-score-time-summary__score_time_summary__type-Team__from_margin--3__to_margin-3__from_time-300__to_time-120__period_gte-4__season-2023__season_type-Regular_Season__627c9833,get-score-time-summary,https://api.pbpstats.com/get-score-time-summary/wnba?Type=Team&FromMargin=-3&ToMargin=3&FromTime=300&ToTime=120&PeriodGte=4&Season=2023&SeasonType=Regular+Season,200,10,5,3,2,0.375,24,9,0.555555555555556,0.375,12,3,1.0,0.25,5,1,40,24,0.125,3,0.8,32,0,0,1611661322,WAS,0,0,0.075,1,2,4,0,False,score_time_summary,4Q/OT | margin -3..3 | 300..120,season
