league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,end_time,events,fg2a,fg2m,fg3a,fg3m,game_date,game_id,non_shooting_fouls_that_resulted_in_fts,offensive_rebounds,opponent,period,shooting_fouls_drawn,start_score_differential,start_time,start_type,turnovers,video_urls,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661313__f001ca9b,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661313,200,0,00:00,"MISS Vandersloot 18' Jump Shot
Jones REBOUND (Off:4 Def:7)
",1,0,0,0,2023-10-18,1042300304,0,1,LVA,4,0,-1,00:15,Off Timeout,0,"[{""description"": ""MISS Vandersloot 18' Jump Shot"", ""url"": """"}, {""description"": ""Jones REBOUND (Off:4 Def:7)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661313__f001ca9b,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661313,200,1,00:41,"Ionescu 15' Pullup Jump Shot (13 PTS) (Vandersloot 6 AST)
",1,1,0,0,2023-10-18,1042300304,0,0,LVA,4,0,-3,00:55,Off Steal,0,"[{""description"": ""Ionescu 15' Pullup Jump Shot (13 PTS) (Vandersloot 6 AST)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661313__f001ca9b,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661313,200,2,01:13,"Vandersloot 24' 3PT Jump Shot (19 PTS) (Jones 1 AST)
",0,0,1,1,2023-10-18,1042300304,0,0,LVA,4,0,-6,01:27,Off Timeout,0,"[{""description"": ""Vandersloot 24' 3PT Jump Shot (19 PTS) (Jones 1 AST)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661313__f001ca9b,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661313,200,3,01:49,"MISS Stewart 25' 3PT Jump Shot
Wilson REBOUND (Off:0 Def:16)
",0,0,1,0,2023-10-18,1042300304,0,0,LVA,4,0,-4,02:04,Off FT Make,0,"[{""description"": ""MISS Stewart 25' 3PT Jump Shot"", ""url"": """"}, {""description"": ""Wilson REBOUND (Off:0 Def:16)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661313__f001ca9b,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661313,200,4,02:17,"Ionescu Out of Bounds - Bad Pass Turnover Turnover (P3.T13)
",0,0,0,0,2023-10-18,1042300304,0,0,LVA,4,0,-2,02:25,Off At Rim Make,1,"[{""description"": ""Ionescu Out of Bounds - Bad Pass Turnover Turnover (P3.T13)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661313__f001ca9b,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661313,200,5,02:44,"Clark P.FOUL (P3.T2)
MISS Stewart 6' Floating Jump Shot
Jones REBOUND (Off:3 Def:7)
Jones 3' Putback Layup (6 PTS)
",2,1,0,0,2023-10-18,1042300304,0,1,LVA,4,0,-2,03:01,Off Timeout,0,"[{""description"": ""Clark P.FOUL (P3.T2)"", ""url"": """"}, {""description"": ""MISS Stewart 6' Floating Jump Shot"", ""url"": """"}, {""description"": ""Jones REBOUND (Off:3 Def:7)"", ""url"": """"}, {""description"": ""Jones 3' Putback Layup (6 PTS)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661313__f001ca9b,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661313,200,6,03:21,"MISS Jones 3' Reverse Layup
Clark REBOUND (Off:4 Def:4)
",1,0,0,0,2023-10-18,1042300304,0,0,LVA,4,0,-2,03:45,Off FT Make,0,"[{""description"": ""MISS Jones 3' Reverse Layup"", ""url"": """"}, {""description"": ""Clark REBOUND (Off:4 Def:4)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661313__f001ca9b,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661313,200,7,04:08,"MISS Stewart 11' Hook Shot
Stewart REBOUND (Off:1 Def:13)
MISS Ionescu 26' 3PT Jump Shot
Young REBOUND (Off:0 Def:2)
",1,0,1,0,2023-10-18,1042300304,0,1,LVA,4,0,0,04:28,Off Arc 3 Miss,0,"[{""description"": ""MISS Stewart 11' Hook Shot"", ""url"": """"}, {""description"": ""Stewart REBOUND (Off:1 Def:13)"", ""url"": """"}, {""description"": ""MISS Ionescu 26' 3PT Jump Shot"", ""url"": """"}, {""description"": ""Young REBOUND (Off:0 Def:2)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661313__f001ca9b,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661313,200,8,04:51,"Vandersloot 3' Layup (16 PTS) (Laney 4 AST)
",1,1,0,0,2023-10-18,1042300304,0,0,LVA,4,0,-2,05:07,Off At Rim Make,0,"[{""description"": ""Vandersloot 3' Layup (16 PTS) (Laney 4 AST)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661313__f001ca9b,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661313,200,9,05:26,"Laney 3' Layup (15 PTS) (Ionescu 3 AST)
",1,1,0,0,2023-10-18,1042300304,0,0,LVA,4,0,-2,05:37,Off Short Mid-Range Miss,0,"[{""description"": ""Laney 3' Layup (15 PTS) (Ionescu 3 AST)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
