league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,entity_id,name,short_name,seconds_played,plus_minus,off_poss,penalty_off_poss,second_chance_off_poss,total_poss,at_rim_fgm,at_rim_fga,second_chance_at_rim_fgm,second_chance_at_rim_fga,short_mid_range_fgm,short_mid_range_fga,long_mid_range_fgm,long_mid_range_fga,corner3_fgm,corner3_fga,penalty_corner3_fga,arc3_fgm,arc3_fga,penalty_arc3_fgm,penalty_arc3_fga,fg2m,fg2a,fg3m,fg3a,ft_points,points,second_chance_fg2_m,second_chance_fg2_a,second_chance_ft_points,second_chance_points,penalty_fg2_a,penalty_fg3_m,penalty_fg3_a,penalty_points,pts_assisted2s,pts_unassisted2s,pts_assisted3s,pts_unassisted3s,pts_putbacks,non_heave_arc3_fga,non_heave_arc3_fgm,fg2a_blocked,two_pt_assists,three_pt_assists,assists,arc3_assists,at_rim_assists,short_mid_range_assists,assist_points,off_two_pt_rebounds,off_rebounds,rebounds,live_ball_turnovers,bad_pass_turnovers,lost_ball_turnovers,turnovers,second_chance_turnovers,fouls_drawn,fta,2pt and 1 free throw trips,two_pt_shooting_fouls_drawn,non_shooting_fouls_drawn,penalty_points_excluding_take_fouls,penalty_off_poss_excluding_take_fouls,assisted2s_pct,non_putbacks_assisted2s_pct,assisted3s_pct,fg3_pct,penalty_fg3_pct,non_heave_fg3_pct,fg2_pct,second_chance_fg2_pct,efg_pct,second_chance_efg_pct,penalty_efg_pct,ts_pct,second_chance_ts_pct,penalty_ts_pct,fg3_a_pct,fg2_a_pct_blocked,at_rim_pct_blocked,short_mid_range_pct_blocked,usage,live_ball_turnover_pct,off_two_pt_rebound_pct,off_fg_rebound_pct,off_at_rim_rebound_pct,off_short_mid_range_rebound_pct,off_long_mid_range_rebound_pct,at_rim_frequency,at_rim_accuracy,unblocked_at_rim_accuracy,at_rim_pct_assisted,short_mid_range_frequency,short_mid_range_accuracy,unblocked_short_mid_range_accuracy,short_mid_range_pct_assisted,long_mid_range_frequency,long_mid_range_accuracy,unblocked_long_mid_range_accuracy,long_mid_range_pct_assisted,corner3_frequency,corner3_accuracy,unblocked_corner3_accuracy,corner3_pct_assisted,arc3_frequency,arc3_accuracy,unblocked_arc3_accuracy,arc3_pct_assisted,second_chance_at_rim_frequency,second_chance_at_rim_accuracy,penalty_corner3_frequency,penalty_arc3_frequency,penalty_arc3_accuracy,at_rim_fg3_a_frequency,non_heave_arc3_accuracy,shot_quality_avg,second_chance_shot_quality_avg,penalty_shot_quality_avg,shooting_fouls_drawn_pct,two_pt_shooting_fouls_drawn_pct,second_chance_points_pct,penalty_points_pct,avg2pt_shot_distance,avg3pt_shot_distance,penalty_off_poss_pct,is_playoffs,job_variant,window_label,request_scope,second_chance_corner3_fga,second_chance_arc3_fgm,second_chance_arc3_fga,opponent_points,second_chance_fg3_m,second_chance_fg3_a,penalty_fg2_m,penalty_ft_points,long_mid_range_assists,off_three_pt_rebounds,self_o_reb,bad_pass_out_of_bounds_turnovers,dead_ball_turnovers,penalty_turnovers,fouls,offensive fouls,second_chance_fg3_pct,penalty_fg2_pct,long_mid_range_pct_blocked,off_three_pt_rebound_pct,off_arc3_rebound_pct,self_o_reb_pct,second_chance_corner3_frequency,second_chance_arc3_frequency,second_chance_arc3_accuracy,second_chance_arc3_pct_assisted,penalty_at_rim_fgm,penalty_at_rim_fga,second_chance_corner3_fgm,penalty_corner3_fgm,charge fouls,transition take fouls drawn,off_corner3_rebound_pct,second_chance_corner3_accuracy,second_chance_corner3_pct_assisted,penalty_at_rim_frequency,penalty_at_rim_accuracy,penalty_corner3_accuracy,corner3_assists,non_shooting_penalty_non_take_fouls_drawn,heave_attempts,lost_ball_out_of_bounds_turnovers,travels
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,0,203014,Nneka Ogwumike,Nneka Ogwumike,2839.0,173,178,27,22.0,178,3.0,6.0,1.0,2.0,7.0,21.0,2.0,4.0,1.0,3.0,1.0,5.0,8.0,1.0,1.0,12.0,31.0,6.0,11.0,9.0,51.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,14.0,10.0,12.0,6.0,2.0,8.0,5.0,5.0,5.0,3.0,8.0,3.0,2.0,3.0,19.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,16.0,10.0,1.0,5.0,1.0,3.0,27,0.5833333333333334,0.6363636363636364,0.6666666666666666,0.5454545454545454,0.5,0.5454545454545454,0.3870967741935484,0.5,0.5,0.5,0.3,0.5425531914893617,0.6666666666666666,0.3,0.2619047619047619,0.16129032258064516,0.16666666666666666,0.19047619047619047,25.247524752475247,1.0,0.07352941176470588,0.054945054945054944,0.0625,0.07317073170731707,0.09090909090909091,0.14285714285714285,0.5,0.6,0.3333333333333333,0.5,0.3333333333333333,0.4117647058823529,0.5714285714285714,0.09523809523809523,0.5,0.5,1.0,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.19047619047619047,0.625,0.625,0.6,1.0,0.5,0.2,0.2,1.0,0.40476190476190477,0.625,0.4670142857142856,0.56705,0.47029,0.10869565217391304,0.14285714285714285,0.0784313725490196,0.058823529411764705,8.358064516129032,24.518181818181816,0.15168539325842698,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,1,203400,Skylar Diggins,Skylar Diggins,2982.0,188,188,38,23.0,188,,4.0,,,7.0,20.0,2.0,6.0,,2.0,2.0,9.0,12.0,3.0,4.0,9.0,30.0,9.0,14.0,6.0,51.0,,1.0,,3.0,7.0,3.0,6.0,15.0,6.0,12.0,21.0,6.0,,12.0,9.0,3.0,12.0,3.0,15.0,3.0,3.0,6.0,33.0,2.0,3.0,3.0,3.0,3.0,,7.0,1.0,5.0,8.0,2.0,5.0,,15.0,38,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.6428571428571429,0.5,0.6428571428571429,0.3,,0.5113636363636364,0.5,0.5,0.5425531914893617,0.5,0.5357142857142857,0.3181818181818182,0.1,,0.1,25.233644859813083,0.42857142857142855,0.028169014084507043,0.031578947368421054,,0.021739130434782608,0.08333333333333333,0.09090909090909091,,,,0.45454545454545453,0.35,0.3888888888888889,0.42857142857142855,0.13636363636363635,0.3333333333333333,0.4,,0.045454545454545456,,,,0.2727272727272727,0.75,0.75,0.7777777777777778,,,0.15384615384615385,0.3076923076923077,0.75,0.4090909090909091,0.75,0.43850909090909096,0.446675,0.4032423076923077,0.10638297872340426,0.15151515151515152,0.058823529411764705,0.29411764705882354,8.659999999999998,24.928571428571434,0.20212765957446807,True,possessions,4Q/OT | margin -3..3 | 300..120,team,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.5,0.2857142857142857,0.16666666666666666,0.041666666666666664,0.05555555555555555,0.047619047619047616,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,2,204365,Erica Wheeler,Erica Wheeler,2427.0,154,152,39,21.0,152,2.0,3.0,,,6.0,12.0,1.0,4.0,2.0,3.0,1.0,3.0,14.0,1.0,3.0,9.0,19.0,5.0,17.0,4.0,37.0,,,,3.0,6.0,2.0,4.0,13.0,8.0,10.0,9.0,6.0,,14.0,3.0,1.0,5.0,4.0,9.0,4.0,1.0,3.0,22.0,1.0,2.0,2.0,2.0,2.0,,3.0,,7.0,4.0,1.0,2.0,1.0,13.0,39,0.4444444444444444,0.4444444444444444,0.6,0.29411764705882354,0.5,0.29411764705882354,0.47368421052631576,,0.4583333333333333,0.25,0.6,0.4868421052631579,0.25,0.5909090909090909,0.4722222222222222,0.05263157894736842,,0.08333333333333333,22.47191011235955,0.6666666666666666,0.017241379310344827,0.024691358024691357,,,0.1111111111111111,0.08333333333333333,0.6666666666666666,0.6666666666666666,,0.3333333333333333,0.5,0.5454545454545454,0.6666666666666666,0.1111111111111111,0.25,0.25,,0.08333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3888888888888889,0.21428571428571427,0.21428571428571427,0.3333333333333333,,,0.1,0.3,0.3333333333333333,0.5555555555555556,0.21428571428571427,0.4745277777777777,0.5133599999999999,0.42404000000000003,0.05405405405405406,0.1,0.08108108108108109,0.35135135135135137,9.289473684210526,25.04705882352941,0.2565789473684211,True,possessions,4Q/OT | margin -3..3 | 300..120,team,1.0,,5.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,0.16666666666666666,0.5,,0.043478260869565216,,,0.16666666666666666,0.8333333333333334,,,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.1,1.0,1.0,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,3,1628931,Gabby Williams,Gabby Williams,2638.0,178,176,38,24.0,176,3.0,6.0,,,6.0,10.0,3.0,5.0,,1.0,,1.0,5.0,,1.0,12.0,21.0,1.0,6.0,2.0,29.0,1.0,2.0,,2.0,5.0,,1.0,8.0,12.0,12.0,3.0,,2.0,5.0,1.0,2.0,3.0,3.0,6.0,1.0,,3.0,15.0,1.0,2.0,2.0,6.0,5.0,1.0,6.0,3.0,2.0,2.0,,,1.0,8.0,38,0.5,0.5454545454545454,1.0,0.16666666666666666,,0.16666666666666666,0.5714285714285714,0.5,0.5,0.2,0.5,0.5178571428571429,0.2,0.5714285714285714,0.2222222222222222,0.09523809523809523,0.16666666666666666,0.1,16.748768472906406,1.0,0.014492753623188406,0.022222222222222223,,0.023809523809523808,,0.2222222222222222,0.5,0.6,1.0,0.37037037037037035,0.6,0.6666666666666666,0.3333333333333333,0.18518518518518517,0.6,0.6,0.3333333333333333,0.037037037037037035,,,,0.18518518518518517,0.2,0.2,1.0,,,,0.16666666666666666,,0.4444444444444444,0.2,0.4678166666666666,0.5145299999999999,0.426325,,,0.06896551724137931,0.27586206896551724,8.019047619047619,24.816666666666663,0.2159090909090909,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,3.0,,,3.0,3.0,2.0,,1.0,,,,,,,,0.6,,0.047619047619047616,,,,0.6,,,1.0,1.0,,,,,0.25,,,0.16666666666666666,1.0,,2.0,1.0,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,4,1642798,Dominique Malonga,Dominique Malonga,2006.0,146,134,48,17.0,134,3.0,6.0,,,3.0,13.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,21.0,2.0,2.0,6.0,26.0,1.0,5.0,,2.0,8.0,2.0,2.0,15.0,12.0,2.0,6.0,,2.0,1.0,1.0,2.0,3.0,1.0,4.0,,1.0,2.0,9.0,5.0,8.0,8.0,3.0,1.0,2.0,3.0,,6.0,7.0,1.0,4.0,,15.0,48,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.43478260869565216,0.2,0.6,0.5,0.2,0.6818181818181818,0.08695652173913043,0.09523809523809523,0.16666666666666666,0.07692307692307693,18.83116883116883,1.0,0.10416666666666667,0.125,0.16666666666666666,0.08823529411764706,0.125,0.2608695652173913,0.5,0.6,1.0,0.5652173913043478,0.23076923076923078,0.25,0.6666666666666666,0.08695652173913043,0.5,0.5,1.0,0.043478260869565216,1.0,1.0,1.0,0.043478260869565216,1.0,1.0,1.0,,,0.1,0.1,1.0,0.34782608695652173,1.0,0.4604630434782609,0.4115,0.476335,0.15384615384615385,0.16666666666666666,0.07692307692307693,0.5769230769230769,6.652380952380952,24.7,0.3582089552238806,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,,1.0,,,3.0,3.0,,3.0,,,,,,,,0.375,,0.1875,0.23076923076923078,,,,,,2.0,3.0,,1.0,,,,,,0.3,0.6666666666666666,1.0,1.0,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,5,1629496,Ezi Magbegor,Ezi Magbegor,2170.0,136,142,23,15.0,142,1.0,2.0,1.0,1.0,6.0,8.0,,,,,,,2.0,,1.0,7.0,10.0,,2.0,1.0,15.0,1.0,2.0,,2.0,2.0,,1.0,4.0,10.0,4.0,,,2.0,1.0,,,5.0,2.0,7.0,2.0,1.0,3.0,16.0,4.0,4.0,4.0,1.0,,1.0,2.0,,3.0,4.0,2.0,3.0,,4.0,23,0.7142857142857143,0.8333333333333334,,,,,0.7,0.5,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.5769230769230769,0.3333333333333333,0.6666666666666666,0.16666666666666666,,,,9.25925925925926,0.5,0.08163265306122448,0.057971014492753624,0.14285714285714285,0.07142857142857142,,0.16666666666666666,0.5,0.5,,0.6666666666666666,0.75,0.75,0.8333333333333334,,,,,,,,,0.16666666666666666,,,,0.3333333333333333,1.0,,0.3333333333333333,,0.3333333333333333,,0.4234363636363636,0.6312500000000001,0.46255,0.23076923076923078,0.2727272727272727,0.13333333333333333,0.26666666666666666,5.81,35.95,0.1619718309859155,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,1.0,1.0,,1.0,2.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,0.3333333333333333,,,1.0,1.0,,,,,,,,0.3333333333333333,1.0,,,,1.0,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,6,1628279,Brittney Sykes,Brittney Sykes,1964.0,119,125,17,13.0,125,2.0,5.0,,,3.0,6.0,1.0,2.0,,1.0,,,,,,6.0,13.0,,1.0,1.0,13.0,,,,,1.0,,,,8.0,4.0,,,,,,1.0,2.0,,2.0,,1.0,1.0,4.0,1.0,2.0,2.0,5.0,4.0,1.0,11.0,,3.0,2.0,2.0,2.0,,,17,0.6666666666666666,0.6666666666666666,,,,,0.46153846153846156,,0.42857142857142855,,,0.4642857142857143,,,0.07142857142857142,0.07692307692307693,0.2,,17.605633802816904,0.45454545454545453,0.024390243902439025,0.03508771929824561,0.09090909090909091,,,0.35714285714285715,0.4,0.5,1.0,0.42857142857142855,0.5,0.5,0.3333333333333333,0.14285714285714285,0.5,0.5,1.0,0.07142857142857142,,,,,,,,,,,,,0.42857142857142855,,0.4703428571428571,0.6669,0.555,0.14285714285714285,0.15384615384615385,,,6.199999999999999,23.0,0.136,True,possessions,4Q/OT | margin -3..3 | 300..120,team,1.0,,,,,1.0,,,,1.0,,1.0,6.0,1.0,2.0,2.0,,,,0.0625,0.07142857142857142,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,1.0,2.0
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,7,1627676,Tiffany Mitchell,Tiffany Mitchell,325.0,26,25,10,,25,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,2.0,3.0,,1.0,2.0,6.0,,,,,,,,2.0,,4.0,,,,1.0,,,,2.0,2.0,1.0,,,6.0,,,,,,,,,1.0,2.0,,,1.0,2.0,10,,,,,,,0.6666666666666666,,0.5,,,0.6,,1.0,0.25,,,,20.0,,,,,,,,,,,0.5,0.5,0.5,,0.25,1.0,1.0,,,,,,0.25,,,,,,,,,0.25,,0.4438375,,,,,,0.3333333333333333,11.799999999999999,24.8,0.4,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,8,1628882,Lexie Brown,Lexie Brown,173.0,19,14,10,,14,,,,,1.0,1.0,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,5.0,,,,,1.0,1.0,2.0,5.0,2.0,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,5.0,10,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,0.8333333333333334,,0.8333333333333334,0.8333333333333334,,0.8333333333333334,0.6666666666666666,,,,21.428571428571427,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.48484999999999995,,0.48484999999999995,,,,1.0,4.7,25.799999999999997,0.7142857142857143,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,9,1641660,Zia Cooke,Zia Cooke,207.0,21,16,10,,16,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,3.0,,,1.0,3.0,,,,,2.0,,,3.0,,2.0,,,,,,,1.0,,1.0,,,1.0,2.0,,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,3.0,10,,,,,,,0.3333333333333333,,0.3333333333333333,,0.5,0.375,,0.5,,,,,31.25,1.0,,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,,,,0.3333333333333333,,0.5077999999999999,,0.55775,0.25,0.25,,1.0,7.7,,0.625,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,,,,,1.0,1.0,,,,,,,,,,0.5,,,,,,,,,1.0,1.0,,,,,,,,0.5,1.0,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661328__5fa46d3f,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661328,200,10,1642307,Mackenzie Holmes,Mackenzie Holmes,129.0,15,10,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
