league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,entity_id,name,short_name,seconds_played,plus_minus,off_poss,penalty_off_poss,second_chance_off_poss,total_poss,at_rim_fgm,at_rim_fga,penalty_at_rim_fga,short_mid_range_fgm,short_mid_range_fga,long_mid_range_fgm,long_mid_range_fga,corner3_fgm,corner3_fga,penalty_corner3_fgm,penalty_corner3_fga,arc3_fgm,arc3_fga,second_chance_arc3_fgm,second_chance_arc3_fga,penalty_arc3_fga,fg2m,fg2a,fg3m,fg3a,ft_points,points,second_chance_fg3_m,second_chance_fg3_a,second_chance_points,penalty_fg2_a,penalty_fg3_m,penalty_fg3_a,penalty_ft_points,penalty_points,pts_assisted2s,pts_unassisted2s,pts_assisted3s,pts_unassisted3s,non_heave_arc3_fga,non_heave_arc3_fgm,two_pt_assists,three_pt_assists,assists,arc3_assists,corner3_assists,at_rim_assists,short_mid_range_assists,long_mid_range_assists,assist_points,off_two_pt_rebounds,off_rebounds,rebounds,live_ball_turnovers,bad_pass_out_of_bounds_turnovers,bad_pass_turnovers,dead_ball_turnovers,lost_ball_turnovers,travels,turnovers,penalty_turnovers,fouls,offensive fouls,fouls_drawn,fta,2pt and 1 free throw trips,two_pt_shooting_fouls_drawn,penalty_points_excluding_take_fouls,penalty_off_poss_excluding_take_fouls,assisted2s_pct,non_putbacks_assisted2s_pct,assisted3s_pct,fg3_pct,second_chance_fg3_pct,penalty_fg3_pct,non_heave_fg3_pct,fg2_pct,efg_pct,second_chance_efg_pct,penalty_efg_pct,ts_pct,second_chance_ts_pct,penalty_ts_pct,fg3_a_pct,usage,live_ball_turnover_pct,off_two_pt_rebound_pct,off_fg_rebound_pct,off_at_rim_rebound_pct,at_rim_frequency,at_rim_accuracy,unblocked_at_rim_accuracy,at_rim_pct_assisted,short_mid_range_frequency,short_mid_range_accuracy,unblocked_short_mid_range_accuracy,short_mid_range_pct_assisted,long_mid_range_frequency,long_mid_range_accuracy,unblocked_long_mid_range_accuracy,long_mid_range_pct_assisted,corner3_frequency,corner3_accuracy,unblocked_corner3_accuracy,corner3_pct_assisted,arc3_frequency,arc3_accuracy,unblocked_arc3_accuracy,arc3_pct_assisted,second_chance_arc3_frequency,second_chance_arc3_accuracy,penalty_at_rim_frequency,penalty_corner3_frequency,penalty_corner3_accuracy,penalty_arc3_frequency,at_rim_fg3_a_frequency,non_heave_arc3_accuracy,shot_quality_avg,second_chance_shot_quality_avg,penalty_shot_quality_avg,shooting_fouls_drawn_pct,two_pt_shooting_fouls_drawn_pct,second_chance_points_pct,penalty_points_pct,avg2pt_shot_distance,avg3pt_shot_distance,penalty_off_poss_pct,is_playoffs,job_variant,window_label,request_scope,second_chance_at_rim_fgm,second_chance_at_rim_fga,penalty_at_rim_fgm,opponent_points,second_chance_fg2_m,second_chance_fg2_a,second_chance_ft_points,penalty_fg2_m,pts_putbacks,fg2a_blocked,off_three_pt_rebounds,non_shooting_fouls_drawn,non_shooting_penalty_non_take_fouls_drawn,second_chance_fg2_pct,penalty_fg2_pct,fg2_a_pct_blocked,at_rim_pct_blocked,short_mid_range_pct_blocked,off_three_pt_rebound_pct,off_arc3_rebound_pct,off_corner3_rebound_pct,second_chance_at_rim_frequency,second_chance_at_rim_accuracy,penalty_at_rim_accuracy,second_chance_corner3_fga,loose ball fouls drawn,off_short_mid_range_rebound_pct,second_chance_corner3_frequency,second_chance_corner3_fgm,penalty_arc3_fgm,three_pt_shooting_fouls_drawn,second_chance_corner3_accuracy,second_chance_corner3_pct_assisted,penalty_arc3_accuracy,three_pt_shooting_fouls_drawn_pct,self_o_reb,lost_ball_out_of_bounds_turnovers,second_chance_turnovers,off_long_mid_range_rebound_pct,self_o_reb_pct,second_chance_arc3_pct_assisted,second_chance_at_rim_pct_assisted
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,0,204333,Natasha Cloud,Natasha Cloud,3183.0,169,203,40,20,203,2.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,10.0,1.0,1.0,2.0,7.0,11.0,6.0,12.0,6.0,38.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,6.0,8.0,9.0,9.0,10.0,5.0,5.0,4.0,9.0,3.0,1.0,1.0,2.0,2.0,22.0,1.0,1.0,1.0,6.0,1.0,5.0,3.0,1.0,1.0,9.0,4.0,1.0,1.0,5.0,7.0,1.0,4.0,5.0,40,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,0.3333333333333333,0.5,0.6363636363636364,0.6956521739130435,1.5,0.375,0.7307692307692307,1.5,0.5,0.5217391304347826,15.418502202643172,0.6666666666666666,0.019230769230769232,0.009615384615384616,0.05555555555555555,0.17391304347826086,0.5,0.5,0.5,0.17391304347826086,0.75,0.75,0.3333333333333333,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.08695652173913043,0.5,0.5,1.0,0.43478260869565216,0.5,0.5,0.4,1.0,1.0,0.25,0.25,1.0,0.5,0.6956521739130435,0.5,0.512108695652174,0.56145,0.5434,0.15384615384615385,0.2857142857142857,0.07894736842105263,0.13157894736842105,8.209090909090909,24.916666666666668,0.19704433497536947,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,1,1627668,Breanna Stewart,Breanna Stewart,2870.0,160,181,38,18,181,8.0,12.0,1.0,5.0,12.0,1.0,6.0,,,,,3.0,7.0,,1.0,,14.0,30.0,3.0,7.0,17.0,54.0,,1.0,8.0,5.0,,,3.0,9.0,22.0,6.0,9.0,,7.0,3.0,4.0,5.0,9.0,,5.0,3.0,1.0,,23.0,,2.0,2.0,3.0,,2.0,1.0,1.0,,4.0,,,,18.0,22.0,4.0,12.0,9.0,38,0.7857142857142857,0.8461538461538461,1.0,0.42857142857142855,,,0.42857142857142855,0.4666666666666667,0.5,0.2857142857142857,0.6,0.5869565217391305,0.4444444444444444,0.6428571428571429,0.1891891891891892,24.630541871921185,0.75,,0.021505376344086023,,0.32432432432432434,0.6666666666666666,0.7272727272727273,0.875,0.32432432432432434,0.4166666666666667,0.45454545454545453,0.6,0.16216216216216217,0.16666666666666666,0.16666666666666666,1.0,,,,,0.1891891891891892,0.42857142857142855,0.42857142857142855,1.0,0.14285714285714285,,0.2,,,,0.5135135135135135,0.42857142857142855,0.504672972972973,0.44837000000000005,0.41894,0.26666666666666666,0.3157894736842105,0.14814814814814814,0.16666666666666666,7.173333333333332,25.414285714285715,0.20994475138121546,True,possessions,4Q/OT | margin -3..3 | 300..120,team,1.0,1.0,1.0,1.0,2.0,6.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.6,0.06666666666666667,0.08333333333333333,0.08333333333333333,0.04,0.02702702702702703,0.07692307692307693,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,2,1627673,Jonquel Jones,Jonquel Jones,2778.0,163,179,39,19,179,3.0,5.0,2.0,1.0,9.0,1.0,1.0,1.0,4.0,,1.0,1.0,7.0,1.0,1.0,2.0,5.0,15.0,2.0,11.0,1.0,17.0,1.0,2.0,5.0,4.0,,3.0,,2.0,10.0,,3.0,3.0,7.0,1.0,5.0,2.0,7.0,2.0,,2.0,2.0,1.0,16.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,,4.0,1.0,,,5.0,2.0,,1.0,2.0,39,1.0,1.0,0.5,0.18181818181818182,0.5,,0.18181818181818182,0.3333333333333333,0.3076923076923077,0.625,0.14285714285714285,0.3148148148148148,0.625,0.14285714285714285,0.4230769230769231,15.422885572139306,0.75,0.047619047619047616,0.0425531914893617,,0.19230769230769232,0.6,0.75,1.0,0.34615384615384615,0.1111111111111111,0.125,1.0,0.038461538461538464,1.0,1.0,1.0,0.15384615384615385,0.25,0.25,1.0,0.2692307692307692,0.14285714285714285,0.14285714285714285,,0.25,1.0,0.2857142857142857,0.14285714285714285,,0.2857142857142857,0.6153846153846154,0.14285714285714285,0.49074807692307687,0.39844999999999997,0.4836857142857142,0.037037037037037035,0.0625,0.29411764705882354,0.11764705882352941,6.7733333333333325,24.66363636363636,0.21787709497206703,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,1.0,1.0,1.0,2.0,,1.0,,2.0,2.0,,,0.5,0.25,0.13333333333333333,0.2,0.1111111111111111,0.038461538461538464,0.02564102564102564,0.07692307692307693,,,0.5,1.0,1.0,0.08,0.25,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,3,1629477,Sabrina Ionescu,Sabrina Ionescu,3253.0,178,207,43,22,207,7.0,9.0,4.0,3.0,8.0,,1.0,3.0,4.0,,1.0,4.0,27.0,,,11.0,10.0,18.0,7.0,31.0,5.0,46.0,2.0,3.0,6.0,5.0,3.0,12.0,,15.0,10.0,10.0,15.0,6.0,27.0,4.0,12.0,2.0,14.0,1.0,1.0,9.0,1.0,2.0,30.0,,1.0,1.0,9.0,1.0,5.0,1.0,4.0,,10.0,2.0,,,7.0,9.0,1.0,2.0,15.0,43,0.5,0.5,0.7142857142857143,0.22580645161290322,0.6666666666666666,0.25,0.22580645161290322,0.5555555555555556,0.41836734693877553,1.0,0.4411764705882353,0.4423076923076923,1.0,0.4411764705882353,0.6326530612244898,26.609442060085836,0.9,,0.009009009009009009,,0.1836734693877551,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.16326530612244897,0.375,0.42857142857142855,0.3333333333333333,0.02040816326530612,,,,0.08163265306122448,0.75,0.75,1.0,0.5510204081632653,0.14814814814814814,0.14814814814814814,0.5,,,0.23529411764705882,0.058823529411764705,,0.6470588235294118,0.8163265306122449,0.14814814814814814,0.5093326530612244,0.48810000000000003,0.5015029411764705,0.07692307692307693,0.10526315789473684,0.13043478260869565,0.32608695652173914,4.327777777777778,25.516129032258057,0.20772946859903382,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,3.0,1.0,,,,3.0,,1.0,1.0,,,,0.6,0.05555555555555555,,0.125,0.01694915254237288,0.024390243902439025,,,,0.75,3.0,,,1.0,2.0,3.0,2.0,0.6666666666666666,1.0,0.2727272727272727,0.06060606060606061,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,4,1630142,Leonie Fiebich,Leonie Fiebich,2790.0,157,178,42,21,178,2.0,4.0,,,2.0,,,2.0,9.0,1.0,2.0,1.0,3.0,,,1.0,2.0,6.0,3.0,12.0,2.0,15.0,,,,,2.0,3.0,,6.0,4.0,,9.0,,3.0,1.0,3.0,1.0,4.0,1.0,,3.0,,,9.0,1.0,3.0,3.0,1.0,1.0,,5.0,1.0,1.0,6.0,,1.0,1.0,3.0,2.0,,1.0,6.0,42,1.0,1.0,1.0,0.25,,0.6666666666666666,0.25,0.3333333333333333,0.3611111111111111,,1.0,0.39473684210526316,,1.0,0.6666666666666666,12.315270935960593,0.16666666666666666,0.022727272727272728,0.03296703296703297,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,,,,,,0.5,0.2222222222222222,0.2222222222222222,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,0.6666666666666666,0.5,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.5807222222222221,,0.47700000000000004,0.05263157894736842,0.14285714285714285,,0.4,3.8666666666666667,23.925,0.23595505617977527,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,,1.0,,,,,,,2.0,,,,,,,,0.0425531914893617,0.02857142857142857,0.08333333333333333,,,,,,,,,1.0,,,,1.0,,1.0,2.0,1.0,0.16666666666666666,0.07692307692307693,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,5,1629568,Kennedy Burke,Kennedy Burke,1624.0,77,99,26,10,99,4.0,8.0,,,,,,,6.0,,,1.0,5.0,1.0,1.0,1.0,4.0,8.0,1.0,11.0,3.0,14.0,1.0,1.0,3.0,,1.0,1.0,2.0,5.0,6.0,2.0,3.0,,5.0,1.0,,1.0,1.0,1.0,,,,,3.0,2.0,4.0,4.0,5.0,,2.0,1.0,3.0,,6.0,1.0,,,2.0,4.0,,1.0,5.0,26,0.75,0.75,1.0,0.09090909090909091,1.0,1.0,0.09090909090909091,0.5,0.2894736842105263,0.5,1.5,0.3333333333333333,0.5,1.25,0.5789473684210527,24.324324324324323,0.8333333333333334,0.06896551724137931,0.07272727272727272,0.07142857142857142,0.42105263157894735,0.5,0.5,0.75,,,,,,,,,0.3157894736842105,,,,0.2631578947368421,0.2,0.2,1.0,0.3333333333333333,1.0,,,,1.0,1.0,0.2,0.5559999999999999,0.4901,0.48869999999999997,0.05,0.1111111111111111,0.21428571428571427,0.35714285714285715,2.225,24.827272727272728,0.26262626262626265,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,2.0,,1.0,,2.0,,,,,2.0,1.0,1.0,,,,,,0.07692307692307693,,0.16666666666666666,0.6666666666666666,,,,,0.09090909090909091,,,1.0,,,,1.0,,1.0,1.0,2.0,,0.07142857142857142,1.0,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,6,203416,Emma Meesseman,Emma Meesseman,1238.0,60,80,25,8,80,2.0,6.0,4.0,1.0,7.0,2.0,4.0,,,,,,1.0,,,,5.0,17.0,,1.0,3.0,13.0,,,4.0,7.0,,,2.0,6.0,10.0,,,,1.0,,5.0,1.0,6.0,1.0,,4.0,1.0,,13.0,4.0,5.0,5.0,3.0,,3.0,2.0,,2.0,5.0,1.0,,,3.0,4.0,,1.0,6.0,25,1.0,1.0,,,,,,0.29411764705882354,0.2777777777777778,0.3333333333333333,0.2857142857142857,0.325,0.5,0.375,0.05555555555555555,27.47252747252747,0.6,0.17391304347826086,0.11904761904761904,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3888888888888889,0.14285714285714285,0.14285714285714285,1.0,0.2222222222222222,0.5,0.5,1.0,,,,,0.05555555555555555,,,,,,0.5714285714285714,,,,0.3888888888888889,,0.4659444444444445,0.50085,0.4915714285714286,0.05263157894736842,0.05555555555555555,0.3076923076923077,0.46153846153846156,8.370588235294118,24.6,0.3125,True,possessions,4Q/OT | margin -3..3 | 300..120,team,1.0,2.0,1.0,,1.0,3.0,2.0,2.0,,,1.0,1.0,1.0,0.3333333333333333,0.2857142857142857,,,,0.05263157894736842,0.1111111111111111,,0.6666666666666666,0.5,0.25,,,0.08333333333333333,,,,,,,,,2.0,,,,0.16666666666666666,,1.0
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,7,203822,Rebekah Gardner,Rebekah Gardner,380.0,26,28,18,3,28,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,2.0,,3.0,,,,1.0,,1.0,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,1.0,0.5,,,0.5,,0.5,,,0.5,,,0.6666666666666666,9.375,,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,,,0.5,0.5,,,1.0,1.0,0.53625,0.6126,0.5715,,,,,1.4,24.0,0.6428571428571429,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,1.0,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,8,203855,Stephanie Talbot,Stephanie Talbot,204.0,11,16,6,1,16,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,6,,,,,,,,,,,,,,,1.0,5.88235294117647,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,0.47729999999999995,,0.47729999999999995,,,,,,22.9,0.375,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,9,204330,Isabelle Harrison,Isabelle Harrison,174.0,10,13,6,1,13,2.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,,,,4.0,,,2.0,2.0,,,,4.0,,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,2.0,,1.0,4.0,6,,,,,,,,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,21.428571428571427,,0.3333333333333333,0.2,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,0.71865,0.6934,0.71865,0.3333333333333333,0.3333333333333333,0.5,1.0,0.55,,0.46153846153846156,True,possessions,4Q/OT | margin -3..3 | 300..120,team,1.0,1.0,2.0,,1.0,1.0,,2.0,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,10,1629546,Marine Johannès,Marine Johannès,253.0,13,18,6,1,18,,,,,1.0,,,,,,,,2.0,,,,,1.0,,2.0,3.0,3.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,3.0,,,,6,,,,,,,,,,,,0.375,,,0.6666666666666666,26.31578947368421,,,,,,,,,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,0.6666666666666666,,0.5252166666666667,,0.5351,0.25,,,,4.3,25.1,0.3333333333333333,True,possessions,4Q/OT | margin -3..3 | 300..120,team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.3333333333333333,,,,,,,
