league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,end_time,events,fg2a,fg2m,fg3a,fg3m,game_date,game_id,non_shooting_fouls_that_resulted_in_fts,offensive_rebounds,opponent,period,shooting_fouls_drawn,start_score_differential,start_time,start_type,turnovers,video_urls,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,0,00:02,"MISS Ionescu 26' 3PT Pullup Jump Shot
Mack REBOUND (Off:2 Def:1)
",0,0,1,0,2025-09-19,1042500133,0,0,PHX,4,0,-6,00:14,Off FT Miss,0,"[{""description"": ""MISS Ionescu 26' 3PT Pullup Jump Shot"", ""url"": """"}, {""description"": ""Mack REBOUND (Off:2 Def:1)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,1,00:22,"MISS Ionescu 26' 3PT Pullup Jump Shot
Liberty Rebound
MISS Jones 24' 3PT Jump Shot
Sabally REBOUND (Off:0 Def:12)
",0,0,2,0,2025-09-19,1042500133,0,1,PHX,4,0,-5,00:32,Off Timeout,0,"[{""description"": ""MISS Ionescu 26' 3PT Pullup Jump Shot"", ""url"": """"}, {""description"": ""Liberty Rebound"", ""url"": """"}, {""description"": ""MISS Jones 24' 3PT Jump Shot"", ""url"": """"}, {""description"": ""Sabally REBOUND (Off:0 Def:12)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,2,00:53,"Thomas STEAL (2 STL): Cloud Bad Pass Turnover (P4.T10)
",0,0,0,0,2025-09-19,1042500133,0,0,PHX,4,0,-3,00:56,Off Timeout,1,"[{""description"": ""Thomas STEAL (2 STL): Cloud Bad Pass Turnover (P4.T10)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,3,01:10,"Sabally P.FOUL (P5.PN)
Stewart Free Throw 1 of 2 (29 PTS)
Stewart Free Throw 2 of 2 (30 PTS)
",0,0,0,0,2025-09-19,1042500133,1,0,PHX,4,0,-5,01:13,Off Timeout,0,"[{""description"": ""Sabally P.FOUL (P5.PN)"", ""url"": """"}, {""description"": ""Stewart Free Throw 1 of 2 (29 PTS)"", ""url"": """"}, {""description"": ""Stewart Free Throw 2 of 2 (30 PTS)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,4,01:35,"MISS Jones 25' 3PT Jump Shot
Copper REBOUND (Off:1 Def:8)
",0,0,1,0,2025-09-19,1042500133,0,0,PHX,4,0,-3,01:50,Off Long Mid-Range Miss,0,"[{""description"": ""MISS Jones 25' 3PT Jump Shot"", ""url"": """"}, {""description"": ""Copper REBOUND (Off:1 Def:8)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,5,02:17,"Stewart 2' Turnaround Hook Shot (28 PTS) (Cloud 2 AST)
",1,1,0,0,2025-09-19,1042500133,0,0,PHX,4,0,-5,02:23,Off At Rim Miss,0,"[{""description"": ""Stewart 2' Turnaround Hook Shot (28 PTS) (Cloud 2 AST)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,6,02:45,"Stewart 9' Turnaround Fadeaway Bank Jump Shot (25 PTS) (Ionescu 4 AST)
Sabally S.FOUL (P4.T4)
Stewart Free Throw 1 of 1 (26 PTS)
",1,1,0,0,2025-09-19,1042500133,0,0,PHX,4,1,-8,03:00,Off FT Make,0,"[{""description"": ""Stewart 9' Turnaround Fadeaway Bank Jump Shot (25 PTS) (Ionescu 4 AST)"", ""url"": """"}, {""description"": ""Sabally S.FOUL (P4.T4)"", ""url"": """"}, {""description"": ""Stewart Free Throw 1 of 1 (26 PTS)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,7,03:18,"MISS Cloud 1' Driving Layup
Bonner REBOUND (Off:1 Def:7)
",1,0,0,0,2025-09-19,1042500133,0,0,PHX,4,0,-6,03:29,Off At Rim Miss,0,"[{""description"": ""MISS Cloud 1' Driving Layup"", ""url"": """"}, {""description"": ""Bonner REBOUND (Off:1 Def:7)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,8,03:35,"Thomas STEAL (1 STL): Ionescu Bad Pass Turnover (P4.T9)
",0,0,0,0,2025-09-19,1042500133,0,0,PHX,4,0,-6,03:44,Off Corner 3 Miss,1,"[{""description"": ""Thomas STEAL (1 STL): Ionescu Bad Pass Turnover (P4.T9)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,9,04:05,"Stewart 2' Running Layup (23 PTS) (Ionescu 3 AST)
Sabally S.FOUL (P3.T3)
MISS Stewart Free Throw 1 of 1
Thomas REBOUND (Off:1 Def:10)
",1,1,0,0,2025-09-19,1042500133,0,0,PHX,4,1,-8,04:07,Off At Rim Block,0,"[{""description"": ""Stewart 2' Running Layup (23 PTS) (Ionescu 3 AST)"", ""url"": """"}, {""description"": ""Sabally S.FOUL (P3.T3)"", ""url"": """"}, {""description"": ""MISS Stewart Free Throw 1 of 1"", ""url"": """"}, {""description"": ""Thomas REBOUND (Off:1 Def:10)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,10,04:27,"MISS Fiebich 3PT Jump Shot
Sabally REBOUND (Off:0 Def:11)
",0,0,1,0,2025-09-19,1042500133,0,0,PHX,4,0,-8,04:48,Off Short Mid-Range Miss,0,"[{""description"": ""MISS Fiebich 3PT Jump Shot"", ""url"": """"}, {""description"": ""Sabally REBOUND (Off:0 Def:11)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661313__90daa0c7,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661313,200,11,05:03,"MISS Fiebich 1' Driving Finger Roll Layup
Sabally REBOUND (Off:0 Def:10)
",1,0,0,0,2025-09-19,1042500133,0,0,PHX,4,0,-8,05:26,Off Corner 3 Make,0,"[{""description"": ""MISS Fiebich 1' Driving Finger Roll Layup"", ""url"": """"}, {""description"": ""Sabally REBOUND (Off:0 Def:10)"", ""url"": """"}]",True,possessions,4Q/OT | margin -3..3 | 300..120,team
