league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,entity_id,name,short_name,seconds_played,plus_minus,off_poss,penalty_off_poss,second_chance_off_poss,total_poss,short_mid_range_fga,long_mid_range_fgm,long_mid_range_fga,fg2m,fg2a,ft_points,points,pts_unassisted2s,three_pt_assists,assists,arc3_assists,assist_points,fouls_drawn,fta,two_pt_shooting_fouls_drawn,penalty_off_poss_excluding_take_fouls,fg2_pct,efg_pct,ts_pct,usage,short_mid_range_frequency,long_mid_range_frequency,long_mid_range_accuracy,unblocked_long_mid_range_accuracy,shot_quality_avg,shooting_fouls_drawn_pct,two_pt_shooting_fouls_drawn_pct,avg2pt_shot_distance,penalty_off_poss_pct,at_rim_fgm,at_rim_fga,pts_assisted2s,live_ball_turnovers,bad_pass_turnovers,dead_ball_turnovers,turnovers,fouls,charge fouls,assisted2s_pct,non_putbacks_assisted2s_pct,live_ball_turnover_pct,at_rim_frequency,at_rim_accuracy,unblocked_at_rim_accuracy,at_rim_pct_assisted,at_rim_fg3_a_frequency,penalty_at_rim_fgm,penalty_at_rim_fga,short_mid_range_fgm,arc3_fgm,arc3_fga,second_chance_arc3_fgm,second_chance_arc3_fga,fg3m,fg3a,second_chance_fg3_m,second_chance_fg3_a,second_chance_points,penalty_fg2_m,penalty_fg2_a,penalty_points,pts_assisted3s,non_heave_arc3_fga,non_heave_arc3_fgm,fg2a_blocked,corner3_assists,lost_ball_turnovers,travels,penalty_turnovers,penalty_points_excluding_take_fouls,assisted3s_pct,fg3_pct,second_chance_fg3_pct,non_heave_fg3_pct,penalty_fg2_pct,second_chance_efg_pct,penalty_efg_pct,second_chance_ts_pct,penalty_ts_pct,fg3_a_pct,fg2_a_pct_blocked,short_mid_range_pct_blocked,short_mid_range_accuracy,unblocked_short_mid_range_accuracy,arc3_frequency,arc3_accuracy,unblocked_arc3_accuracy,arc3_pct_assisted,second_chance_arc3_frequency,second_chance_arc3_accuracy,second_chance_arc3_pct_assisted,penalty_at_rim_frequency,penalty_at_rim_accuracy,non_heave_arc3_accuracy,penalty_shot_quality_avg,second_chance_points_pct,penalty_points_pct,avg3pt_shot_distance,penalty_ft_points,second_chance_fg2_a,second_chance_shot_quality_avg,second_chance_at_rim_fgm,second_chance_at_rim_fga,corner3_fgm,corner3_fga,second_chance_fg2_m,pts_putbacks,two_pt_assists,at_rim_assists,short_mid_range_assists,long_mid_range_assists,off_three_pt_rebounds,off_two_pt_rebounds,off_rebounds,rebounds,self_o_reb,offensive fouls,loose ball fouls drawn,second_chance_fg2_pct,long_mid_range_pct_blocked,off_two_pt_rebound_pct,off_three_pt_rebound_pct,off_fg_rebound_pct,off_short_mid_range_rebound_pct,off_arc3_rebound_pct,self_o_reb_pct,short_mid_range_pct_assisted,long_mid_range_pct_assisted,corner3_frequency,corner3_accuracy,unblocked_corner3_accuracy,corner3_pct_assisted,second_chance_at_rim_frequency,second_chance_at_rim_accuracy,penalty_corner3_fga,penalty_arc3_fga,penalty_fg3_a,pts_unassisted3s,lost_ball_out_of_bounds_turnovers,transition take fouls drawn,2pt and 1 free throw trips,non_shooting_fouls_drawn,non_shooting_penalty_non_take_fouls_drawn,off_long_mid_range_rebound_pct,penalty_corner3_frequency,penalty_arc3_frequency,penalty_arc3_fgm,penalty_fg3_m,bad_pass_out_of_bounds_turnovers,penalty_fg3_pct,at_rim_pct_blocked,off_at_rim_rebound_pct,penalty_arc3_accuracy,step_out_of_bounds_turnovers,second_chance_ft_points,ft_off_rebounds,second_chance_turnovers,off_ft_rebound_pct
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,0,1629476,Asia (AD) Durr,Asia (AD) Durr,306.0,23,19,5,4,19,1.0,1.0,1.0,1.0,2,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5,0.5,0.5,0.6666666666666666,13.043478260869565,0.5,0.5,1.0,1.0,0.39175,0.3333333333333333,0.3333333333333333,11.8,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,1,1630387,Iliana Rupert,Iliana Rupert,412.0,34,28,3,2,28,,,,1.0,1,,2.0,,,,,,,,,3,1.0,1.0,1.0,10.0,,,,,0.485,,,2.6,0.10714285714285714,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,2,1630462,Aari McDonald,Aari McDonald,1077.0,82,76,23,10,76,4.0,,1.0,2.0,7,,7.0,4.0,5.0,5.0,4.0,15.0,,,,23,0.2857142857142857,0.3181818181818182,0.3181818181818182,18.39080459770115,0.36363636363636365,0.09090909090909091,,,0.4877181818181819,,,6.571428571428571,0.3026315789473684,1.0,2.0,,4.0,2.0,1.0,5.0,,,,,0.8,0.18181818181818182,0.5,0.5,,0.5454545454545454,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.25,1.0,0.25,0.3333333333333333,1.5,0.3333333333333333,1.5,0.3333333333333333,0.36363636363636365,0.2857142857142857,0.5,0.25,0.5,0.36363636363636365,0.25,0.25,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.25,0.4503333333333333,0.42857142857142855,0.2857142857142857,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,3,1641650,Haley Jones,Haley Jones,81.0,6,6,3,1,6,,,,1.0,1,2.0,4.0,2.0,,,,,1.0,2.0,1.0,3,1.0,1.0,1.0,28.57142857142857,,,,,0.6635,0.5,0.5,1.8,0.5,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,4,1641656,Laeticia Amihere,Laeticia Amihere,81.0,6,6,3,1,6,1.0,,,,1,,,,,,,,1.0,2.0,1.0,3,,,,28.57142857142857,1.0,,,,0.6077,0.5,0.5,4.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6077,,,,,1.0,0.6077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,5,204323,Cheyenne Parker,Cheyenne Parker,2128.0,130,148,27,15,148,12.0,1.0,7.0,7.0,25,3.0,26.0,4.0,,4.0,,8.0,5.0,4.0,2.0,27,0.28,0.3709677419354839,0.3939393939393939,23.03030303030303,0.3870967741935484,0.22580645161290322,0.14285714285714285,0.16666666666666666,0.45834354838709673,0.06060606060606061,0.07407407407407407,8.82,0.18243243243243243,3.0,6.0,10.0,3.0,1.0,2.0,5.0,1.0,,0.7142857142857143,1.0,0.6,0.1935483870967742,0.5,0.5,0.3333333333333333,0.3870967741935484,,1.0,3.0,2.0,5.0,,,3.0,6.0,,,4.0,,4.0,,9.0,5.0,2.0,4.0,,2.0,1.0,2.0,,1.0,0.5,,0.5,,0.3333333333333333,,0.3333333333333333,,0.1935483870967742,0.16,0.25,0.25,0.3333333333333333,0.16129032258064516,0.4,0.4,1.0,,,,0.25,,0.4,0.4511,0.15384615384615385,,24.316666666666663,,6.0,0.432875,2.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.14285714285714285,0.038461538461538464,0.08695652173913043,0.05333333333333334,0.07692307692307693,0.09523809523809523,0.058823529411764705,1.0,1.0,0.03225806451612903,1.0,1.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,6,1628277,Allisha Gray,Allisha Gray,2232.0,133,157,31,16,157,11.0,2.0,5.0,9.0,20,7.0,40.0,14.0,3.0,8.0,2.0,19.0,7.0,10.0,5.0,31,0.45,0.5,0.5405405405405406,24.571428571428573,0.3333333333333333,0.15151515151515152,0.4,0.4,0.4793590909090909,0.14285714285714285,0.22727272727272727,9.120000000000001,0.19745222929936307,4.0,4.0,4.0,5.0,2.0,2.0,7.0,1.0,,0.2222222222222222,0.2222222222222222,0.7142857142857143,0.12121212121212122,1.0,1.0,0.25,0.5151515151515151,1.0,1.0,3.0,4.0,11.0,,,5.0,13.0,,,2.0,2.0,4.0,6.0,12.0,11.0,4.0,3.0,1.0,3.0,,3.0,6.0,0.8,0.38461538461538464,,0.38461538461538464,0.5,0.5,0.2857142857142857,0.5,0.375,0.3939393939393939,0.15,0.2727272727272727,0.2727272727272727,0.375,0.3333333333333333,0.36363636363636365,0.36363636363636365,1.0,,,,0.14285714285714285,1.0,0.36363636363636365,0.46778571428571425,0.05,0.15,24.607692307692307,2.0,2.0,0.50725,1.0,1.0,1.0,2.0,1.0,,5.0,3.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,0.5,,0.017857142857142856,,0.012345679012345678,,,,,0.5,0.06060606060606061,0.5,0.5,,0.5,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,0.06666666666666667,0.14285714285714285,0.2857142857142857,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,7,1631009,Rhyne Howard,Rhyne Howard,2339.0,150,162,33,17,162,10.0,2.0,8.0,11.0,27,2.0,57.0,10.0,3.0,4.0,3.0,11.0,5.0,3.0,1.0,33,0.4074074074074074,0.5392156862745098,0.5480769230769231,30.939226519337016,0.19607843137254902,0.1568627450980392,0.25,0.25,0.46591568627450997,0.0196078431372549,0.037037037037037035,9.885185185185186,0.2037037037037037,6.0,9.0,12.0,3.0,2.0,1.0,4.0,,,0.5454545454545454,0.5454545454545454,0.75,0.17647058823529413,0.6666666666666666,0.75,0.16666666666666666,0.6470588235294118,1.0,2.0,3.0,9.0,20.0,,,11.0,24.0,,,4.0,1.0,4.0,7.0,24.0,20.0,9.0,1.0,,1.0,,,7.0,0.7272727272727273,0.4583333333333333,,0.4583333333333333,0.25,0.6666666666666666,0.22727272727272727,0.6666666666666666,0.2916666666666667,0.47058823529411764,0.037037037037037035,,0.3,0.3,0.39215686274509803,0.45,0.45,0.6666666666666666,,,,0.18181818181818182,0.5,0.45,0.4339772727272727,0.07017543859649122,0.12280701754385964,25.283333333333328,2.0,3.0,0.4487333333333334,,1.0,2.0,4.0,2.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,0.6666666666666666,,0.01818181818181818,,0.012195121951219513,,,,1.0,1.0,0.0784313725490196,0.5,0.5,1.0,0.3333333333333333,,1.0,6.0,7.0,9.0,,,1.0,1.0,1.0,,0.09090909090909091,0.5454545454545454,1.0,1.0,1.0,0.14285714285714285,0.1111111111111111,0.09090909090909091,0.16666666666666666,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,8,202658,Danielle Robinson,Danielle Robinson,1402.0,74,96,13,9,96,4.0,,,1.0,5,3.0,5.0,2.0,2.0,8.0,1.0,18.0,3.0,4.0,2.0,13,0.2,0.2,0.35714285714285715,10.377358490566037,0.8,,,,0.39496,0.2857142857142857,0.2857142857142857,6.4799999999999995,0.13541666666666666,,1.0,,3.0,2.0,1.0,4.0,,,,,0.75,0.2,,,,0.2,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,0.2,0.25,0.25,0.3333333333333333,,,,,,,,,,,0.3289,,,,,,,,,,,,,6.0,2.0,4.0,,,2.0,2.0,2.0,,,,,,0.06060606060606061,,0.0425531914893617,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,1.0,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,9,1628881,Monique Billings,Monique Billings,1466.0,81,99,25,14,99,1.0,,,2.0,7,5.0,9.0,2.0,,,,,4.0,8.0,2.0,25,0.2857142857142857,0.2857142857142857,0.4090909090909091,12.280701754385966,0.14285714285714285,,,,0.4897428571428571,0.2222222222222222,0.2222222222222222,4.3,0.25252525252525254,1.0,6.0,2.0,1.0,,2.0,3.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.8571428571428571,0.16666666666666666,0.2,1.0,0.8571428571428571,,1.0,1.0,,,,,,,,,7.0,1.0,2.0,4.0,,,,1.0,,1.0,,,4.0,,,,,0.5,0.3333333333333333,0.5,0.5,0.5,,0.14285714285714285,,1.0,1.0,,,,,,,,0.5,,,0.37285,0.7777777777777778,0.4444444444444444,,2.0,3.0,0.44699999999999995,,2.0,,,1.0,,,,,,2.0,2.0,5.0,5.0,,,1.0,0.3333333333333333,,0.05555555555555555,0.1,0.07142857142857142,0.047619047619047616,0.1111111111111111,,,,,,,,0.6666666666666666,,,,,,1.0,,,2.0,2.0,0.1111111111111111,,,,,,,0.16666666666666666,,,,5.0,1.0,1.0,0.25
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661330__7b304240,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661330,200,10,1631044,Naz Hillmon,Naz Hillmon,871.0,61,63,14,6,63,,,,1.0,1,,2.0,,2.0,2.0,2.0,6.0,,,,14,1.0,1.0,1.0,4.285714285714286,,,,,0.5074,,,2.1,0.2222222222222222,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,0.1111111111111111,0.030303030303030304,,0.125,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
