league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,entity_id,name,short_name,seconds_played,plus_minus,off_poss,penalty_off_poss,second_chance_off_poss,total_poss,at_rim_fgm,at_rim_fga,second_chance_at_rim_fgm,second_chance_at_rim_fga,penalty_at_rim_fgm,penalty_at_rim_fga,short_mid_range_fgm,short_mid_range_fga,long_mid_range_fga,corner3_fgm,corner3_fga,second_chance_corner3_fgm,second_chance_corner3_fga,arc3_fgm,arc3_fga,second_chance_arc3_fga,penalty_arc3_fgm,penalty_arc3_fga,fg2m,fg2a,fg3m,fg3a,ft_points,points,second_chance_fg2_m,second_chance_fg2_a,second_chance_fg3_m,second_chance_fg3_a,second_chance_ft_points,second_chance_points,penalty_fg2_m,penalty_fg2_a,penalty_fg3_m,penalty_fg3_a,penalty_ft_points,penalty_points,pts_assisted2s,pts_unassisted2s,pts_assisted3s,pts_putbacks,non_heave_arc3_fga,non_heave_arc3_fgm,fg2a_blocked,two_pt_assists,three_pt_assists,assists,arc3_assists,at_rim_assists,short_mid_range_assists,assist_points,off_three_pt_rebounds,off_two_pt_rebounds,off_rebounds,rebounds,self_o_reb,live_ball_turnovers,dead_ball_turnovers,lost_ball_out_of_bounds_turnovers,lost_ball_turnovers,turnovers,fouls,offensive fouls,fouls_drawn,loose ball fouls drawn,fta,two_pt_shooting_fouls_drawn,penalty_points_excluding_take_fouls,penalty_off_poss_excluding_take_fouls,assisted2s_pct,non_putbacks_assisted2s_pct,assisted3s_pct,fg3_pct,second_chance_fg3_pct,penalty_fg3_pct,non_heave_fg3_pct,fg2_pct,second_chance_fg2_pct,penalty_fg2_pct,efg_pct,second_chance_efg_pct,penalty_efg_pct,ts_pct,second_chance_ts_pct,penalty_ts_pct,fg3_a_pct,fg2_a_pct_blocked,at_rim_pct_blocked,short_mid_range_pct_blocked,usage,live_ball_turnover_pct,off_two_pt_rebound_pct,off_three_pt_rebound_pct,off_fg_rebound_pct,off_at_rim_rebound_pct,off_long_mid_range_rebound_pct,off_arc3_rebound_pct,off_corner3_rebound_pct,self_o_reb_pct,at_rim_frequency,at_rim_accuracy,unblocked_at_rim_accuracy,at_rim_pct_assisted,short_mid_range_frequency,short_mid_range_accuracy,unblocked_short_mid_range_accuracy,short_mid_range_pct_assisted,long_mid_range_frequency,corner3_frequency,corner3_accuracy,unblocked_corner3_accuracy,corner3_pct_assisted,arc3_frequency,arc3_accuracy,unblocked_arc3_accuracy,arc3_pct_assisted,second_chance_at_rim_frequency,second_chance_at_rim_accuracy,second_chance_corner3_frequency,second_chance_corner3_accuracy,second_chance_corner3_pct_assisted,second_chance_arc3_frequency,penalty_at_rim_frequency,penalty_at_rim_accuracy,penalty_arc3_frequency,penalty_arc3_accuracy,at_rim_fg3_a_frequency,non_heave_arc3_accuracy,shot_quality_avg,second_chance_shot_quality_avg,penalty_shot_quality_avg,shooting_fouls_drawn_pct,two_pt_shooting_fouls_drawn_pct,second_chance_points_pct,penalty_points_pct,avg2pt_shot_distance,avg3pt_shot_distance,penalty_off_poss_pct,second_chance_arc3_fgm,long_mid_range_assists,ft_off_rebounds,bad_pass_out_of_bounds_turnovers,second_chance_turnovers,penalty_turnovers,2pt and 1 free throw trips,off_ft_rebound_pct,second_chance_at_rim_pct_assisted,second_chance_arc3_accuracy,second_chance_arc3_pct_assisted,corner3_assists,bad_pass_turnovers,off_short_mid_range_rebound_pct,long_mid_range_fgm,travels,long_mid_range_accuracy,unblocked_long_mid_range_accuracy,long_mid_range_pct_assisted,non_shooting_fouls_drawn,non_shooting_penalty_non_take_fouls_drawn,penalty_corner3_fga,penalty_corner3_frequency,pts_unassisted3s
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,0,1628277,Allisha Gray,Allisha Gray,2879.0,194,193,41.0,26.0,193,12.0,24.0,3.0,5.0,2.0,4.0,3.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,11.0,2.0,1.0,3.0,15.0,35.0,3.0,12.0,9.0,48.0,3.0,5.0,1.0,3.0,2.0,11.0,2.0,6.0,1.0,3.0,2.0,9.0,18.0,12.0,9.0,6.0,11.0,2.0,4.0,6.0,1.0,7.0,1.0,5.0,1.0,15.0,4.0,3.0,7.0,7.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,9.0,3.0,10.0,5.0,9.0,41.0,0.6,0.75,1.0,0.25,0.3333333333333333,0.3333333333333333,0.25,0.42857142857142855,0.6,0.3333333333333333,0.4148936170212766,0.5625,0.3888888888888889,0.46153846153846156,0.6111111111111112,0.45,0.2553191489361702,0.11428571428571428,0.125,0.16666666666666666,25.225225225225223,0.5,0.05,0.1111111111111111,0.07291666666666667,0.058823529411764705,0.1111111111111111,0.03225806451612903,0.6,0.041666666666666664,0.5106382978723404,0.5,0.5714285714285714,0.5833333333333334,0.1276595744680851,0.5,0.6,0.6666666666666666,0.10638297872340426,0.02127659574468085,1.0,1.0,1.0,0.23404255319148937,0.18181818181818182,0.18181818181818182,1.0,0.625,0.6,0.125,1.0,1.0,0.25,0.4444444444444444,0.5,0.3333333333333333,0.3333333333333333,0.7659574468085106,0.18181818181818182,0.5589702127659575,0.63602,0.4847333333333333,0.09615384615384616,0.125,0.22916666666666666,0.1875,5.302857142857143,25.21666666666667,0.21243523316062177,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,1,1628280,Brionna Jones,Brionna Jones,2441.0,154,162,39.0,21.0,162,11.0,14.0,2.0,2.0,3.0,4.0,2.0,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,13.0,19.0,1.0,1.0,3.0,32.0,2.0,2.0,1.0,1.0,,7.0,4.0,5.0,1.0,1.0,,11.0,20.0,6.0,3.0,,1.0,1.0,,5.0,3.0,8.0,3.0,1.0,3.0,19.0,2.0,1.0,4.0,4.0,,1.0,5.0,2.0,1.0,6.0,2.0,2.0,9.0,1.0,4.0,3.0,11.0,39.0,0.7692307692307693,0.7692307692307693,1.0,1.0,1.0,1.0,1.0,0.6842105263157895,1.0,0.8,0.725,1.1666666666666667,0.9166666666666666,0.7619047619047619,1.1666666666666667,0.9166666666666666,0.05,,,,14.835164835164834,0.16666666666666666,0.02127659574468085,0.0625,0.0379746835443038,0.038461538461538464,,0.07142857142857142,,,0.7,0.7857142857142857,0.7857142857142857,0.7272727272727273,0.25,0.4,0.4,1.0,,,,,,0.05,1.0,1.0,1.0,0.6666666666666666,1.0,,,,0.3333333333333333,0.6666666666666666,0.75,0.16666666666666666,1.0,0.75,1.0,0.566655,0.647,0.5177999999999999,0.14285714285714285,0.15,0.21875,0.34375,3.6526315789473687,24.6,0.24074074074074073,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.25,0.5,1.0,1.0,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,2,1628886,Jordin Canada,Jordin Canada,2324.0,153,160,32.0,21.0,160,8.0,16.0,,1.0,2.0,2.0,3.0,10.0,,,,,,,2.0,,,,11.0,26.0,,2.0,2.0,24.0,,3.0,,,,,2.0,3.0,,,,4.0,6.0,16.0,,,2.0,,2.0,15.0,5.0,20.0,4.0,13.0,1.0,45.0,,2.0,2.0,2.0,1.0,3.0,2.0,,2.0,5.0,1.0,1.0,9.0,,7.0,4.0,4.0,32.0,0.2727272727272727,0.2727272727272727,,,,,,0.4230769230769231,,0.6666666666666666,0.39285714285714285,,0.6666666666666666,0.3870967741935484,,0.6666666666666666,0.07142857142857142,0.07692307692307693,,0.2,20.11173184357542,0.6,0.044444444444444446,,0.02666666666666667,,,,,0.06666666666666667,0.5714285714285714,0.5,0.5,0.25,0.35714285714285715,0.3,0.375,0.3333333333333333,,,,,,0.07142857142857142,,,,0.3333333333333333,,,,,,0.6666666666666666,1.0,,,0.6428571428571429,,0.5404410714285715,0.49193333333333333,0.5703666666666666,0.12903225806451613,0.13793103448275862,,0.16666666666666666,3.857692307692308,25.25,0.2,,1.0,,1.0,,2.0,1.0,,,,,1.0,1.0,0.13333333333333333,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,3,1631009,Rhyne Howard,Rhyne Howard,3083.0,188,204,50.0,27.0,204,7.0,12.0,,,,1.0,,3.0,7.0,2.0,4.0,1.0,1.0,4.0,18.0,1.0,3.0,7.0,10.0,22.0,6.0,22.0,6.0,44.0,,,2.0,2.0,,6.0,,4.0,3.0,7.0,,9.0,10.0,10.0,18.0,,18.0,4.0,,6.0,2.0,8.0,1.0,6.0,,18.0,,,,,,3.0,4.0,,1.0,7.0,,,7.0,1.0,8.0,4.0,9.0,50.0,0.5,0.5,1.0,0.2727272727272727,1.0,0.42857142857142855,0.2727272727272727,0.45454545454545453,,,0.4318181818181818,1.5,0.4090909090909091,0.4583333333333333,1.5,0.4090909090909091,0.5,,,,23.80952380952381,0.42857142857142855,,,,,,,,,0.2727272727272727,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.06818181818181818,,,,0.1590909090909091,0.09090909090909091,0.5,0.5,1.0,0.4090909090909091,0.2222222222222222,0.2222222222222222,1.0,,,0.5,1.0,1.0,0.5,0.09090909090909091,,0.6363636363636364,0.42857142857142855,0.7727272727272727,0.2222222222222222,0.5090556818181818,0.6346499999999999,0.4512818181818182,0.08333333333333333,0.15384615384615385,0.13636363636363635,0.20454545454545456,7.759090909090909,24.972727272727273,0.24509803921568626,1.0,,,1.0,1.0,4.0,,,,1.0,1.0,1.0,2.0,,3.0,2.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,4,1631044,Naz Hillmon,Naz Hillmon,2966.0,192,198,50.0,29.0,198,7.0,10.0,2.0,2.0,1.0,1.0,1.0,3.0,,,3.0,,,4.0,10.0,1.0,1.0,2.0,8.0,13.0,4.0,13.0,5.0,33.0,2.0,4.0,,1.0,,4.0,2.0,2.0,1.0,2.0,2.0,9.0,12.0,4.0,12.0,,10.0,4.0,1.0,5.0,2.0,7.0,1.0,5.0,,16.0,1.0,5.0,6.0,6.0,,4.0,1.0,,,5.0,1.0,1.0,4.0,1.0,7.0,3.0,9.0,50.0,0.75,0.75,1.0,0.3076923076923077,,0.5,0.3076923076923077,0.6153846153846154,0.5,1.0,0.5384615384615384,0.4,0.875,0.5689655172413793,0.4,0.9,0.5,0.07692307692307693,0.1,,14.977973568281937,0.8,0.09090909090909091,0.024390243902439025,0.0625,0.10344827586206896,0.16666666666666666,0.029411764705882353,,,0.38461538461538464,0.7,0.7777777777777778,0.8571428571428571,0.11538461538461539,0.3333333333333333,0.3333333333333333,,,0.11538461538461539,,,,0.38461538461538464,0.4,0.4,1.0,0.4,1.0,,,,0.2,0.25,1.0,0.5,0.5,0.8846153846153846,0.4,0.5514403846153846,0.4011166666666666,0.4790999999999999,0.10714285714285714,0.2,0.12121212121212122,0.2727272727272727,3.0923076923076924,24.207692307692305,0.25252525252525254,,,,,1.0,3.0,1.0,,1.0,,,1.0,4.0,0.05,,,,,,1.0,1.0,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,5,1628269,Nia Coffey,Nia Coffey,458.0,28,33,6.0,3.0,33,1.0,3.0,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,4.0,,1.0,,2.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,,,,,,0.25,,,0.2,,,0.2,,,0.2,,,,13.88888888888889,,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,,0.2,,,,,,,,,,,,,,1.0,,,,0.8,,0.5882799999999999,,0.5024,,,,,3.575,22.7,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,6,1630471,Maya Caldwell,Maya Caldwell,1190.0,75,81,29.0,12.0,81,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,2.0,4.0,1.0,3.0,,7.0,2.0,2.0,,1.0,,4.0,1.0,1.0,,1.0,,2.0,2.0,2.0,3.0,2.0,1.0,,,2.0,,2.0,,1.0,1.0,4.0,,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,4.0,,,2.0,1.0,,,2.0,29.0,0.5,1.0,1.0,0.3333333333333333,,,0.3333333333333333,0.5,1.0,1.0,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.42857142857142855,,,,12.087912087912088,0.5,0.041666666666666664,,0.02857142857142857,0.1,,,,,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,,,,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,,,,0.6666666666666666,1.0,0.3333333333333333,,,,0.5,1.0,,,0.7142857142857143,,0.5020714285714286,0.527,0.46605,,,0.5714285714285714,0.2857142857142857,5.275,23.766666666666666,0.35802469135802467,,,1.0,,1.0,2.0,,0.25,0.5,,,,1.0,,,1.0,,,,,,1.0,0.5,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,7,1642804,Te-Hina Paopao,Te-Hina Paopao,861.0,49,59,13.0,9.0,59,3.0,4.0,,,,,2.0,3.0,,,1.0,,,3.0,7.0,,,1.0,5.0,7.0,3.0,8.0,,19.0,,,,,,,,,,2.0,,,4.0,6.0,3.0,,7.0,3.0,,1.0,,1.0,,1.0,,2.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,,4.0,,,,,,,,13.0,0.4,0.4,0.3333333333333333,0.375,,,0.375,0.7142857142857143,,,0.6333333333333333,,,0.6333333333333333,,,0.5333333333333333,,,,27.536231884057973,0.75,,0.09090909090909091,0.029411764705882353,,,0.125,,0.14285714285714285,0.26666666666666666,0.75,0.75,0.6666666666666666,0.2,0.6666666666666666,0.6666666666666666,,,0.06666666666666667,,,,0.4666666666666667,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,,,,,,0.5,,0.8,0.42857142857142855,0.5123966666666665,,0.5488500000000001,,,,,3.114285714285714,25.4125,0.22033898305084745,,,,,,1.0,,,,,,,3.0,,,,,,,,,1.0,0.5,6.0
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,8,203398,Brittney Griner,Brittney Griner,967.0,66,68,14.0,10.0,68,5.0,7.0,2.0,2.0,1.0,1.0,1.0,7.0,1.0,,,,,,,,,,6.0,15.0,,,2.0,14.0,2.0,2.0,,,,4.0,2.0,2.0,,,1.0,5.0,10.0,2.0,,2.0,,,,2.0,2.0,4.0,1.0,2.0,,10.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,,3.0,1.0,5.0,14.0,0.8333333333333334,1.0,,,,,,0.4,1.0,1.0,0.4,1.0,1.0,0.4375,1.0,0.8333333333333334,,,,,22.78481012658228,0.5,0.043478260869565216,,0.029411764705882353,,,,,,0.4666666666666667,0.7142857142857143,0.7142857142857143,0.8,0.4666666666666667,0.14285714285714285,0.14285714285714285,1.0,0.06666666666666667,,,,,,,,,1.0,1.0,,,,,0.5,1.0,,,0.4666666666666667,,0.5034066666666666,0.6163000000000001,0.50585,0.06666666666666667,0.06666666666666667,0.2857142857142857,0.35714285714285715,5.1000000000000005,,0.20588235294117646,,,,,,1.0,1.0,,0.5,,,1.0,,0.1,,,,,,1.0,1.0,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,9,1628278,Shatori Walker-Kimbrough,Shatori Walker-Kimbrough,163.0,10,13,3.0,1.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2025', 'SeasonType': 'Playoffs', 'TeamId': '1611661330'}",shot_pace,1611661330,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2025__season_type-Playoffs__team_id-1611661330__3b5a5627,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2025&SeasonType=Playoffs&TeamId=1611661330,200,10,1631021,Sika Koné,Sika Koné,79.0,3,6,3.0,1.0,6,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,2.0,1.0,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,42.857142857142854,,0.5,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3151,,0.3151,,,,,4.3,,0.5,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,
