league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,entity_id,name,short_name,seconds_played,plus_minus,off_poss,penalty_off_poss,second_chance_off_poss,total_poss,at_rim_fgm,at_rim_fga,short_mid_range_fgm,short_mid_range_fga,long_mid_range_fga,fg2m,fg2a,points,second_chance_fg2_a,penalty_fg2_a,pts_assisted2s,fg2a_blocked,two_pt_assists,three_pt_assists,assists,arc3_assists,at_rim_assists,short_mid_range_assists,long_mid_range_assists,assist_points,off_three_pt_rebounds,off_two_pt_rebounds,off_rebounds,rebounds,self_o_reb,live_ball_turnovers,bad_pass_out_of_bounds_turnovers,bad_pass_turnovers,dead_ball_turnovers,turnovers,fouls_drawn,fta,2pt and 1 free throw trips,two_pt_shooting_fouls_drawn,penalty_off_poss_excluding_take_fouls,assisted2s_pct,non_putbacks_assisted2s_pct,fg2_pct,efg_pct,ts_pct,fg2_a_pct_blocked,at_rim_pct_blocked,short_mid_range_pct_blocked,usage,live_ball_turnover_pct,off_two_pt_rebound_pct,off_three_pt_rebound_pct,off_fg_rebound_pct,off_at_rim_rebound_pct,off_short_mid_range_rebound_pct,off_long_mid_range_rebound_pct,off_corner3_rebound_pct,self_o_reb_pct,at_rim_frequency,at_rim_accuracy,unblocked_at_rim_accuracy,at_rim_pct_assisted,short_mid_range_frequency,short_mid_range_accuracy,unblocked_short_mid_range_accuracy,short_mid_range_pct_assisted,long_mid_range_frequency,at_rim_fg3_a_frequency,shot_quality_avg,second_chance_shot_quality_avg,penalty_shot_quality_avg,shooting_fouls_drawn_pct,two_pt_shooting_fouls_drawn_pct,avg2pt_shot_distance,penalty_off_poss_pct,second_chance_at_rim_fgm,second_chance_at_rim_fga,long_mid_range_fgm,arc3_fgm,arc3_fga,fg3m,fg3a,ft_points,second_chance_fg2_m,second_chance_points,penalty_fg2_m,penalty_ft_points,penalty_points,pts_unassisted2s,pts_assisted3s,pts_putbacks,non_heave_arc3_fga,non_heave_arc3_fgm,lost_ball_out_of_bounds_turnovers,lost_ball_turnovers,second_chance_turnovers,penalty_points_excluding_take_fouls,assisted3s_pct,fg3_pct,non_heave_fg3_pct,second_chance_fg2_pct,penalty_fg2_pct,second_chance_efg_pct,penalty_efg_pct,second_chance_ts_pct,penalty_ts_pct,fg3_a_pct,long_mid_range_accuracy,unblocked_long_mid_range_accuracy,long_mid_range_pct_assisted,arc3_frequency,arc3_accuracy,unblocked_arc3_accuracy,arc3_pct_assisted,second_chance_at_rim_frequency,second_chance_at_rim_accuracy,non_heave_arc3_accuracy,second_chance_points_pct,penalty_points_pct,avg3pt_shot_distance,penalty_arc3_fga,penalty_fg3_a,off_arc3_rebound_pct,penalty_arc3_frequency,corner3_fga,pts_unassisted3s,corner3_assists,fouls,offensive fouls,transition take fouls drawn,non_shooting_fouls_drawn,corner3_frequency,penalty_at_rim_fgm,penalty_at_rim_fga,corner3_fgm,second_chance_ft_points,penalty_turnovers,non_shooting_penalty_non_take_fouls_drawn,corner3_accuracy,unblocked_corner3_accuracy,corner3_pct_assisted,penalty_at_rim_frequency,penalty_at_rim_accuracy,fg3a_blocked,fg3_a_pct_blocked,corner3_pct_blocked,travels
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,0,204322,Elizabeth Williams,Elizabeth Williams,1922.0,111,132,12.0,17.0,132,1.0,2.0,3.0,11.0,1.0,4.0,14.0,8.0,2.0,2.0,8.0,4.0,5.0,1.0,6.0,1.0,1.0,1.0,3.0,13.0,1.0,5.0,6.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,12.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5,0.2727272727272727,11.409395973154362,0.6666666666666666,0.11627906976744186,0.038461538461538464,0.08695652173913043,1.0,0.1,0.08333333333333333,0.25,0.16666666666666666,0.14285714285714285,0.5,1.0,1.0,0.7857142857142857,0.2727272727272727,0.375,1.0,0.07142857142857142,0.14285714285714285,0.38895714285714283,0.34305,0.3906,0.07142857142857142,0.07142857142857142,7.085714285714286,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,1,1627674,Kahleah Copper,Kahleah Copper,1998.0,112,141,17.0,15.0,141,4.0,4.0,2.0,10.0,7.0,8.0,21.0,40.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,,2.0,,7.0,,4.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,6.0,6.0,12.0,,6.0,17.0,0.25,0.3333333333333333,0.38095238095238093,0.484375,0.5263157894736842,0.09523809523809523,,0.2,28.205128205128204,0.6666666666666666,0.0851063829787234,,0.05405405405405406,,0.03571428571428571,0.1875,,0.11764705882352941,0.125,1.0,1.0,0.25,0.3125,0.2,0.25,,0.21875,0.46875,0.46203125,0.5107333333333334,0.35040000000000004,0.15789473684210525,0.2222222222222222,9.80952380952381,0.12056737588652482,2.0,2.0,2.0,5.0,11.0,5.0,11.0,9.0,2.0,4.0,2.0,2.0,6.0,12.0,15.0,4.0,11.0,5.0,1.0,2.0,1.0,6.0,1.0,0.45454545454545453,0.45454545454545453,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.34375,0.2857142857142857,0.2857142857142857,0.5,0.34375,0.45454545454545453,0.45454545454545453,1.0,0.6666666666666666,1.0,0.45454545454545453,0.1,0.15,25.154545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,2,1627675,Courtney Williams,Courtney Williams,1933.0,102,131,14.0,13.0,131,,,2.0,3.0,9.0,4.0,12.0,14.0,3.0,1.0,4.0,,6.0,2.0,8.0,2.0,4.0,1.0,1.0,18.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,6.0,1.0,7.0,1.0,,,,14.0,0.5,1.0,0.3333333333333333,0.3684210526315789,0.3684210526315789,,,,17.931034482758623,0.8571428571428571,0.022727272727272728,0.038461538461538464,0.02857142857142857,,0.034482758620689655,,,0.08333333333333333,,,,,0.15789473684210525,0.6666666666666666,0.6666666666666666,,0.47368421052631576,0.3684210526315789,0.4321236842105263,0.3818,0.42590000000000006,,,15.475000000000001,0.10687022900763359,,,2.0,2.0,7.0,2.0,7.0,,2.0,4.0,,,,4.0,6.0,4.0,7.0,2.0,,,,,1.0,0.2857142857142857,0.2857142857142857,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,0.3684210526315789,0.2222222222222222,0.2222222222222222,1.0,0.3684210526315789,0.2857142857142857,0.2857142857142857,1.0,,,0.2857142857142857,0.2857142857142857,,25.1,1.0,1.0,0.045454545454545456,0.5,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,3,1629497,Marina Mabrey,Marina Mabrey,1920.0,99,131,10.0,18.0,131,1.0,2.0,3.0,7.0,5.0,6.0,14.0,19.0,3.0,1.0,8.0,1.0,,3.0,3.0,2.0,,,,9.0,,,,,,5.0,,2.0,1.0,6.0,5.0,1.0,,,10.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.391304347826087,0.3958333333333333,0.07142857142857142,0.5,,19.594594594594597,0.8333333333333334,,,,,,,,,0.08695652173913043,0.5,1.0,1.0,0.30434782608695654,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.21739130434782608,0.4782608695652174,0.4535782608695652,0.3603,0.39959999999999996,,,10.042857142857143,0.07633587786259542,,,2.0,2.0,8.0,2.0,9.0,1.0,1.0,2.0,,,,4.0,3.0,,8.0,2.0,,3.0,,,0.5,0.2222222222222222,0.2222222222222222,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,0.391304347826087,0.4,0.4,1.0,0.34782608695652173,0.25,0.25,0.5,,,0.25,0.10526315789473684,,25.711111111111112,1.0,1.0,,0.5,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.043478260869565216,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,4,1630389,Dana Evans,Dana Evans,1302.0,79,88,16.0,11.0,88,2.0,2.0,5.0,13.0,1.0,8.0,16.0,29.0,2.0,1.0,,1.0,5.0,2.0,7.0,2.0,,4.0,1.0,16.0,1.0,,1.0,1.0,,2.0,,1.0,,2.0,4.0,7.0,1.0,2.0,16.0,,,0.5,0.4583333333333333,0.5370370370370371,0.0625,,0.07692307692307693,29.292929292929294,1.0,,0.0625,0.02040816326530612,,,,,,0.08333333333333333,1.0,1.0,,0.5416666666666666,0.38461538461538464,0.4166666666666667,,0.041666666666666664,0.4166666666666667,0.46016875,0.4238,0.5257000000000001,0.08,0.11764705882352941,7.331249999999999,0.18181818181818182,,,1.0,1.0,7.0,2.0,8.0,7.0,1.0,4.0,1.0,4.0,6.0,16.0,6.0,,7.0,1.0,,1.0,,6.0,1.0,0.25,0.25,0.5,1.0,0.5,0.25,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,,0.2916666666666667,0.14285714285714285,0.14285714285714285,1.0,,,0.14285714285714285,0.13793103448275862,0.20689655172413793,25.400000000000002,3.0,3.0,0.0625,0.75,1.0,,,,,,2.0,0.041666666666666664,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.25,1.0,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,5,1641641,Robyn Parks,Robyn Parks,765.0,48,50,5.0,6.0,50,,,,2.0,1.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,5.0,,,0.3333333333333333,0.4166666666666667,0.4166666666666667,,,,12.499999999999998,1.0,,,,,,,,,,,,,0.3333333333333333,,,,0.16666666666666666,0.5,0.491075,,,,,11.166666666666666,0.1,,,1.0,1.0,2.0,1.0,3.0,,,,,,,2.0,3.0,,2.0,1.0,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,0.5,1.0,1.0,,0.3333333333333333,0.5,0.5,1.0,,,0.5,,,24.2,,,,,1.0,,,,,,,0.16666666666666666,,,,,,,,,,,,1.0,0.3333333333333333,1.0,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,6,1630113,Ruthy Hebard,Ruthy Hebard,434.0,18,28,5.0,2.0,28,,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,5.0,1.0,1.0,0.25,0.25,0.25,0.25,1.0,,13.333333333333334,,0.07142857142857142,,0.05555555555555555,0.5,,,,,0.25,,,,0.5,0.5,0.5,1.0,0.25,0.25,0.400775,0.6049,0.3734,,,8.975,0.17857142857142858,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,7,1629501,Alanna Smith,Alanna Smith,1078.0,51,69,1.0,9.0,69,2.0,2.0,1.0,4.0,,3.0,6.0,8.0,,,6.0,,,1.0,1.0,1.0,,,,3.0,2.0,,2.0,2.0,,2.0,,1.0,1.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,0.5,0.3,0.36363636363636365,,,,17.94871794871795,0.6666666666666666,,0.15384615384615385,0.05555555555555555,,,,,,0.2,1.0,1.0,1.0,0.4,0.25,0.25,1.0,,0.6,0.503965,,,0.09090909090909091,0.14285714285714285,5.883333333333334,0.014492753623188406,,,,,2.0,,4.0,2.0,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,0.4,,,,0.2,,,,,,,,,23.75,,,0.2,,2.0,,,,,,,0.2,,,,,,,,,,,,,,,1.0
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,8,1631021,Sika Koné,Sika Koné,240.0,15,16,1.0,3.0,16,,,2.0,3.0,,2.0,3.0,4.0,1.0,,4.0,1.0,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.3333333333333333,15.789473684210526,,,,,,,,,,,,,,1.0,0.6666666666666666,1.0,1.0,,,0.4902,0.4312,,,,4.5,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,9,1641667,Taylor Soule,Taylor Soule,38.0,4,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2023,Playoffs,team,"{'OffDef': 'Offense', 'FilterComparison': 'Exactly', 'FilterEvent': 'OnFloor', 'FilterValue': 5, 'StartType': 'All', 'Season': '2023', 'SeasonType': 'Playoffs', 'TeamId': '1611661329'}",shot_pace,1611661329,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__filter_comparison-Exactly__filter_event-OnFloor__filter_value-5__start_type-All__season-2023__season_type-Playoffs__team_id-1611661329__bd385cfd,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&FilterComparison=Exactly&FilterEvent=OnFloor&FilterValue=5&StartType=All&Season=2023&SeasonType=Playoffs&TeamId=1611661329,200,10,1629571,Morgan Bertsch,Morgan Bertsch,150.0,6,11,4.0,1.0,11,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,0.5,,,,,0.5,0.46032500000000004,,,,,8.7,0.36363636363636365,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
