league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,entity_id,name,short_name,seconds_played,plus_minus,off_poss,penalty_off_poss,second_chance_off_poss,total_poss,at_rim_fgm,at_rim_fga,short_mid_range_fgm,short_mid_range_fga,long_mid_range_fgm,long_mid_range_fga,arc3_fgm,arc3_fga,penalty_arc3_fga,fg2m,fg2a,fg3m,fg3a,ft_points,points,second_chance_ft_points,second_chance_points,penalty_fg2_m,penalty_fg2_a,penalty_fg3_a,penalty_ft_points,penalty_points,pts_assisted2s,pts_unassisted2s,pts_assisted3s,non_heave_arc3_fga,non_heave_arc3_fgm,fg2a_blocked,two_pt_assists,assists,at_rim_assists,short_mid_range_assists,assist_points,off_three_pt_rebounds,off_rebounds,rebounds,live_ball_turnovers,bad_pass_turnovers,turnovers,second_chance_turnovers,fouls_drawn,fta,two_pt_shooting_fouls_drawn,non_shooting_fouls_drawn,penalty_points_excluding_take_fouls,penalty_off_poss_excluding_take_fouls,non_shooting_penalty_non_take_fouls_drawn,assisted2s_pct,non_putbacks_assisted2s_pct,assisted3s_pct,fg3_pct,non_heave_fg3_pct,fg2_pct,penalty_fg2_pct,efg_pct,penalty_efg_pct,ts_pct,second_chance_ts_pct,penalty_ts_pct,fg3_a_pct,fg2_a_pct_blocked,short_mid_range_pct_blocked,usage,live_ball_turnover_pct,off_three_pt_rebound_pct,off_fg_rebound_pct,off_arc3_rebound_pct,off_corner3_rebound_pct,at_rim_frequency,at_rim_accuracy,unblocked_at_rim_accuracy,short_mid_range_frequency,short_mid_range_accuracy,unblocked_short_mid_range_accuracy,short_mid_range_pct_assisted,long_mid_range_frequency,long_mid_range_accuracy,unblocked_long_mid_range_accuracy,long_mid_range_pct_assisted,arc3_frequency,arc3_accuracy,unblocked_arc3_accuracy,arc3_pct_assisted,penalty_arc3_frequency,at_rim_fg3_a_frequency,non_heave_arc3_accuracy,shot_quality_avg,penalty_shot_quality_avg,shooting_fouls_drawn_pct,two_pt_shooting_fouls_drawn_pct,second_chance_points_pct,penalty_points_pct,avg2pt_shot_distance,avg3pt_shot_distance,penalty_off_poss_pct,second_chance_at_rim_fgm,second_chance_at_rim_fga,penalty_at_rim_fgm,penalty_at_rim_fga,second_chance_arc3_fga,second_chance_fg2_m,second_chance_fg2_a,second_chance_fg3_a,pts_unassisted3s,pts_putbacks,three_pt_assists,arc3_assists,corner3_assists,off_two_pt_rebounds,self_o_reb,bad_pass_out_of_bounds_turnovers,dead_ball_turnovers,lost_ball_out_of_bounds_turnovers,lost_ball_turnovers,step_out_of_bounds_turnovers,penalty_turnovers,fouls,offensive fouls,2pt and 1 free throw trips,second_chance_fg2_pct,second_chance_efg_pct,at_rim_pct_blocked,off_two_pt_rebound_pct,off_at_rim_rebound_pct,off_short_mid_range_rebound_pct,off_long_mid_range_rebound_pct,self_o_reb_pct,at_rim_pct_assisted,second_chance_at_rim_frequency,second_chance_at_rim_accuracy,second_chance_at_rim_pct_assisted,second_chance_arc3_frequency,penalty_at_rim_frequency,penalty_at_rim_accuracy,second_chance_shot_quality_avg,corner3_fgm,corner3_fga,second_chance_corner3_fgm,second_chance_corner3_fga,penalty_corner3_fga,second_chance_arc3_fgm,penalty_arc3_fgm,second_chance_fg3_m,penalty_fg3_m,long_mid_range_assists,ft_off_rebounds,travels,charge fouls,second_chance_fg3_pct,penalty_fg3_pct,off_ft_rebound_pct,corner3_frequency,corner3_accuracy,unblocked_corner3_accuracy,corner3_pct_assisted,second_chance_corner3_frequency,second_chance_corner3_accuracy,second_chance_corner3_pct_assisted,second_chance_arc3_accuracy,second_chance_arc3_pct_assisted,penalty_corner3_frequency,penalty_arc3_accuracy,penalty_corner3_fgm,fg3a_blocked,three_pt_shooting_fouls_drawn,fg3_a_pct_blocked,arc3_pct_blocked,penalty_corner3_accuracy,three_pt_shooting_fouls_drawn_pct,loose ball fouls drawn,def_poss,opponent_points,transition take fouls drawn,3pt and 1 free throw trips,technical free throw trips,long_mid_range_pct_blocked,heave_attempts,corner3_pct_blocked,shooting_fouls
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,0,1631090,Christyn Williams,Christyn Williams,1395.0,70,88,24.0,7.0,88,1.0,2.0,2.0,6.0,2.0,4.0,1.0,4.0,1.0,5.0,12.0,1.0,4.0,4.0,17.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,6.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,4.0,24.0,1.0,0.4,0.4,1.0,0.25,0.25,0.4166666666666667,0.5,0.40625,0.3333333333333333,0.4473684210526316,1.0,0.4,0.25,0.08333333333333333,0.16666666666666666,20.61855670103093,1.0,0.125,0.043478260869565216,0.07142857142857142,0.5,0.125,0.5,0.5,0.375,0.3333333333333333,0.4,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.25,1.0,0.3333333333333333,0.375,0.25,0.46015000000000006,0.46188333333333337,0.1111111111111111,0.14285714285714285,0.11764705882352941,0.23529411764705882,9.458333333333334,24.349999999999998,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,1,1641649,Diamond Miller,Diamond Miller,5673.0,351,388,80.0,55.0,388,16.0,22.0,5.0,20.0,,4.0,3.0,24.0,2.0,21.0,46.0,3.0,24.0,7.0,58.0,,8.0,5.0,11.0,2.0,2.0,12.0,18.0,24.0,6.0,24.0,3.0,5.0,10.0,16.0,6.0,4.0,38.0,3.0,7.0,7.0,8.0,3.0,14.0,,10.0,13.0,7.0,,12.0,80.0,,0.42857142857142855,0.47368421052631576,0.6666666666666666,0.125,0.125,0.45652173913043476,0.45454545454545453,0.36428571428571427,0.38461538461538464,0.3815789473684211,0.3076923076923077,0.42857142857142855,0.34285714285714286,0.10869565217391304,0.2,19.52277657266811,0.5714285714285714,0.04,0.035,0.045454545454545456,,0.3142857142857143,0.7272727272727273,0.7619047619047619,0.2857142857142857,0.25,0.3125,0.6,0.05714285714285714,,,,0.34285714285714286,0.125,0.125,0.6666666666666666,0.15384615384615385,0.6571428571428571,0.125,0.4985135714285714,0.4801000000000001,0.09210526315789473,0.1346153846153846,0.13793103448275862,0.20689655172413793,5.386956521739131,25.308333333333326,0.20618556701030927,3.0,5.0,3.0,4.0,3.0,4.0,9.0,3.0,3.0,4.0,6.0,4.0,2.0,4.0,2.0,1.0,6.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,0.4444444444444444,0.3333333333333333,0.045454545454545456,0.032,0.05128205128205128,0.016666666666666666,0.038461538461538464,0.05128205128205128,0.375,0.4166666666666667,0.6,0.3333333333333333,0.25,0.3076923076923077,0.75,0.5361571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,2,1641650,Haley Jones,Haley Jones,16440.9,1109,1094,171.0,130.0,1094,39.0,64.0,28.0,65.0,3.0,10.0,7.0,26.0,3.0,70.0,139.0,11.0,36.0,22.0,195.0,1.0,24.0,7.0,19.0,5.0,3.0,20.0,96.0,44.0,33.0,26.0,7.0,18.0,47.0,60.0,21.0,22.0,133.0,4.0,16.0,16.0,25.0,16.0,46.0,2.0,30.0,35.0,21.0,1.0,20.0,170.0,1.0,0.6857142857142857,0.6956521739130435,1.0,0.3055555555555556,0.3055555555555556,0.5035971223021583,0.3684210526315789,0.4942857142857143,0.3541666666666667,0.5186170212765957,0.5,0.37037037037037035,0.2057142857142857,0.12949640287769784,0.1076923076923077,18.660287081339714,0.5434782608695652,0.01932367149758454,0.023297491039426525,0.024096385542168676,,0.3657142857142857,0.609375,0.7358490566037735,0.37142857142857144,0.4307692307692308,0.4827586206896552,0.75,0.05714285714285714,0.3,0.3,1.0,0.14857142857142858,0.2692307692307692,0.2692307692307692,1.0,0.125,0.5714285714285714,0.2692307692307692,0.4866520114942527,0.46888541666666667,0.11229946524064172,0.1390728476821192,0.12307692307692308,0.10256410256410256,5.734532374100719,24.91944444444444,0.1563071297989031,4.0,9.0,5.0,7.0,5.0,7.0,17.0,7.0,,2.0,13.0,8.0,5.0,9.0,3.0,8.0,21.0,2.0,9.0,,2.0,7.0,6.0,9.0,0.4117647058823529,0.4791666666666667,0.171875,0.02564102564102564,0.02040816326530612,0.023255813953488372,0.037037037037037035,0.041666666666666664,0.6153846153846154,0.375,0.4444444444444444,0.75,0.20833333333333334,0.2916666666666667,0.7142857142857143,0.5201558823529413,4.0,10.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,0.42857142857142855,0.2,0.12,0.05714285714285714,0.4,0.4,1.0,0.08333333333333333,0.5,1.0,0.4,1.0,0.08333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,3,1642793,Aziaha James,Aziaha James,20303.2,1386,1353,404.0,188.0,1353,33.0,48.0,36.0,98.0,5.0,26.0,20.0,68.0,25.0,74.0,172.0,32.0,109.0,41.0,285.0,3.0,26.0,17.0,45.0,34.0,13.0,71.0,66.0,82.0,87.0,68.0,20.0,10.0,48.0,59.0,28.0,15.0,129.0,10.0,36.0,36.0,24.0,15.0,38.0,6.0,38.0,55.0,26.0,3.0,71.0,404.0,3.0,0.44594594594594594,0.4782608695652174,0.90625,0.29357798165137616,0.29357798165137616,0.43023255813953487,0.37777777777777777,0.43416370106761565,0.3670886075949367,0.47029702970297027,0.35135135135135137,0.4034090909090909,0.3879003558718861,0.05813953488372093,0.09183673469387756,21.514195583596216,0.631578947368421,0.0398406374501992,0.05202312138728324,0.04390243902439024,0.021739130434782608,0.1708185053380783,0.6875,0.7021276595744681,0.3487544483985765,0.3673469387755102,0.4044943820224719,0.3611111111111111,0.09252669039145907,0.19230769230769232,0.19230769230769232,0.4,0.24199288256227758,0.29411764705882354,0.29850746268656714,0.85,0.31645569620253167,0.5587188612099644,0.29411764705882354,0.4809873665480425,0.4596841772151899,0.09333333333333334,0.13756613756613756,0.0912280701754386,0.24912280701754386,7.98488372093023,24.221100917431187,0.29859571322985956,7.0,8.0,8.0,10.0,6.0,10.0,23.0,13.0,9.0,10.0,11.0,9.0,2.0,26.0,9.0,7.0,14.0,1.0,9.0,,10.0,1.0,1.0,9.0,0.43478260869565216,0.3194444444444444,0.020833333333333332,0.05895691609977324,0.04807692307692308,0.06938775510204082,0.043478260869565216,0.055900621118012424,0.5454545454545454,0.2222222222222222,0.875,0.2857142857142857,0.16666666666666666,0.12658227848101267,0.8,0.4858517857142858,12.0,41.0,1.0,7.0,9.0,,5.0,1.0,8.0,5.0,,3.0,,0.07692307692307693,0.23529411764705882,,0.14590747330960854,0.2926829268292683,0.2926829268292683,1.0,0.19444444444444445,0.14285714285714285,1.0,,,0.11392405063291139,0.2,3.0,1.0,2.0,0.009174311926605505,0.014705882352941176,0.3333333333333333,0.018018018018018018,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,4,1642828,Ajae Petty,Ajae Petty,181.0,11,14,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,5,1629539,Amy Okonkwo,Amy Okonkwo,4638.0,331,306,56.0,36.0,306,12.0,15.0,7.0,15.0,1.0,1.0,7.0,26.0,4.0,20.0,31.0,10.0,30.0,18.0,88.0,,5.0,2.0,3.0,4.0,5.0,12.0,30.0,10.0,30.0,26.0,7.0,2.0,6.0,6.0,5.0,1.0,12.0,5.0,7.0,7.0,3.0,2.0,7.0,,15.0,20.0,9.0,1.0,12.0,56.0,1.0,0.75,0.7894736842105263,1.0,0.3333333333333333,0.3333333333333333,0.6451612903225806,0.6666666666666666,0.5737704918032787,0.5,0.6376811594202898,0.625,0.6,0.4918032786885246,0.06451612903225806,0.06666666666666667,21.468926553672315,0.42857142857142855,0.07936507936507936,0.0457516339869281,0.03773584905660377,0.3,0.2459016393442623,0.8,0.8571428571428571,0.2459016393442623,0.4666666666666667,0.5,0.7142857142857143,0.01639344262295082,1.0,1.0,1.0,0.4262295081967213,0.2692307692307692,0.2692307692307692,1.0,0.5714285714285714,0.7377049180327869,0.2692307692307692,0.5123852459016395,0.45149285714285714,0.1323529411764706,0.23684210526315788,0.056818181818181816,0.13636363636363635,4.958064516129032,24.436666666666667,0.1830065359477124,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,,,,2.0,,,4.0,,1.0,,1.0,3.0,2.0,2.0,0.5,0.625,0.06666666666666667,0.022222222222222223,0.04,,0.058823529411764705,,0.75,0.25,1.0,,0.5,0.14285714285714285,1.0,0.5295375,3.0,4.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,0.5,0.25,,0.06557377049180328,0.75,0.75,1.0,,,,0.5,1.0,,0.25,,,,,,,,2.0,,,,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,6,1642784,Paige Bueckers,Paige Bueckers,36283.4,2462,2359,469.0,309.0,2360,50.0,71.0,99.0,184.0,70.0,169.0,39.0,111.0,28.0,219.0,424.0,39.0,117.0,133.0,688.0,14.0,73.0,43.0,84.0,31.0,45.0,155.0,226.0,212.0,78.0,111.0,39.0,19.0,121.0,194.0,58.0,45.0,461.0,12.0,25.0,25.0,51.0,35.0,72.0,6.0,156.0,150.0,63.0,17.0,152.0,466.0,13.0,0.5159817351598174,0.5231481481481481,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5165094339622641,0.5119047619047619,0.5129390018484289,0.4782608695652174,0.5725,0.5069444444444444,0.5620437956204379,0.21626617375231053,0.04481132075471698,0.04891304347826087,24.641412283927913,0.7083333333333334,0.02843601895734597,0.02147766323024055,0.023323615160349854,0.05063291139240506,0.13123844731977818,0.704225352112676,0.78125,0.34011090573012936,0.5380434782608695,0.5657142857142857,0.45454545454545453,0.3123844731977819,0.41420118343195267,0.42168674698795183,0.4857142857142857,0.20517560073937152,0.35135135135135137,0.3577981651376147,0.6666666666666666,0.24347826086956523,0.34750462107208874,0.35135135135135137,0.43776916666666615,0.4094706140350876,0.11855670103092783,0.13665943600867678,0.10610465116279069,0.22529069767441862,11.241037735849066,25.859829059829057,0.19881305637982197,2.0,5.0,5.0,9.0,13.0,22.0,52.0,13.0,39.0,6.0,73.0,53.0,20.0,13.0,3.0,15.0,21.0,3.0,16.0,,9.0,2.0,1.0,26.0,0.4230769230769231,0.45384615384615384,0.09859154929577464,0.01752021563342318,0.014563106796116505,0.023809523809523808,0.01,0.011857707509881422,0.68,0.07692307692307693,0.4,1.0,0.2,0.0782608695652174,0.5555555555555556,0.4174127659574468,,6.0,,,3.0,5.0,8.0,5.0,8.0,18.0,,1.0,1.0,0.38461538461538464,0.25806451612903225,,0.011090573012939002,,,,,,,0.38461538461538464,0.8,0.02608695652173913,0.2857142857142857,,2.0,7.0,0.017094017094017096,0.018018018018018018,,0.049586776859504134,1.0,1.0,3.0,1.0,2.0,1.0,0.01775147928994083,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,7,1628899,Myisha Hines-Allen,Myisha Hines-Allen,26119.2,1826,1750,409.0,225.0,1750,59.0,110.0,31.0,60.0,6.0,20.0,12.0,51.0,12.0,96.0,190.0,16.0,60.0,62.0,302.0,15.0,48.0,17.0,36.0,13.0,18.0,55.0,148.0,44.0,42.0,50.0,12.0,16.0,83.0,115.0,40.0,24.0,262.0,25.0,58.0,58.0,38.0,28.0,87.0,13.0,63.0,83.0,39.0,6.0,55.0,408.0,6.0,0.7708333333333334,0.8314606741573034,0.875,0.26666666666666666,0.2711864406779661,0.5052631578947369,0.4722222222222222,0.48,0.37755102040816324,0.5243055555555556,0.4528301886792453,0.4435483870967742,0.24,0.08421052631578947,0.08333333333333333,18.5459940652819,0.4367816091954023,0.09057971014492754,0.0691747572815534,0.08520179372197309,0.11320754716981132,0.44,0.5363636363636364,0.5959595959595959,0.24,0.5166666666666667,0.5636363636363636,0.8064516129032258,0.08,0.3,0.3,0.8333333333333334,0.204,0.23529411764705882,0.23529411764705882,0.8333333333333334,0.24489795918367346,0.68,0.24,0.5023475903614459,0.5009867346938776,0.13829787234042554,0.17567567567567569,0.15894039735099338,0.18211920529801323,5.439473684210526,24.976666666666667,0.2337142857142857,13.0,28.0,12.0,24.0,5.0,15.0,38.0,5.0,6.0,14.0,32.0,26.0,6.0,32.0,13.0,15.0,49.0,7.0,10.0,1.0,20.0,16.0,14.0,7.0,0.39473684210526316,0.38372093023255816,0.1,0.058394160583941604,0.08387096774193549,0.05263157894736842,0.03937007874015748,0.1092436974789916,0.7457627118644068,0.6511627906976745,0.4642857142857143,0.46153846153846156,0.11627906976744186,0.4897959183673469,0.5,0.544687037037037,4.0,9.0,,,1.0,1.0,1.0,1.0,1.0,19.0,1.0,10.0,2.0,0.2,0.07692307692307693,0.023255813953488372,0.036,0.4444444444444444,0.4444444444444444,1.0,,,,0.2,,0.02040816326530612,0.08333333333333333,,,,,,,,3.0,,,,,,,1.0,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,8,1641658,Grace Berger,Grace Berger,12066.0,783,793,121.0,90.0,793,11.0,21.0,12.0,32.0,1.0,11.0,1.0,16.0,2.0,24.0,64.0,2.0,21.0,10.0,64.0,4.0,6.0,3.0,13.0,2.0,,6.0,20.0,28.0,6.0,16.0,1.0,6.0,35.0,57.0,17.0,10.0,136.0,7.0,11.0,11.0,10.0,8.0,18.0,1.0,16.0,15.0,8.0,1.0,6.0,121.0,1.0,0.4166666666666667,0.4166666666666667,1.0,0.09523809523809523,0.09523809523809523,0.375,0.23076923076923078,0.3176470588235294,0.2,0.3516483516483517,0.2727272727272727,0.17647058823529413,0.24705882352941178,0.09375,0.125,11.991199119911991,0.5555555555555556,0.044585987261146494,0.026570048309178744,0.046511627906976744,0.03571428571428571,0.24705882352941178,0.5238095238095238,0.5789473684210527,0.3764705882352941,0.375,0.42857142857142855,0.5,0.12941176470588237,0.09090909090909091,0.09090909090909091,,0.18823529411764706,0.0625,0.06666666666666667,1.0,0.13333333333333333,0.49411764705882355,0.0625,0.46941176470588225,0.40745666666666663,0.08888888888888889,0.11594202898550725,0.09375,0.09375,7.715625000000002,24.361904761904764,0.15258511979823455,1.0,3.0,1.0,4.0,2.0,1.0,7.0,2.0,,,22.0,19.0,3.0,4.0,2.0,5.0,8.0,1.0,2.0,,,2.0,2.0,3.0,0.14285714285714285,0.1111111111111111,0.09523809523809523,0.01556420233463035,0.0136986301369863,0.01639344262295082,0.016129032258064516,0.0392156862745098,0.36363636363636365,0.3333333333333333,0.3333333333333333,,0.2222222222222222,0.26666666666666666,0.25,0.44998000000000005,1.0,5.0,,,,,,,,8.0,,,,,,,0.058823529411764705,0.2,0.2,1.0,,,,,,,,,1.0,,0.047619047619047616,0.0625,,,1.0,,,1.0,,,,,,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,9,1641652,Maddy Siegrist,Maddy Siegrist,20776.0,1451,1398,305.0,186.0,1398,56.0,80.0,42.0,89.0,8.0,17.0,20.0,59.0,11.0,106.0,186.0,26.0,81.0,40.0,330.0,15.0,81.0,20.0,37.0,15.0,13.0,74.0,158.0,54.0,78.0,58.0,20.0,13.0,15.0,21.0,8.0,4.0,48.0,17.0,52.0,52.0,10.0,5.0,14.0,1.0,37.0,58.0,26.0,5.0,74.0,305.0,5.0,0.7452830188679245,0.8777777777777778,1.0,0.32098765432098764,0.325,0.5698924731182796,0.5405405405405406,0.5430711610486891,0.5865384615384616,0.5612244897959183,0.6532258064516129,0.5967741935483871,0.30337078651685395,0.06989247311827956,0.02247191011235955,18.82640586797066,0.7142857142857143,0.0648854961832061,0.0702247191011236,0.07373271889400922,0.022222222222222223,0.299625468164794,0.7,0.8115942028985508,0.3333333333333333,0.47191011235955055,0.4827586206896552,0.7380952380952381,0.06367041198501873,0.47058823529411764,0.47058823529411764,0.875,0.2209737827715356,0.3389830508474576,0.3389830508474576,1.0,0.21153846153846154,0.602996254681648,0.3448275862068966,0.5071979323308274,0.5087980392156864,0.08996539792387544,0.125,0.24545454545454545,0.22424242424242424,6.620430107526877,24.676543209876552,0.21816881258941345,19.0,31.0,11.0,17.0,7.0,27.0,44.0,8.0,,32.0,6.0,5.0,1.0,33.0,9.0,3.0,4.0,1.0,5.0,,3.0,,,4.0,0.6136363636363636,0.6346153846153846,0.1375,0.07333333333333333,0.08333333333333333,0.07894736842105263,0.044444444444444446,0.07563025210084033,0.7321428571428571,0.5961538461538461,0.6129032258064516,0.2631578947368421,0.1346153846153846,0.3269230769230769,0.6470588235294118,0.5635539473684209,6.0,22.0,,1.0,4.0,4.0,6.0,4.0,7.0,3.0,2.0,,,0.5,0.4666666666666667,0.047619047619047616,0.08239700374531835,0.2727272727272727,0.2857142857142857,1.0,0.019230769230769232,,,0.5714285714285714,1.0,0.07692307692307693,0.5454545454545454,1.0,1.0,,0.012345679012345678,,0.25,,3.0,,1.0,,,,,1.0,0.045454545454545456,
wnba,wnba_shot_pace,shot_pace,possessions,get-possessions,2025,Regular Season,team,"{'OffDef': 'Offense', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",shot_pace,1611661321,4Q/OT | margin -3..3 | 300..120,get-possessions__possessions__off_def-Offense__season-2025__season_type-Regular_Season__team_id-1611661321__534a4266,get-possessions,https://api.pbpstats.com/get-possessions/wnba?OffDef=Offense&Season=2025&SeasonType=Regular+Season&TeamId=1611661321,200,10,1642813,Serena Sundell,Serena Sundell,628.0,35,42,16.0,5.0,42,,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,2.0,1.0,2.0,,,,,,,16.0,,,,,,,,,,,,,,1.0,,,6.122448979591836,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,0.4491,0.4491,,,,,,23.9,0.38095238095238093,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
