league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,request_id,request_table,request_url,request_status,request_row_index,game_id,date,home_team_id,away_team_id,home_points,away_points,home_possessions,away_possessions,home_team_abbreviation,away_team_abbreviation
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,0,1022400025,2024-05-25,1611661324,1611661313,84,67,75,75,MIN,NYL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,1,1022400026,2024-05-25,1611661329,1611661323,82,86,75,75,CHI,CON
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,2,1022400027,2024-05-25,1611661319,1611661325,99,80,81,80,LVA,IND
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,3,1022400028,2024-05-25,1611661328,1611661322,101,69,77,78,SEA,WAS
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,4,1022400029,2024-05-25,1611661317,1611661321,92,107,86,86,PHO,DAL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,5,1022400030,2024-05-26,1611661330,1611661324,79,92,74,73,ATL,MIN
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,6,1022400031,2024-05-26,1611661320,1611661321,83,84,75,76,LAS,DAL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,7,1022400032,2024-05-28,1611661323,1611661317,70,47,78,77,CON,PHO
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,8,1022400033,2024-05-28,1611661325,1611661320,82,88,80,81,IND,LAS
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,9,1022400034,2024-05-28,1611661329,1611661328,68,77,81,80,CHI,SEA
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,10,1022400036,2024-05-29,1611661322,1611661330,67,73,80,80,WAS,ATL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,11,1022400037,2024-05-29,1611661324,1611661319,66,80,78,79,MIN,LVA
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,12,1022400035,2024-05-29,1611661313,1611661317,81,78,77,78,NYL,PHO
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,13,1022400038,2024-05-30,1611661325,1611661328,88,103,82,83,IND,SEA
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,14,1022400039,2024-05-30,1611661329,1611661320,83,73,82,80,CHI,LAS
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,15,1022400040,2024-05-31,1611661330,1611661319,78,74,82,82,ATL,LVA
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,16,1022400041,2024-05-31,1611661323,1611661321,74,72,69,68,CON,DAL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,17,1022400042,2024-05-31,1611661313,1611661322,90,79,82,81,NYL,WAS
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,18,1022400043,2024-05-31,1611661324,1611661317,95,71,75,74,MIN,PHO
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2024,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2024__50322006,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2024,200,19,1022400044,2024-06-01,1611661325,1611661329,71,70,78,77,IND,CHI
