league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,request_id,request_table,request_url,request_status,request_row_index,game_id,date,home_team_id,away_team_id,home_points,away_points,home_possessions,away_possessions,home_team_abbreviation,away_team_abbreviation
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,0,1042300121,2023-09-13,1611661323,1611661324,90,60,78,78,CON,MIN
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,1,1042300101,2023-09-13,1611661319,1611661329,87,59,79,79,LVA,CHI
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,2,1042300131,2023-09-15,1611661321,1611661330,94,82,87,88,DAL,ATL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,3,1042300111,2023-09-15,1611661313,1611661322,90,75,76,75,NYL,WAS
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,4,1042300102,2023-09-17,1611661319,1611661329,92,70,81,81,LVA,CHI
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,5,1042300122,2023-09-17,1611661323,1611661324,75,82,73,73,CON,MIN
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,6,1042300112,2023-09-19,1611661313,1611661322,90,85,90,90,NYL,WAS
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,7,1042300132,2023-09-19,1611661321,1611661330,101,74,85,84,DAL,ATL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,8,1042300123,2023-09-20,1611661324,1611661323,75,90,74,74,MIN,CON
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,9,1042300211,2023-09-24,1611661313,1611661323,63,78,69,70,NYL,CON
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,10,1042300201,2023-09-24,1611661319,1611661321,97,83,81,80,LVA,DAL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,11,1042300212,2023-09-26,1611661313,1611661323,84,77,76,76,NYL,CON
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,12,1042300202,2023-09-26,1611661319,1611661321,91,84,79,79,LVA,DAL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,13,1042300213,2023-09-29,1611661323,1611661313,81,92,78,78,CON,NYL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,14,1042300203,2023-09-29,1611661321,1611661319,61,64,79,80,DAL,LVA
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,15,1042300214,2023-10-01,1611661323,1611661313,84,87,78,78,CON,NYL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,16,1042300301,2023-10-08,1611661319,1611661313,99,82,80,80,LVA,NYL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,17,1042300302,2023-10-11,1611661319,1611661313,104,76,77,77,LVA,NYL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,18,1042300303,2023-10-15,1611661313,1611661319,87,73,79,79,NYL,LVA
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2023,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2023'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2023__a38e07c7,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2023,200,19,1042300304,2023-10-18,1611661313,1611661319,69,70,79,77,NYL,LVA
