league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,request_id,request_table,request_url,request_status,request_row_index,game_id,date,home_team_id,away_team_id,home_points,away_points,home_possessions,away_possessions,home_team_abbreviation,away_team_abbreviation
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,0,1022500001,2025-05-16,1611661322,1611661330,94,90,77,76,WAS,ATL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,1,1022500002,2025-05-16,1611661321,1611661324,84,99,84,84,DAL,MIN
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,2,1022500003,2025-05-16,1611661331,1611661320,67,84,82,80,GSV,LAS
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,3,1022500005,2025-05-17,1611661313,1611661319,92,78,80,79,NYL,LVA
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,4,1022500004,2025-05-17,1611661325,1611661329,93,58,84,85,IND,CHI
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,5,1022500006,2025-05-17,1611661317,1611661328,81,59,76,77,PHX,SEA
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,6,1022500007,2025-05-18,1611661323,1611661322,85,90,80,80,CON,WAS
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,7,1022500008,2025-05-18,1611661320,1611661324,75,89,75,75,LAS,MIN
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,8,1022500009,2025-05-19,1611661321,1611661328,71,79,78,79,DAL,SEA
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,9,1022500010,2025-05-20,1611661323,1611661319,62,87,79,79,CON,LVA
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,10,1022500011,2025-05-20,1611661325,1611661330,90,91,80,81,IND,ATL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,11,1022500012,2025-05-21,1611661324,1611661321,85,81,79,80,MIN,DAL
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,12,1022500014,2025-05-21,1611661317,1611661320,89,86,83,82,PHX,LAS
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,13,1022500013,2025-05-21,1611661331,1611661322,76,74,84,84,GSV,WAS
wnba,wnba_league_discovery,league_discovery,season_team_catalog,get-games,2025,Regular Season,season,"{'SeasonType': 'Regular Season', 'Season': '2025'}",discovery,get-games__season_team_catalog__season_type-Regular_Season__season-2025__911cfc64,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Regular+Season&Season=2025,200,14,1022500015,2025-05-22,1611661330,1611661325,76,81,83,84,ATL,IND
