league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,0,,,False,,,,1611661331,19.0,500,2025-09-09,1022500281,1628279-1629496-203014-203400-204365,True,GSV,1627701-1628881-1630097-1631007-1642767,Nneka Ogwumike,203014.0,Nneka Ogwumike,203014.0,ShortMidRange,1611661328,4,Erica Wheeler,204365,31,00:37,0,,0,,0,,0,,False,-1,9.0,15.6,0.3883,19.0,LongMidRange,2,37.0,OffTimeout,SEA,00:19,,42,150,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,1,,,,,,False,1611661331,19.0,498,2025-09-09,1022500281,1628279-1629496-203014-203400-204365,False,GSV,1627701-1628881-1630097-1631007-1642767,,,,,,1611661328,4,Nneka Ogwumike,203014,31,00:37,0,,0,,0,,0,,False,-1,,7.1,0.3122,31.0,ShortMidRange,2,37.0,OffTimeout,SEA,00:31,,-6,71,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,2,,,,,,False,1611661331,76.0,470,2025-09-09,1022500281,1628279-1629496-203014-203400-204365,False,GSV,1627701-1628881-1630097-1631007-1642767,,,,,,1611661328,4,Skylar Diggins,203400,27,01:43,0,,1627701,Temi Fágbénlé,0,,0,,False,0,,3.8,0.342,78.0,AtRim,2,103.0,OffAtRimMake,SEA,01:18,,-38,4,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,3,Skylar Diggins,203400.0,True,,,,1611661331,131.0,463,2025-09-09,1022500281,1628279-1629496-203014-203400-204365,True,GSV,1627701-1628881-1631007-1642324-1642767,,,,,,1611661328,4,Erica Wheeler,204365,25,02:36,0,,1642767,Janelle Salaün,0,,0,,False,-1,,26.1,0.2785,131.0,Arc3,3,156.0,OffArc3Make,SEA,02:11,,149,214,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,4,Skylar Diggins,203400.0,True,,,,1611661331,235.0,448,2025-09-09,1022500281,1628279-1629496-203014-203400-204365,True,GSV,1627701-1628881-1631007-1642324-1642767,,,,,,1611661328,4,Brittney Sykes,1628279,21,04:06,203400,Skylar Diggins,1631007,Veronica Burton,0,,0,,False,0,,3.2,0.5625,235.0,AtRim,2,246.0,OffShortMidRangeBlock,SEA,03:55,,-32,5,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,5,,,,,,False,1611661331,263.0,443,2025-09-09,1022500281,1628279-1629496-203014-203400-204365,False,GSV,1627701-1628881-1631007-1642324-1642767,,,,,,1611661328,4,Skylar Diggins,203400,19,04:51,0,,0,,0,,0,,False,0,,8.0,0.329,266.0,ShortMidRange,2,291.0,OffDeadball,SEA,04:26,,-11,79,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,6,,,,,,False,1611661331,385.0,424,2025-09-09,1022500281,1628279-1628931-1629496-203014-204365,False,GSV,1627701-1628881-1631007-1642324-1642767,,,,,,1611661328,4,Erica Wheeler,204365,13,06:41,0,,1642767,Janelle Salaün,0,,0,,False,0,,2.1,0.6602,385.0,AtRim,2,401.0,OffAtRimMake,SEA,06:25,,-21,4,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,7,,,,,,False,1611661331,411.0,420,2025-09-09,1022500281,1628279-1628931-1629496-203014-204365,False,GSV,1627701-1628881-1631007-1642324-1642767,,,,,,1611661328,4,Brittney Sykes,1628279,11,07:16,0,,0,,0,,0,,False,2,,23.4,0.2964,415.0,Arc3,3,436.0,OffDeadball,SEA,06:55,,-130,195,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,8,Gabby Williams,1628931.0,True,,,,1611661331,457.0,412,2025-09-09,1022500281,1628279-1628931-1629496-203014-204365,True,GSV,1627701-1628881-1630097-1631007-1642767,,,,,,1611661328,4,Erica Wheeler,204365,9,07:39,1629496,Ezi Magbegor,1630097,Kaila Charles,0,,0,,False,-1,,22.5,0.3333,457.0,Corner3,3,459.0,OffCorner3Miss,SEA,07:37,,218,56,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,9,Gabby Williams,1628931.0,True,,,,1611661331,481.0,407,2025-09-09,1022500281,1628279-1628931-1629496-203014-204365,True,GSV,1627701-1628881-1630097-1631007-1642767,,,,,,1611661328,4,Nneka Ogwumike,203014,7,08:13,1629496,Ezi Magbegor,1630097,Kaila Charles,0,,0,,False,-3,,9.4,0.3721,481.0,ShortMidRange,2,493.0,OffShortMidRangeMiss,SEA,08:01,,39,85,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661328', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661328__entity_id-1611661328__427bcdf5,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661328&EntityId=1611661328,200,10,Gabby Williams,1628931.0,True,,,,1611661331,524.0,398,2025-09-09,1022500281,1628279-1628931-1629496-203014-204365,True,GSV,1627701-1628881-1630097-1631007-1642767,,,,,,1611661328,4,Erica Wheeler,204365,5,08:49,1629496,Ezi Magbegor,1630097,Kaila Charles,0,,0,,False,-6,,23.2,0.417,524.0,Corner3,3,529.0,OffAtRimMiss,SEA,08:44,,-232,9,False,shots,4Q/OT | margin -3..3 | 300..120,team
