league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,0,,,,,,False,1611661313,59.0,523,2024-10-06,1042400204,1628276-1628932-1629498-202252-203833,False,NYL,1627668-1627673-1629477-1630142-202664,,,,,,1611661319,4,Jackie Young,1629498,32,01:04,0,,0,,0,,0,,False,-14,,25.6,0.2675,61.0,Arc3,3,64.0,OffTimeout,LVA,01:01,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/523/4ae2102a-9655-9c32-f4c2-d1ec41ec3611_960x540.mp4,132,219,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,1,,,,,,False,1611661313,236.0,486,2024-10-06,1042400204,1628276-1628932-202252-203026-203833,False,NYL,1627668-1627673-1629477-1630142-202664,,,,,,1611661319,4,Kelsey Plum,1628276,20,04:04,203026,Tiffany Hayes,1627668,Breanna Stewart,0,,0,,False,-14,,4.9,0.4525,238.0,ShortMidRange,2,244.0,OffLongMidRangeMiss,LVA,03:58,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/486/d817bcd6-01dd-ed6b-cd09-5a0c3ffc04c1_960x540.mp4,49,4,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,2,,,,,,False,1611661313,269.0,477,2024-10-06,1042400204,1628276-1628932-202252-203026-203833,False,NYL,1627668-1627673-1629477-1630142-202664,Alysha Clark,202252.0,Kelsey Plum,1628276.0,Corner3,1611661319,4,Tiffany Hayes,203026,18,04:57,0,,1627673,Jonquel Jones,0,,0,,False,-14,8.0,23.3,0.3906,271.0,Corner3,3,297.0,OffArc3Make,LVA,04:31,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/477/b563bc25-f80a-a44a-4f01-9e10ee75cfbf_960x540.mp4,-221,73,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,3,,,,,,False,1611661313,269.0,475,2024-10-06,1042400204,1628276-1628932-202252-203026-203833,False,NYL,1627668-1627673-1629477-1630142-202664,,,,,,1611661319,4,Kelsey Plum,1628276,18,04:57,0,,1627673,Jonquel Jones,0,,0,,False,-14,,23.4,0.4331,282.0,Corner3,3,297.0,OffArc3Make,LVA,04:42,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/475/d85b5b8e-a17d-b964-2028-5ceb5ffa0afb_960x540.mp4,234,0,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,4,,,,,,False,1611661313,320.0,465,2024-10-06,1042400204,1628276-1628932-1629498-202252-203833,False,NYL,1627668-1627673-1629477-1630142-202664,,,,,,1611661319,4,Jackie Young,1629498,16,05:50,0,,0,,0,,0,,False,-11,,24.7,0.324,324.0,Arc3,3,350.0,OffTimeout,LVA,05:24,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/465/96beb5de-a969-6a4d-8f27-2602782a52e2_960x540.mp4,-220,113,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,5,,,,,,False,1611661313,366.0,456,2024-10-06,1042400204,1628276-1628932-1629498-202252-203833,False,NYL,1627668-1627673-1629477-1630142-202664,,,,,,1611661319,4,Jackie Young,1629498,14,06:20,0,,202664,Courtney Vandersloot,0,,0,,False,-8,,16.1,0.4057,368.0,LongMidRange,2,380.0,OffShortMidRangeMake,LVA,06:08,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/456/05417d97-fe73-38a8-1822-855bd9279e5d_960x540.mp4,-76,142,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,6,,,,,,False,1611661313,396.0,453,2024-10-06,1042400204,1628276-1628932-1629498-202252-203833,False,NYL,1627668-1627673-1629477-1630142-202664,,,,,,1611661319,4,Chelsea Gray,203833,12,06:47,1628932,A'ja Wilson,1627668,Breanna Stewart,0,,0,,False,-6,,13.7,0.4555,399.0,ShortMidRange,2,407.0,OffArc3Miss,LVA,06:39,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/453/214b8935-a2ee-47dd-4148-39f2b0ebb720_960x540.mp4,38,132,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,7,,,,,,False,1611661313,507.0,429,2024-10-06,1042400204,1628276-1628932-1629498-203026-203833,False,NYL,1627668-1627673-1629477-1630142-202664,,,,,,1611661319,4,Kelsey Plum,1628276,6,08:49,0,,0,,0,,0,,False,-6,,25.3,0.3689,510.0,Arc3,3,529.0,OffTimeout,LVA,08:30,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/429/d47e8bc9-5fbb-8fdc-646c-c330511cc263_960x540.mp4,-148,205,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,8,,,,,,False,1611661313,558.0,419,2024-10-06,1042400204,1628276-1628932-1629498-203026-203833,False,NYL,1627668-1627673-1629477-1630142-202664,,,,,,1611661319,4,Chelsea Gray,203833,2,09:35,0,,0,,0,,0,,False,-2,,25.8,0.324,562.0,Arc3,3,575.0,OffDeadball,LVA,09:22,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/419/ce8be320-ebd1-4ed5-7b36-887d9d3fa343_960x540.mp4,152,208,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,9,,,,,,False,1611661313,40.0,393,2024-10-06,1042400204,1628276-1628932-1629484-1629498-203026,False,NYL,1627668-1629568-202664-203866-204335,,,,,,1611661319,3,Kelsey Plum,1628276,37,00:53,1628932,A'ja Wilson,202664,Courtney Vandersloot,0,,0,,False,-2,,27.8,0.3175,41.0,Arc3,3,53.0,OffCorner3Miss,LVA,00:41,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/393/228dce35-d28d-97c4-4a39-a6b37b3683b1_960x540.mp4,-165,224,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,10,,,,,,False,1611661313,138.0,374,2024-10-06,1042400204,1628276-1628932-1629484-1629498-203026,False,NYL,1627668-1629568-202664-203866-204335,,,,,,1611661319,3,Megan Gustafson,1629484,29,02:28,203026,Tiffany Hayes,1627668,Breanna Stewart,0,,0,,False,-3,,27.2,0.3805,141.0,Arc3,3,148.0,OffArc3Miss,LVA,02:21,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/374/c271bb75-ccf2-11ba-a88d-7031d47b3e35_960x540.mp4,-191,194,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,11,,,,,,False,1611661313,215.0,348,2024-10-06,1042400204,1628276-1628932-202252-203026-203833,False,NYL,1627668-1629477-1629568-203866-204335,,,,,,1611661319,3,Tiffany Hayes,203026,23,03:59,0,,0,,0,,0,,False,-5,,23.4,0.3732,219.0,Corner3,3,239.0,OffDeadball,LVA,03:39,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/348/76bdf4b1-be6d-e088-76bf-34f016e00a23_960x540.mp4,233,-16,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,12,,,,,,False,1611661313,248.0,338,2024-10-06,1042400204,1628276-1628932-202252-203026-203833,False,NYL,1627668-1629477-1629568-1630142-204335,,,,,,1611661319,3,Tiffany Hayes,203026,21,04:33,0,,1627668,Breanna Stewart,0,,0,,False,-5,,4.6,0.4856,250.0,ShortMidRange,2,273.0,OffShortMidRangeMake,LVA,04:10,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/338/c7ee6723-dd3f-528d-4f3b-c6f8fd943420_960x540.mp4,6,46,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661319__c52a1231,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661319,200,13,,,,,,False,1611661313,347.0,320,2024-10-06,1042400204,1628276-1628932-202252-203026-203833,False,NYL,1627668-1629477-1629568-1630142-204335,,,,,,1611661319,3,Kelsey Plum,1628276,17,06:01,0,,0,,1628276,Kelsey Plum,1629568,Kennedy Burke,False,-5,,23.5,0.4192,352.0,Corner3,3,361.0,OffLiveBallTurnover,LVA,05:52,https://videos.nba.com/wnba/pbp/media/2024/10/06/1042400204/320/4e513b15-0ef9-6697-219c-990a39d286bf_960x540.mp4,235,-13,True,shots,4Q/OT | margin -3..3 | 300..120,team
