league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,0,Dana Evans,1630389.0,True,,,,1611661320,47.0,529,2025-09-11,1022500286,1629484-1630389-1642801-204323-204329,True,LAS,1628242-1630996-1642210-1642782-1642790,,,,,,1611661319,4,Megan Gustafson,1629484,37,00:57,1629484,Megan Gustafson,1630996,Rae Burrell,0,,0,,False,30,,26.5,0.4773,47.0,Arc3,3,57.0,OffArc3Miss,LVA,00:47,,108,242,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,1,,,,,,False,1611661320,89.0,517,2025-09-11,1022500286,1629484-1630389-1642801-204323-204329,False,LAS,1628242-1630996-1642210-1642782-1642790,,,,,,1611661319,4,Aaliyah Nye,1642801,33,01:53,0,,1630996,Rae Burrell,0,,0,,False,30,,24.2,0.371,97.0,Arc3,3,113.0,OffAtRimMake,LVA,01:37,,-178,164,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,2,Chelsea Gray,203833.0,True,,,,1611661320,126.0,501,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,True,LAS,1628242-1630996-1642210-1642782-1642790,,,,,,1611661319,4,Jackie Young,1629498,31,02:23,1628932,A'ja Wilson,1642210,Julie Vanloo,0,,0,,False,29,,24.5,0.3753,126.0,Arc3,3,143.0,OffArc3Miss,LVA,02:06,,-137,203,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,3,,,False,,,,1611661320,153.0,498,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,True,LAS,1628242-1630996-1642210-1642782-1642790,NaLyssa Smith,1631019.0,NaLyssa Smith,1631019.0,AtRim,1611661319,4,NaLyssa Smith,1631019,29,02:50,203833,Chelsea Gray,1642782,Sarah Ashlee Barker,0,,0,,True,27,0.0,0.6,0.4828,153.0,AtRim,2,170.0,OffArc3Miss,LVA,02:33,,0,-6,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,4,,,,,,False,1611661320,153.0,496,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,False,LAS,1628242-1630996-1642210-1642782-1642790,,,,,,1611661319,4,NaLyssa Smith,1631019,29,02:50,203833,Chelsea Gray,1642782,Sarah Ashlee Barker,0,,0,,False,27,,2.9,0.5304,158.0,AtRim,2,170.0,OffArc3Miss,LVA,02:38,,-23,18,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,5,Jackie Young,1629498.0,True,,,,1611661320,192.0,492,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,True,LAS,1628242-1630996-1642210-1642782-1642790,,,,,,1611661319,4,A'ja Wilson,1628932,27,03:35,1628932,A'ja Wilson,204324,Dearica Hamby,0,,0,,False,24,,24.1,0.328,192.0,Arc3,3,215.0,OffAtRimBlock,LVA,03:12,,-177,164,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,6,,,,,,False,1611661320,219.0,479,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,A'ja Wilson,1628932.0,Jackie Young,1629498.0,Arc3,1611661319,4,Jewell Loyd,204319,25,03:53,0,,0,,203833,Chelsea Gray,1628276,Kelsey Plum,False,24,1.0,23.1,0.3139,223.0,Corner3,3,233.0,OffLiveBallTurnover,LVA,03:43,,-223,60,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,7,,,,,,False,1611661320,219.0,477,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,,,,,,1611661319,4,Jackie Young,1629498,25,03:53,0,,0,,203833,Chelsea Gray,1628276,Kelsey Plum,False,24,,24.0,0.3738,228.0,Arc3,3,233.0,OffLiveBallTurnover,LVA,03:48,,124,205,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,8,Chelsea Gray,203833.0,True,,,,1611661320,242.0,473,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,True,LAS,1628276-1628922-1630996-1642782-204324,,,,,,1611661319,4,Jewell Loyd,204319,23,04:18,0,,1642782,Sarah Ashlee Barker,0,,0,,False,21,,23.3,0.3782,242.0,Corner3,3,258.0,OffAtRimMake,LVA,04:02,,-232,19,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,9,Chelsea Gray,203833.0,True,,,,1611661320,282.0,469,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,True,LAS,1628276-1628922-1630996-1642782-204324,,,,,,1611661319,4,Jewell Loyd,204319,21,04:54,0,,204324,Dearica Hamby,0,,0,,False,20,,23.0,0.3481,282.0,Arc3,3,294.0,OffAtRimMake,LVA,04:42,,194,124,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661319__entity_id-1611661319__2a86246d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661319&EntityId=1611661319,200,10,,,,,,False,1611661320,311.0,465,2025-09-11,1022500286,1628932-1629498-1631019-203833-204319,False,LAS,1628276-1628922-1630996-1642782-204324,A'ja Wilson,1628932.0,NaLyssa Smith,1631019.0,ShortMidRange,1611661319,4,A'ja Wilson,1628932,19,05:31,0,,0,,0,,0,,True,22,1.0,2.3,0.5208,311.0,AtRim,2,331.0,OffDeadball,LVA,05:11,,18,14,False,shots,4Q/OT | margin -3..3 | 300..120,team
