league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,0,,,,,,False,1611661321,48.0,538,2024-09-19,1022400239,1629484-1631006-1631031-1642324-202641,False,DAL,1629480-1641652-1641661-1642240-1642244,,,,,,1611661319,4,Kate Martin,1642324,34,00:57,1629484,Megan Gustafson,1641661,Lou Lopez Sénéchal,0,,0,,False,14,,22.8,0.4261,51.0,Corner3,3,57.0,OffShortMidRangeMiss,LVA,00:51,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/538/8b5d18af-e959-1bea-c3bc-0715657dce9c_960x540.mp4,-228,6,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,1,,,,,,False,1611661321,174.0,514,2024-09-19,1022400239,1629484-1631006-1631031-1642324-202641,False,DAL,1629480-1641652-1641661-1642240-1642244,,,,,,1611661319,4,Sydney Colson,202641,26,03:24,0,,1642240,Jaelyn Brown,0,,0,,False,9,,6.3,0.3159,180.0,ShortMidRange,2,204.0,OffArc3Make,LVA,03:00,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/514/51f96bb1-f205-0571-ee21-413750915f1a_960x540.mp4,-27,57,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,2,,,,,,False,1611661321,224.0,503,2024-09-19,1022400239,1629484-1631006-1631031-1642324-202641,False,DAL,1629480-1641652-1641661-1642240-1642292,,,,,,1611661319,4,Kierstan Bell,1631006,24,04:03,1642324,Kate Martin,1642292,Jacy Sheldon,0,,0,,False,12,,25.0,0.3361,231.0,Arc3,3,243.0,OffShortMidRangeMiss,LVA,03:51,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/503/e3a7e132-7a48-5462-1a19-92023438e766_960x540.mp4,121,219,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,3,,,,,,False,1611661321,272.0,487,2024-09-19,1022400239,1629484-1631006-1631031-1642324-202641,False,DAL,1629480-1641652-1641661-1642292-203827,Megan Gustafson,1629484.0,Kierstan Bell,1631006.0,AtRim,1611661319,4,Megan Gustafson,1629484,20,04:57,0,,1641661,Lou Lopez Sénéchal,0,,0,,True,9,1.0,4.6,0.4589,272.0,ShortMidRange,2,297.0,OffShortMidRangeMake,LVA,04:32,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/487/e1d01226-16be-752f-cf32-e2e316b05e33_960x540.mp4,-40,22,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,4,,,,,,False,1611661321,272.0,485,2024-09-19,1022400239,1629484-1631006-1631031-1642324-202641,False,DAL,1629480-1641652-1641661-1642292-203827,,,,,,1611661319,4,Kierstan Bell,1631006,20,04:57,0,,1641661,Lou Lopez Sénéchal,0,,0,,False,9,,2.7,0.4248,274.0,AtRim,2,297.0,OffShortMidRangeMake,LVA,04:34,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/485/0da8a528-175f-4f25-5b15-f5038ae0e270_960x540.mp4,-26,6,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,5,,,,,,False,1611661321,373.0,467,2024-09-19,1022400239,1631031-1642324-202252-203026-204329,False,DAL,1629480-1630149-1641652-1642292-203827,,,,,,1611661319,4,Tiffany Hayes,203026,14,06:31,0,,0,,0,,0,,False,13,,3.8,0.5032,376.0,AtRim,2,391.0,OffFTMake,LVA,06:16,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/467/12dd9a86-30ae-f6cd-82a9-9e72535bcb28_960x540.mp4,-27,27,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,6,,,,,,False,1611661321,407.0,459,2024-09-19,1022400239,1631031-1642324-202252-203026-204329,False,DAL,1629480-1630149-1641652-1642292-203827,,,,,,1611661319,4,Alysha Clark,202252,12,07:04,0,,0,,0,,0,,False,16,,25.0,0.3235,410.0,Arc3,3,424.0,OffTimeout,LVA,06:50,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/459/7636d731-8f4f-d700-a9ac-54556406f716_960x540.mp4,-155,196,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,7,,,,,,False,1611661321,429.0,451,2024-09-19,1022400239,1631006-1631031-1642324-202252-203026,False,DAL,1629480-1630149-1641652-1642292-203827,,,,,,1611661319,4,Alysha Clark,202252,10,07:36,0,,1629480,Kalani Brown,0,,0,,False,18,,4.4,0.4501,433.0,ShortMidRange,2,456.0,OffAtRimMake,LVA,07:13,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/451/7fc10bf6-be2d-4d3b-e9cd-9b385f25b3cc_960x540.mp4,43,7,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,8,,,,,,False,1611661321,469.0,448,2024-09-19,1022400239,1631006-1631031-1642324-202252-203026,False,DAL,1629480-1630149-1641652-1642292-203827,,,,,,1611661319,4,Tiffany Hayes,203026,8,08:15,0,,1629480,Kalani Brown,0,,0,,False,20,,26.2,0.3112,472.0,Arc3,3,495.0,OffShortMidRangeMake,LVA,07:52,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/448/8815caa2-8094-94db-f365-6bad7814795d_960x540.mp4,154,212,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,9,,,,,,False,1611661321,516.0,443,2024-09-19,1022400239,1631006-1631031-1642324-202252-203026,False,DAL,1629480-1630149-1641652-1642292-203827,,,,,,1611661319,4,Kierstan Bell,1631006,6,08:51,1642324,Kate Martin,203827,Natasha Howard,0,,0,,False,22,,25.3,0.3505,518.0,Arc3,3,531.0,OffArc3Miss,LVA,08:38,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/443/5db28411-c42c-fd6d-8d67-b1c892f42ae3_960x540.mp4,-172,185,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Regular Season', 'EntityId': '1611661319'}",shot_pace,1611661319,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Regular_Season__entity_id-1611661319__2f2a8495,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Regular+Season&EntityId=1611661319,200,10,,,,,,False,1611661321,542.0,439,2024-09-19,1022400239,1631006-1631031-1642324-202252-203026,False,DAL,1629480-1630149-1641652-1642292-203827,,,,,,1611661319,4,Queen Egbo,1631031,4,09:16,1631031,Queen Egbo,1642292,Jacy Sheldon,0,,0,,False,22,,14.1,0.3978,544.0,LongMidRange,2,556.0,OffArc3Miss,LVA,09:04,https://videos.nba.com/wnba/pbp/media/2024/09/19/1022400239/439/5885e334-8466-f1d6-22b2-6d1733237bbc_960x540.mp4,140,-13,False,shots,4Q/OT | margin -3..3 | 300..120,team
