league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,0,,,,,,False,1611661319,64.0,487,2024-09-24,1042400132,1628931-1629496-203014-203400-204319,False,LVA,1628276-1628932-1629498-203026-203833,,,,,,1611661328,4,Skylar Diggins-Smith,203400,32,01:15,203014,Nneka Ogwumike,203833,Chelsea Gray,0,,0,,False,-6,,6.8,0.3893,67.0,ShortMidRange,2,75.0,OffShortMidRangeMiss,SEA,01:07,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/487/b28032a8-a281-a8dc-6dfe-98b7398b75f0_960x540.mp4,-59,33,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,1,,,,,,False,1611661319,168.0,469,2024-09-24,1042400132,1628931-1629496-203014-203400-204319,False,LVA,1628276-1628932-1629498-203026-203833,,,,,,1611661328,4,Skylar Diggins-Smith,203400,26,03:14,0,,0,,0,,0,,False,-8,,23.2,0.4051,172.0,Corner3,3,194.0,OffFTMake,SEA,02:52,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/469/39ea95b4-5d04-6bac-bccc-582fd1b21c75_960x540.mp4,-232,-3,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,2,,,,,,False,1611661319,213.0,461,2024-09-24,1042400132,1628931-1641651-203014-203400-204319,False,LVA,1628276-1628932-1629498-203026-203833,,,,,,1611661328,4,Nneka Ogwumike,203014,24,03:55,0,,1628276,Kelsey Plum,0,,0,,False,-6,,26.8,0.3137,216.0,Arc3,3,235.0,OffAtRimMake,SEA,03:36,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/461/5a5425d8-a412-e2d8-a0f2-6b718e213f5f_960x540.mp4,83,255,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,3,,,,,,False,1611661319,249.0,456,2024-09-24,1042400132,1628931-1641651-203014-203400-204319,False,LVA,1628276-1628932-1629498-203026-203833,,,,,,1611661328,4,Gabby Williams,1628931,22,04:22,204319,Jewell Loyd,1629498,Jackie Young,0,,0,,False,-4,,25.1,0.3666,251.0,Arc3,3,262.0,OffArc3Miss,SEA,04:11,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/456/b6ec08d4-b9ac-f157-32aa-0296b732af42_960x540.mp4,169,185,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,4,,,,,,False,1611661319,270.0,452,2024-09-24,1042400132,1628931-1641651-203014-203400-204319,False,LVA,1628276-1628932-1629498-203026-203833,,,,,,1611661328,4,Jewell Loyd,204319,20,04:50,0,,1629498,Jackie Young,0,,0,,False,-4,,10.2,0.3687,274.0,ShortMidRange,2,290.0,OffArc3Make,SEA,04:34,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/452/d3193e64-1e4b-adc7-a0f3-806cf9b4ec41_960x540.mp4,82,61,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,5,,,,,,False,1611661319,320.0,436,2024-09-24,1042400132,1628931-1641651-203014-203400-204319,False,LVA,1628276-1628932-1629498-203026-203833,,,,,,1611661328,4,Gabby Williams,1628931,18,05:31,0,,0,,203014,Nneka Ogwumike,203833,Chelsea Gray,False,-4,,3.9,0.5805,325.0,AtRim,2,331.0,OffLiveBallTurnover,SEA,05:25,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/436/ad6bd46a-6a0b-85b8-1db2-81d43a129c5b_960x540.mp4,39,-2,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,6,,,,,,False,1611661319,369.0,423,2024-09-24,1042400132,1628920-1628931-203014-203400-204319,False,LVA,1628276-1628932-1629498-203026-203833,Gabby Williams,1628931.0,Nneka Ogwumike,203014.0,Arc3,1611661328,4,Jewell Loyd,204319,14,06:32,1628920,Mercedes Russell,203833,Chelsea Gray,0,,0,,False,-4,9.0,3.9,0.6054,371.0,AtRim,2,392.0,OffShortMidRangeMiss,SEA,06:11,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/423/41c3ac3a-e061-baef-73db-e51073931986_960x540.mp4,-39,6,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,7,,,,,,False,1611661319,369.0,421,2024-09-24,1042400132,1628920-1628931-203014-203400-204319,False,LVA,1628276-1628932-1629498-203026-203833,,,,,,1611661328,4,Nneka Ogwumike,203014,14,06:32,1628920,Mercedes Russell,203833,Chelsea Gray,0,,0,,False,-4,,25.0,0.3864,384.0,Arc3,3,392.0,OffShortMidRangeMiss,SEA,06:24,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/421/8f8544b0-4d2c-8e8d-a249-ba503ea4a5b1_960x540.mp4,-163,190,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,8,,,,,,False,1611661319,409.0,416,2024-09-24,1042400132,1628920-1628931-203014-203400-204319,False,LVA,1628276-1628932-1629498-203026-203833,,,,,,1611661328,4,Skylar Diggins-Smith,203400,12,07:05,0,,0,,0,,0,,False,-4,,4.6,0.4434,411.0,ShortMidRange,2,425.0,OffFTMake,SEA,06:51,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/416/fcf688df-b2da-12f8-b0b2-419487b8e162_960x540.mp4,-43,15,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,9,,,,,,False,1611661319,443.0,406,2024-09-24,1042400132,1628920-1628931-1641651-203014-204319,False,LVA,1628276-1628932-1629498-203026-204329,,,,,,1611661328,4,Jordan Horston,1641651,10,07:44,0,,1628932,A'ja Wilson,0,,0,,False,-1,,22.9,0.4231,446.0,Corner3,3,464.0,OffShortMidRangeMake,SEA,07:26,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/406/4a586bb1-6c9f-cb96-442f-c9ca9204df56_960x540.mp4,-229,-8,True,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2024,Playoffs,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2024', 'SeasonType': 'Playoffs', 'EntityId': '1611661328'}",shot_pace,1611661328,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2024__season_type-Playoffs__entity_id-1611661328__f4ba6a4d,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2024&SeasonType=Playoffs&EntityId=1611661328,200,10,,,,,,False,1611661319,478.0,401,2024-09-24,1042400132,1628920-1628931-1641651-203014-204319,False,LVA,1628276-1628932-1629498-203026-204329,,0.0,Jewell Loyd,204319.0,Team,1611661328,4,Gabby Williams,1628931,8,08:19,0,,0,,203014,Nneka Ogwumike,204329,Kiah Stokes,False,-1,17.0,8.2,0.3262,481.0,ShortMidRange,2,499.0,OffLiveBallTurnover,SEA,08:01,https://videos.nba.com/wnba/pbp/media/2024/09/24/1042400132/401/e26bd078-bc6e-9a52-19c3-2b69fe3ae91f_960x540.mp4,-23,79,True,shots,4Q/OT | margin -3..3 | 300..120,team
