league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,request_id,request_table,request_url,request_status,request_row_index,player_id,player_name,is_playoffs,job_variant,request_scope
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,0,100940,Diana Taurasi,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,1,203035,Shey Peddy,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,2,203398,Brittney Griner,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,3,203400,Skylar Diggins-Smith,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,4,1627669,Moriah Jefferson,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,5,1628268,Alaina Coates,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,6,1628287,Jennie Simms,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,7,1629482,Sophie Cunningham,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,8,1629484,Megan Gustafson,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,9,1629488,Brianna Turner,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,10,1630134,Sug Sutton,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,11,1630446,Michaela Onyenwere,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,12,1631068,Sam Thomas,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,13,1631089,Destanni Henderson,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,14,1631091,Evina Westbrook,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,15,1641653,Ashley Joens,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,16,1641670,Madi Williams,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,17,1641690,Kadi Sissoko,False,team_player_catalog,team
wnba,wnba_league_discovery,league_discovery,team_player_catalog,get-team-players-for-season,2023,Regular Season,team,"{'SeasonType': 'Regular Season', 'Season': '2023', 'TeamId': '1611661317'}",discovery,1611661317,get-team-players-for-season__team_player_catalog__season_type-Regular_Season__season-2023__team_id-1611661317__bd8c4a2d,get-team-players-for-season,https://api.pbpstats.com/get-team-players-for-season?SeasonType=Regular+Season&Season=2023&TeamId=1611661317,200,18,1641700,Liz Dixon,False,team_player_catalog,team
